parameter,mean,sd,q05,q95,rhat,ess
"mu_y[19,1]",-1.041,0.153,-1.294,-0.79,1.001,8238
"mu_y[20,1]",-1.036,0.155,-1.293,-0.782,1,8220
"mu_y[21,1]",-1.032,0.164,-1.306,-0.764,1,8169
"mu_y[22,1]",-1.026,0.189,-1.344,-0.721,1,8101
"mu_y[23,1]",-0.979,0.155,-1.235,-0.716,1,8091
"mu_y[24,1]",-0.976,0.152,-1.229,-0.722,1,8037
"mu_y[25,1]",-0.972,0.153,-1.225,-0.72,1,7934
"mu_y[26,1]",-0.966,0.165,-1.24,-0.699,1,7676
"mu_y[27,1]",-0.96,0.191,-1.278,-0.652,1,7416
"mu_y[28,1]",-0.965,0.182,-1.267,-0.667,1,8569
"mu_y[29,1]",-0.964,0.181,-1.269,-0.664,1,8493
"mu_y[30,1]",-0.964,0.186,-1.277,-0.653,1,8397
"mu_y[31,1]",-0.808,0.19,-1.121,-0.5,1,8409
"mu_y[32,1]",-0.801,0.191,-1.114,-0.491,1,8600
"mu_y[33,1]",-0.643,0.189,-0.954,-0.337,1,3719
"mu_y[34,1]",-0.517,0.166,-0.784,-0.242,1,7638
"mu_y[35,1]",-0.394,0.185,-0.697,-0.089,1.001,5882
"mu_y[36,1]",-0.27,0.236,-0.643,0.133,1.001,2976
"mu_y[37,1]",-0.922,0.162,-1.191,-0.663,1.001,8074
"mu_y[38,1]",-0.926,0.156,-1.184,-0.672,1,8326
"mu_y[39,1]",-0.93,0.155,-1.186,-0.676,1,8478
"mu_y[40,1]",-0.938,0.17,-1.217,-0.663,1,8069
"mu_y[41,1]",-0.945,0.2,-1.28,-0.625,1,6612
"mu_y[42,1]",-0.723,0.172,-1.01,-0.448,1.001,5675
"mu_y[43,1]",-0.705,0.167,-0.983,-0.434,1,8377
"mu_y[44,1]",-0.687,0.168,-0.966,-0.411,1,8588
"mu_y[45,1]",-0.618,0.222,-0.968,-0.238,1.002,3445
"mu_y[46,1]",-0.894,0.17,-1.181,-0.619,1,6978
"mu_y[47,1]",-0.926,0.163,-1.197,-0.663,1,7758
"mu_y[48,1]",-0.954,0.177,-1.24,-0.664,1,7220
"mu_y[49,1]",-0.987,0.212,-1.338,-0.648,1.001,5600
"mu_y[50,1]",-0.573,0.179,-0.864,-0.27,1,8443
"mu_y[51,1]",-0.551,0.177,-0.839,-0.251,1,8532
"mu_y[52,1]",-0.503,0.191,-0.812,-0.185,1,8456
"mu_y[53,1]",-0.956,0.166,-1.233,-0.686,1.001,7718
"mu_y[54,1]",-0.935,0.163,-1.207,-0.667,1.001,8286
"mu_y[55,1]",-0.913,0.167,-1.19,-0.64,1.001,8362
"mu_y[56,1]",-0.874,0.188,-1.184,-0.56,1.001,8071
"mu_y[57,1]",-0.795,0.161,-1.058,-0.527,1.001,8540
"mu_y[58,1]",-0.788,0.16,-1.048,-0.525,1.001,8467
"mu_y[59,1]",-0.781,0.163,-1.046,-0.51,1.001,8396
"mu_y[60,1]",-0.765,0.183,-1.062,-0.465,1.001,8284
"mu_y[61,1]",-0.712,0.164,-0.98,-0.439,1,8569
"mu_y[62,1]",-0.703,0.161,-0.963,-0.437,1,8671
"mu_y[63,1]",-0.684,0.168,-0.957,-0.406,1.001,8742
"mu_y[64,1]",-0.665,0.191,-0.974,-0.348,1.001,8602
"mu_y[65,1]",-0.481,0.201,-0.797,-0.136,1,7272
"mu_y[66,1]",-0.458,0.2,-0.775,-0.121,1,8041
"mu_y[67,1]",-0.831,0.173,-1.113,-0.543,1,8326
"mu_y[68,1]",-0.839,0.174,-1.125,-0.553,1,8553
"mu_y[69,1]",-0.853,0.195,-1.176,-0.54,1.001,7187
"mu_y[70,1]",-0.808,0.187,-1.114,-0.496,1,3464
"mu_y[71,1]",-0.766,0.176,-1.048,-0.476,1,5768
"mu_y[72,1]",-0.681,0.184,-0.981,-0.379,1,6906
"mu_y[73,1]",-0.596,0.225,-0.955,-0.218,1.001,4011
"mu_y[74,1]",-0.676,0.174,-0.95,-0.381,1,8559
"mu_y[75,1]",-0.667,0.174,-0.945,-0.376,1,8604
"mu_y[76,1]",-0.658,0.178,-0.94,-0.361,1,8627
"mu_y[77,1]",-0.755,0.189,-1.071,-0.444,1.001,8765
"mu_y[78,1]",-0.753,0.191,-1.068,-0.442,1.001,8835
"mu_y[79,1]",-1.098,0.176,-1.389,-0.811,1,9126
"mu_y[80,1]",-1.089,0.175,-1.38,-0.8,1,9169
"mu_y[81,1]",-1.079,0.18,-1.38,-0.785,1,8884
"mu_y[82,1]",-0.824,0.175,-1.108,-0.534,1,8922
"mu_y[83,1]",-0.818,0.176,-1.105,-0.533,1,8822
"mu_y[84,1]",-0.811,0.195,-1.133,-0.497,1,8429
"mu_y[85,1]",-0.877,0.155,-1.135,-0.625,1,8587
"mu_y[86,1]",-0.864,0.151,-1.115,-0.616,1,8682
"mu_y[87,1]",-0.848,0.151,-1.098,-0.599,1,8724
"mu_y[88,1]",-0.82,0.164,-1.09,-0.549,1,8617
"mu_y[89,1]",-0.791,0.191,-1.096,-0.474,1,8414
"mu_y[90,1]",-1.032,0.166,-1.312,-0.76,1,7620
"mu_y[91,1]",-1.038,0.164,-1.309,-0.768,1,7982
"mu_y[92,1]",-1.043,0.167,-1.316,-0.769,1,8103
"mu_y[93,1]",-1.054,0.188,-1.361,-0.748,1,7052
"mu_y[94,1]",-0.925,0.172,-1.21,-0.642,1,8682
"mu_y[95,1]",-0.921,0.171,-1.203,-0.638,1,8891
"mu_y[96,1]",-0.901,0.206,-1.245,-0.571,1,8801
"mu_y[97,1]",-0.671,0.169,-0.944,-0.385,1,6898
"mu_y[98,1]",-0.605,0.163,-0.869,-0.335,1,8146
"mu_y[99,1]",-0.543,0.176,-0.83,-0.252,1,7673
"mu_y[100,1]",-0.471,0.209,-0.804,-0.115,1,5930
"mu_y[101,1]",-0.929,0.165,-1.195,-0.661,1,8588
"mu_y[102,1]",-0.911,0.163,-1.177,-0.648,1,8733
"mu_y[103,1]",-0.893,0.166,-1.167,-0.622,1,8803
"mu_y[104,1]",-0.858,0.186,-1.164,-0.556,1,8687
"mu_y[105,1]",-0.705,0.197,-1.027,-0.376,1,8448
"mu_y[106,1]",-0.665,0.202,-0.999,-0.333,1,8363
"mu_y[107,1]",-0.579,0.184,-0.871,-0.267,1,6516
"mu_y[108,1]",-0.518,0.189,-0.83,-0.204,1,7936
"mu_y[109,1]",-0.487,0.215,-0.842,-0.131,1.001,7509
"mu_y[110,1]",-0.86,0.156,-1.115,-0.601,1.001,6671
"mu_y[111,1]",-0.869,0.151,-1.115,-0.616,1.001,7286
"mu_y[112,1]",-0.877,0.15,-1.122,-0.624,1.001,7644
"mu_y[113,1]",-0.896,0.164,-1.165,-0.625,1,7446
"mu_y[114,1]",-0.916,0.198,-1.248,-0.6,1,6266
"mu_y[115,1]",-0.361,0.179,-0.651,-0.058,1,7265
"mu_y[116,1]",-0.366,0.173,-0.648,-0.08,1,7921
"mu_y[117,1]",-0.371,0.173,-0.656,-0.084,1,8174
"mu_y[118,1]",-0.382,0.195,-0.7,-0.054,1,8065
"mu_y[119,1]",-0.977,0.163,-1.249,-0.706,1.001,8399
"mu_y[120,1]",-0.971,0.161,-1.235,-0.705,1.001,8255
"mu_y[121,1]",-0.963,0.164,-1.232,-0.693,1.001,8413
"mu_y[122,1]",-0.95,0.183,-1.257,-0.651,1.001,8652
"mu_y[123,1]",-0.506,0.196,-0.815,-0.183,1,8468
"mu_y[124,1]",-0.501,0.195,-0.81,-0.177,1,8610
"mu_y[125,1]",-0.798,0.154,-1.054,-0.548,1,8493
"mu_y[126,1]",-0.776,0.15,-1.022,-0.529,1,8577
"mu_y[127,1]",-0.749,0.15,-0.999,-0.502,1,8533
"mu_y[128,1]",-0.704,0.164,-0.971,-0.433,1,8245
"mu_y[129,1]",-0.657,0.193,-0.965,-0.33,1,7315
"mu_y[130,1]",-0.614,0.196,-0.93,-0.289,1,7686
"mu_y[131,1]",-0.577,0.199,-0.902,-0.248,1.001,8048
"mu_y[132,1]",-0.618,0.166,-0.89,-0.346,1,7820
"mu_y[133,1]",-0.598,0.164,-0.863,-0.328,1,8447
"mu_y[134,1]",-0.579,0.166,-0.849,-0.307,1.001,8539
"mu_y[135,1]",-0.5,0.21,-0.834,-0.154,1,8327
"mu_y[136,1]",-0.8,0.179,-1.085,-0.497,1,6651
"mu_y[137,1]",-0.751,0.178,-1.041,-0.453,1,8584
"mu_y[138,1]",-0.714,0.2,-1.042,-0.387,1,8370
"mu_y[139,1]",-0.87,0.167,-1.145,-0.596,1,8387
"mu_y[140,1]",-0.87,0.164,-1.143,-0.602,1,8606
"mu_y[141,1]",-0.872,0.173,-1.158,-0.589,1,8383
"mu_y[142,1]",-0.873,0.2,-1.202,-0.549,1,7504
"mu_y[143,1]",-0.77,0.164,-1.038,-0.498,1,8313
"mu_y[144,1]",-0.753,0.162,-1.02,-0.488,1,8372
"mu_y[145,1]",-0.736,0.164,-1.009,-0.466,1,8357
"mu_y[146,1]",-0.667,0.207,-1.005,-0.326,1,7844
"mu_y[147,1]",-0.803,0.173,-1.085,-0.517,1,8250
"mu_y[148,1]",-0.793,0.171,-1.073,-0.511,1,8427
"mu_y[149,1]",-0.749,0.217,-1.108,-0.403,1,8344
"mu_y[150,1]",-0.998,0.162,-1.266,-0.732,1,6338
"mu_y[151,1]",-1.004,0.155,-1.263,-0.751,1,7220
"mu_y[152,1]",-1.011,0.154,-1.272,-0.761,1,7971
"mu_y[153,1]",-1.025,0.169,-1.307,-0.752,1,7494
"mu_y[154,1]",-1.038,0.202,-1.383,-0.721,1,5482
"mu_y[155,1]",-0.733,0.17,-1.014,-0.455,1,7495
"mu_y[156,1]",-0.685,0.163,-0.951,-0.42,1,8306
"mu_y[157,1]",-0.637,0.175,-0.922,-0.35,1,8260
"mu_y[158,1]",-0.588,0.202,-0.911,-0.251,1,7354
"mu_y[159,1]",-0.78,0.174,-1.069,-0.496,1.001,8416
"mu_y[160,1]",-0.776,0.174,-1.062,-0.492,1.001,8432
"mu_y[161,1]",-0.772,0.179,-1.069,-0.482,1.001,8351
"mu_y[162,1]",-0.835,0.188,-1.147,-0.528,1,8642
"mu_y[163,1]",-0.826,0.191,-1.142,-0.514,1,8710
"mu_y[164,1]",-0.766,0.158,-1.029,-0.503,1,5990
"mu_y[165,1]",-0.765,0.153,-1.02,-0.51,1,6623
"mu_y[166,1]",-0.764,0.153,-1.018,-0.512,1,7087
"mu_y[167,1]",-0.761,0.166,-1.036,-0.488,1,7022
"mu_y[168,1]",-0.758,0.194,-1.08,-0.437,1,6644
"mu_y[169,1]",-0.391,0.171,-0.667,-0.101,1,7562
"mu_y[170,1]",-0.366,0.167,-0.64,-0.088,1,7894
"mu_y[171,1]",-0.34,0.169,-0.615,-0.059,1,7995
"mu_y[172,1]",-0.289,0.19,-0.597,0.033,1,7494
"mu_y[173,1]",-0.969,0.177,-1.262,-0.682,1,8523
"mu_y[174,1]",-0.965,0.176,-1.257,-0.677,1,8612
"mu_y[175,1]",-0.956,0.2,-1.291,-0.632,1,8513
"mu_y[176,1]",-0.822,0.159,-1.083,-0.559,1,6853
"mu_y[177,1]",-0.787,0.153,-1.037,-0.536,1.001,7979
"mu_y[178,1]",-0.75,0.154,-1,-0.498,1.001,8668
"mu_y[179,1]",-0.685,0.172,-0.961,-0.396,1.001,7919
"mu_y[180,1]",-0.632,0.199,-0.944,-0.294,1.001,6294
"mu_y[181,1]",-0.919,0.167,-1.201,-0.642,1,7656
"mu_y[182,1]",-0.883,0.163,-1.147,-0.617,1,7628
"mu_y[183,1]",-0.849,0.175,-1.135,-0.566,1.001,7486
"mu_y[184,1]",-0.817,0.198,-1.139,-0.494,1.001,7347
"mu_y[185,1]",-1.149,0.159,-1.413,-0.892,1.001,8174
"mu_y[186,1]",-1.148,0.154,-1.402,-0.899,1.001,8331
"mu_y[187,1]",-1.147,0.155,-1.403,-0.895,1,8330
"mu_y[188,1]",-1.146,0.168,-1.424,-0.871,1,8301
"mu_y[189,1]",-1.145,0.194,-1.469,-0.832,1,8175
"mu_y[190,1]",-1.083,0.166,-1.36,-0.814,1,8664
"mu_y[191,1]",-1.077,0.163,-1.351,-0.813,1,8676
"mu_y[192,1]",-1.064,0.171,-1.349,-0.788,1,8466
"mu_y[193,1]",-1.051,0.195,-1.376,-0.741,1,8342
"mu_y[194,1]",-0.993,0.157,-1.256,-0.739,1,8636
"mu_y[195,1]",-0.986,0.152,-1.239,-0.736,1,8629
"mu_y[196,1]",-0.979,0.152,-1.229,-0.731,1,8680
"mu_y[197,1]",-0.963,0.164,-1.235,-0.692,1,8715
"mu_y[198,1]",-0.949,0.189,-1.264,-0.639,1,8680
"mu_y[199,1]",-0.933,0.167,-1.208,-0.662,1,7810
"mu_y[200,1]",-0.942,0.164,-1.215,-0.677,1,8270
"mu_y[201,1]",-0.951,0.167,-1.228,-0.681,1,8482
"mu_y[202,1]",-0.97,0.189,-1.281,-0.666,1,8032
"mu_y[203,1]",-1.031,0.165,-1.309,-0.769,1.001,7852
"mu_y[204,1]",-1.031,0.161,-1.302,-0.773,1.001,7943
"mu_y[205,1]",-1.032,0.176,-1.321,-0.748,1,7927
"mu_y[206,1]",-1.032,0.204,-1.367,-0.704,1,7775
"mu_y[207,1]",-0.822,0.162,-1.083,-0.554,1,8322
"mu_y[208,1]",-0.814,0.159,-1.072,-0.553,1,8395
"mu_y[209,1]",-0.787,0.174,-1.075,-0.502,1,8233
"mu_y[210,1]",-0.772,0.198,-1.102,-0.448,1,7588
"mu_y[211,1]",-0.893,0.171,-1.18,-0.614,1.001,6318
"mu_y[212,1]",-0.835,0.162,-1.103,-0.569,1,7663
"mu_y[213,1]",-0.773,0.174,-1.055,-0.486,1,7735
"mu_y[214,1]",-0.705,0.207,-1.034,-0.358,1,6741
"mu_y[215,1]",-0.884,0.155,-1.137,-0.632,1,8414
"mu_y[216,1]",-0.873,0.151,-1.121,-0.631,1,8396
"mu_y[217,1]",-0.86,0.151,-1.111,-0.617,1,8360
"mu_y[218,1]",-0.834,0.165,-1.107,-0.565,1,8325
"mu_y[219,1]",-0.811,0.189,-1.123,-0.506,1,7987
"mu_y[220,1]",-0.897,0.154,-1.152,-0.648,1.001,7787
"mu_y[221,1]",-0.883,0.15,-1.131,-0.639,1.001,8119
"mu_y[222,1]",-0.869,0.151,-1.115,-0.622,1.001,8310
"mu_y[223,1]",-0.843,0.165,-1.114,-0.572,1,8370
"mu_y[224,1]",-0.816,0.192,-1.129,-0.501,1,8316
"mu_y[225,1]",-0.922,0.165,-1.191,-0.653,1,7589
"mu_y[226,1]",-0.914,0.16,-1.175,-0.654,1,8220
"mu_y[227,1]",-0.888,0.174,-1.173,-0.606,1.001,8152
"mu_y[228,1]",-0.871,0.202,-1.206,-0.542,1,6685
"mu_y[229,1]",-0.823,0.155,-1.079,-0.568,1,8248
"mu_y[230,1]",-0.814,0.152,-1.066,-0.564,1,8186
"mu_y[231,1]",-0.804,0.152,-1.059,-0.549,1,8108
"mu_y[232,1]",-0.785,0.165,-1.058,-0.514,1,7991
"mu_y[233,1]",-0.766,0.19,-1.076,-0.451,1,7860
"mu_y[234,1]",-0.53,0.164,-0.797,-0.255,1,8139
"mu_y[235,1]",-0.511,0.163,-0.778,-0.24,1,8373
"mu_y[236,1]",-0.471,0.175,-0.756,-0.178,1,8230
"mu_y[237,1]",-0.43,0.203,-0.754,-0.09,1,7906
"mu_y[238,1]",-0.848,0.153,-1.104,-0.598,1,9062
"mu_y[239,1]",-0.829,0.15,-1.077,-0.583,1,9157
"mu_y[240,1]",-0.81,0.15,-1.059,-0.565,1,9111
"mu_y[241,1]",-0.772,0.163,-1.044,-0.507,1,8600
"mu_y[242,1]",-0.73,0.192,-1.041,-0.417,1,8130
"mu_y[243,1]",-0.964,0.159,-1.224,-0.7,1,6131
"mu_y[244,1]",-0.957,0.154,-1.21,-0.702,1,7855
"mu_y[245,1]",-0.948,0.154,-1.199,-0.698,1,8502
"mu_y[246,1]",-0.934,0.168,-1.211,-0.663,1,8035
"mu_y[247,1]",-0.918,0.198,-1.249,-0.606,1.001,6378
"mu_y[248,1]",-0.993,0.157,-1.255,-0.742,1,8137
"mu_y[249,1]",-0.997,0.153,-1.253,-0.75,1,8367
"mu_y[250,1]",-1,0.152,-1.255,-0.752,1,8511
"mu_y[251,1]",-1.008,0.168,-1.289,-0.736,1,8211
"mu_y[252,1]",-1.014,0.193,-1.34,-0.709,1,7782
"mu_y[253,1]",-1,0.159,-1.264,-0.74,1.001,3706
"mu_y[254,1]",-0.994,0.153,-1.245,-0.742,1.001,5655
"mu_y[255,1]",-0.989,0.152,-1.237,-0.741,1,7816
"mu_y[256,1]",-0.977,0.165,-1.246,-0.71,1,7646
"mu_y[257,1]",-0.965,0.198,-1.289,-0.64,1.001,5562
"mu_y[258,1]",-0.784,0.175,-1.072,-0.498,1,9009
"mu_y[259,1]",-0.777,0.174,-1.063,-0.489,1,9088
"mu_y[260,1]",-0.76,0.187,-1.065,-0.449,1,9153
"mu_y[261,1]",-0.756,0.175,-1.041,-0.465,1.001,8414
"mu_y[262,1]",-0.738,0.174,-1.021,-0.45,1.001,8649
"mu_y[263,1]",-0.669,0.205,-1.007,-0.332,1,8953
"mu_y[264,1]",-1.007,0.167,-1.284,-0.736,1,7825
"mu_y[265,1]",-1.01,0.164,-1.279,-0.747,1,8131
"mu_y[266,1]",-1.013,0.166,-1.284,-0.745,1,8304
"mu_y[267,1]",-1.025,0.215,-1.386,-0.681,1,7630
"mu_y[268,1]",-0.696,0.165,-0.968,-0.428,1,5793
"mu_y[269,1]",-0.652,0.156,-0.906,-0.397,1,7483
"mu_y[270,1]",-0.61,0.154,-0.861,-0.356,1,8325
"mu_y[271,1]",-0.525,0.17,-0.802,-0.239,1.001,6494
"mu_y[272,1]",-0.438,0.209,-0.766,-0.075,1,4132
"mu_y[273,1]",-0.736,0.153,-0.985,-0.484,1,8443
"mu_y[274,1]",-0.727,0.149,-0.97,-0.483,1,8462
"mu_y[275,1]",-0.717,0.15,-0.962,-0.47,1,8402
"mu_y[276,1]",-0.698,0.163,-0.966,-0.425,1,8134
"mu_y[277,1]",-0.678,0.19,-0.985,-0.36,1,7842
"mu_y[278,1]",-0.37,0.184,-0.666,-0.064,1.001,7911
"mu_y[279,1]",-0.346,0.18,-0.644,-0.047,1.001,8402
"mu_y[280,1]",-0.321,0.198,-0.651,0.003,1.002,8305
"mu_y[281,1]",-0.823,0.154,-1.078,-0.571,1.001,7513
"mu_y[282,1]",-0.818,0.15,-1.067,-0.575,1.001,7877
"mu_y[283,1]",-0.814,0.151,-1.062,-0.569,1.001,8002
"mu_y[284,1]",-0.805,0.164,-1.076,-0.535,1.001,7947
"mu_y[285,1]",-0.796,0.192,-1.108,-0.48,1,7730
"mu_y[286,1]",-0.386,0.168,-0.659,-0.103,1,6786
"mu_y[287,1]",-0.361,0.161,-0.625,-0.094,1,7925
"mu_y[288,1]",-0.335,0.159,-0.596,-0.075,1,8139
"mu_y[289,1]",-0.275,0.176,-0.56,0.018,1,7768
"mu_y[290,1]",-0.232,0.204,-0.558,0.107,1,6606
"mu_y[291,1]",-0.576,0.162,-0.84,-0.314,1,6549
"mu_y[292,1]",-0.537,0.155,-0.791,-0.285,1,7809
"mu_y[293,1]",-0.499,0.153,-0.751,-0.248,1,8433
"mu_y[294,1]",-0.418,0.17,-0.693,-0.132,1,6854
"mu_y[295,1]",-0.339,0.206,-0.663,0.015,1,4861
"mu_y[296,1]",-0.774,0.166,-1.045,-0.499,1.001,7625
"mu_y[297,1]",-0.765,0.163,-1.03,-0.495,1.001,8075
"mu_y[298,1]",-0.755,0.165,-1.026,-0.481,1,8304
"mu_y[299,1]",-0.736,0.185,-1.043,-0.433,1,7994
"mu_y[300,1]",-0.37,0.19,-0.665,-0.05,1,7076
"mu_y[301,1]",-0.355,0.187,-0.65,-0.041,1,7368
"mu_y[302,1]",-0.339,0.191,-0.641,-0.018,1,7561
"mu_y[303,1]",-0.992,0.163,-1.263,-0.728,1,7277
"mu_y[304,1]",-0.961,0.16,-1.225,-0.699,1,8695
"mu_y[305,1]",-0.927,0.163,-1.194,-0.658,1,8766
"mu_y[306,1]",-0.863,0.186,-1.165,-0.554,1,7502
"mu_y[307,1]",-0.797,0.163,-1.064,-0.527,1,7519
"mu_y[308,1]",-0.795,0.162,-1.061,-0.53,1,7980
"mu_y[309,1]",-0.793,0.165,-1.066,-0.524,1,8355
"mu_y[310,1]",-0.789,0.189,-1.102,-0.482,1,8214
"mu_y[311,1]",-0.35,0.163,-0.608,-0.071,1.001,9193
"mu_y[312,1]",-0.333,0.158,-0.587,-0.065,1,9173
"mu_y[313,1]",-0.316,0.157,-0.568,-0.055,1,9067
"mu_y[314,1]",-0.282,0.168,-0.554,-0.001,1,8810
"mu_y[315,1]",-0.248,0.195,-0.564,0.082,1,8629
"mu_y[316,1]",-0.916,0.165,-1.188,-0.643,1,8689
"mu_y[317,1]",-0.902,0.162,-1.168,-0.634,1,8714
"mu_y[318,1]",-0.873,0.17,-1.153,-0.592,1,8582
"mu_y[319,1]",-0.845,0.193,-1.16,-0.529,1,8284
"mu_y[320,1]",-1.014,0.166,-1.281,-0.742,1.001,4902
"mu_y[321,1]",-1.004,0.158,-1.262,-0.746,1.001,6786
"mu_y[322,1]",-0.995,0.157,-1.253,-0.739,1,7674
"mu_y[323,1]",-0.977,0.17,-1.259,-0.703,1,7148
"mu_y[324,1]",-0.958,0.203,-1.302,-0.635,1,4330
"mu_y[325,1]",-0.93,0.174,-1.217,-0.644,1,7918
"mu_y[326,1]",-0.921,0.173,-1.209,-0.639,1,8002
"mu_y[327,1]",-0.883,0.207,-1.228,-0.549,1,8496
"mu_y[328,1]",-0.884,0.162,-1.155,-0.625,1,6833
"mu_y[329,1]",-0.871,0.157,-1.128,-0.617,1,7134
"mu_y[330,1]",-0.858,0.156,-1.113,-0.601,1,7426
"mu_y[331,1]",-0.832,0.168,-1.105,-0.555,1.001,7646
"mu_y[332,1]",-0.805,0.195,-1.118,-0.485,1.001,7269
"mu_y[333,1]",-0.664,0.154,-0.913,-0.409,1,8656
"mu_y[334,1]",-0.652,0.15,-0.896,-0.408,1,8548
"mu_y[335,1]",-0.641,0.15,-0.889,-0.399,1,8534
"mu_y[336,1]",-0.619,0.163,-0.889,-0.354,1,8386
"mu_y[337,1]",-0.597,0.188,-0.903,-0.287,1,8185
"mu_y[338,1]",-0.545,0.163,-0.808,-0.275,1,8476
"mu_y[339,1]",-0.529,0.161,-0.79,-0.264,1,8469
"mu_y[340,1]",-0.512,0.164,-0.777,-0.243,1,8464
"mu_y[341,1]",-0.479,0.183,-0.775,-0.179,1,8459
"mu_y[342,1]",-0.905,0.162,-1.172,-0.64,1,7886
"mu_y[343,1]",-0.901,0.16,-1.167,-0.639,1,7921
"mu_y[344,1]",-0.893,0.168,-1.174,-0.616,1,7897
"mu_y[345,1]",-0.886,0.191,-1.207,-0.576,1.001,7785
"mu_y[346,1]",-0.477,0.162,-0.74,-0.211,1,7472
"mu_y[347,1]",-0.447,0.156,-0.699,-0.193,1,7764
"mu_y[348,1]",-0.409,0.156,-0.661,-0.155,1,7910
"mu_y[349,1]",-0.354,0.17,-0.627,-0.076,1,7663
"mu_y[350,1]",-0.287,0.204,-0.607,0.054,1,6744
"mu_y[351,1]",-0.989,0.165,-1.26,-0.726,1.001,8471
"mu_y[352,1]",-0.976,0.161,-1.243,-0.714,1,8551
"mu_y[353,1]",-0.967,0.162,-1.235,-0.702,1.001,8546
"mu_y[354,1]",-0.922,0.205,-1.261,-0.591,1,7831
"mu_y[355,1]",-0.613,0.178,-0.901,-0.317,1,8039
"mu_y[356,1]",-0.592,0.177,-0.881,-0.305,1,8285
"mu_y[357,1]",-0.567,0.199,-0.892,-0.248,1,8336
"mu_y[358,1]",-0.71,0.191,-1.02,-0.389,1,8154
"mu_y[359,1]",-0.685,0.2,-1.009,-0.35,1,8555
"mu_y[360,1]",-1.092,0.159,-1.355,-0.831,1,7220
"mu_y[361,1]",-1.093,0.153,-1.347,-0.84,1,7605
"mu_y[362,1]",-1.094,0.153,-1.344,-0.842,1,7772
"mu_y[363,1]",-1.095,0.167,-1.371,-0.825,1,7486
"mu_y[364,1]",-1.096,0.194,-1.423,-0.786,1.001,6763
"mu_y[365,1]",-0.762,0.156,-1.017,-0.5,1,8395
"mu_y[366,1]",-0.76,0.151,-1.01,-0.51,1,8394
"mu_y[367,1]",-0.759,0.151,-1.01,-0.51,1,8404
"mu_y[368,1]",-0.755,0.164,-1.031,-0.488,1,8251
"mu_y[369,1]",-0.752,0.19,-1.072,-0.448,1,8022
"mu_y[370,1]",-0.728,0.179,-1.015,-0.425,1,7814
"mu_y[371,1]",-0.727,0.186,-1.033,-0.423,1,7990
"mu_y[372,1]",-0.726,0.212,-1.081,-0.387,1,7802
"mu_y[373,1]",-0.81,0.166,-1.087,-0.54,1.001,7286
"mu_y[374,1]",-0.801,0.164,-1.074,-0.533,1.001,8548
"mu_y[375,1]",-0.783,0.174,-1.068,-0.499,1.001,8589
"mu_y[376,1]",-0.763,0.204,-1.097,-0.429,1,8071
"mu_y[377,1]",-0.684,0.177,-0.969,-0.39,1,8171
"mu_y[378,1]",-0.67,0.176,-0.954,-0.38,1.001,8741
"mu_y[379,1]",-0.655,0.193,-0.97,-0.338,1.001,8663
"mu_y[380,1]",-0.78,0.179,-1.076,-0.484,1.001,7848
"mu_y[381,1]",-0.79,0.176,-1.081,-0.497,1,8383
"mu_y[382,1]",-0.832,0.214,-1.195,-0.489,1,7295
"mu_y[383,1]",-0.749,0.168,-1.029,-0.48,1.001,6802
"mu_y[384,1]",-0.736,0.164,-1.01,-0.472,1,8132
"mu_y[385,1]",-0.724,0.166,-0.996,-0.453,1,8324
"mu_y[386,1]",-0.701,0.183,-0.999,-0.397,1,7422
"mu_y[387,1]",-0.575,0.159,-0.827,-0.304,1,8238
"mu_y[388,1]",-0.573,0.154,-0.823,-0.319,1,8517
"mu_y[389,1]",-0.572,0.153,-0.823,-0.321,1,8486
"mu_y[390,1]",-0.57,0.167,-0.845,-0.294,1,8376
"mu_y[391,1]",-0.568,0.195,-0.892,-0.251,1,8170
"mu_y[392,1]",-0.335,0.163,-0.601,-0.064,1.001,7431
"mu_y[393,1]",-0.308,0.156,-0.56,-0.049,1,7906
"mu_y[394,1]",-0.289,0.156,-0.542,-0.035,1,8097
"mu_y[395,1]",-0.242,0.17,-0.516,0.041,1,7856
"mu_y[396,1]",-0.194,0.202,-0.513,0.145,1,7098
"mu_y[397,1]",-0.868,0.168,-1.149,-0.598,1,7859
"mu_y[398,1]",-0.838,0.163,-1.109,-0.569,1,8253
"mu_y[399,1]",-0.807,0.164,-1.075,-0.539,1,8446
"mu_y[400,1]",-0.687,0.213,-1.028,-0.327,1,6576
"mu_y[401,1]",-0.975,0.154,-1.233,-0.724,1,8558
"mu_y[402,1]",-0.963,0.15,-1.211,-0.717,1,8629
"mu_y[403,1]",-0.949,0.15,-1.198,-0.703,1,8629
"mu_y[404,1]",-0.921,0.164,-1.19,-0.656,1,8501
"mu_y[405,1]",-0.895,0.19,-1.205,-0.58,1,8347
"mu_y[406,1]",-1.027,0.155,-1.285,-0.777,1.001,8343
"mu_y[407,1]",-1.02,0.151,-1.27,-0.776,1.001,8248
"mu_y[408,1]",-1.014,0.151,-1.262,-0.765,1,8094
"mu_y[409,1]",-1.001,0.164,-1.274,-0.729,1,7841
"mu_y[410,1]",-0.987,0.193,-1.301,-0.673,1,7654
"mu_y[411,1]",-0.755,0.164,-1.026,-0.486,1,8357
"mu_y[412,1]",-0.754,0.162,-1.023,-0.486,1,8505
"mu_y[413,1]",-0.754,0.165,-1.028,-0.481,1,8561
