parameter,mean,sd,q05,q95,rhat,ess
"mu_y[643,2]",7.145,0.242,6.751,7.547,1,7979
"mu_y[644,2]",7.116,0.247,6.714,7.525,1,7959
"mu_y[645,2]",7.062,0.206,6.724,7.396,1,8029
"mu_y[646,2]",7.031,0.203,6.693,7.363,1.001,8072
"mu_y[647,2]",7,0.212,6.644,7.345,1.001,8088
"mu_y[648,2]",9.122,0.242,8.721,9.527,1,7868
"mu_y[649,2]",9.122,0.248,8.714,9.532,1,7892
"mu_y[650,2]",10.363,0.204,10.023,10.699,1.001,7779
"mu_y[651,2]",10.38,0.202,10.043,10.714,1,7802
"mu_y[652,2]",10.405,0.212,10.059,10.755,1,7438
"mu_y[653,2]",8.685,0.185,8.381,8.992,1,7904
"mu_y[654,2]",8.646,0.174,8.357,8.935,1,7965
"mu_y[655,2]",8.604,0.173,8.321,8.89,1,7915
"mu_y[656,2]",8.524,0.205,8.187,8.856,1,7530
"mu_y[657,2]",12.811,0.21,12.464,13.157,1,7637
"mu_y[658,2]",12.871,0.201,12.537,13.201,1.001,7636
"mu_y[659,2]",12.989,0.224,12.618,13.354,1,7709
"mu_y[660,2]",9.993,0.203,9.662,10.33,1,7679
"mu_y[661,2]",10.005,0.199,9.675,10.333,1,7669
"mu_y[662,2]",10.029,0.218,9.672,10.39,1,7793
"mu_y[663,2]",8.649,0.246,8.24,9.054,1,7828
"mu_y[664,2]",8.68,0.253,8.262,9.087,1,7551
"mu_y[665,2]",7.143,0.202,6.817,7.479,1,7708
"mu_y[666,2]",7.03,0.176,6.743,7.32,1,7808
"mu_y[667,2]",6.9,0.183,6.599,7.203,1,7717
"mu_y[668,2]",6.798,0.215,6.445,7.149,1,7581
"mu_y[669,2]",8.215,0.23,7.836,8.595,1,7894
"mu_y[670,2]",8.142,0.204,7.808,8.478,1.001,7753
"mu_y[671,2]",8.103,0.231,7.722,8.49,1.001,7786
"mu_y[672,2]",6.977,0.181,6.676,7.266,1,8458
"mu_y[673,2]",6.94,0.165,6.666,7.205,1,8458
"mu_y[674,2]",6.902,0.157,6.637,7.157,1,8423
"mu_y[675,2]",6.835,0.167,6.557,7.104,1,8209
"mu_y[676,2]",6.766,0.203,6.429,7.096,1,8065
"mu_y[677,2]",7.355,0.205,7.02,7.689,1,8069
"mu_y[678,2]",7.356,0.178,7.063,7.649,1,8022
"mu_y[679,2]",7.356,0.181,7.056,7.653,1,8025
"mu_y[680,2]",7.357,0.217,7.004,7.713,1,8049
"mu_y[681,2]",8.756,0.2,8.427,9.087,1,7454
"mu_y[682,2]",8.754,0.184,8.449,9.059,1,7519
"mu_y[683,2]",8.748,0.185,8.442,9.049,1,7827
"mu_y[684,2]",8.744,0.219,8.38,9.102,1,7880
"mu_y[685,2]",9.225,0.249,8.818,9.639,1,7949
"mu_y[686,2]",9.224,0.254,8.809,9.643,1,7956
"mu_y[687,2]",8.869,0.209,8.529,9.211,1.001,8171
"mu_y[688,2]",8.861,0.199,8.537,9.192,1.001,8125
"mu_y[689,2]",8.853,0.221,8.491,9.223,1,8065
"mu_y[690,2]",11.978,0.268,11.532,12.412,1.001,8206
"mu_y[691,2]",12.23,0.285,11.766,12.693,1,7438
"mu_y[692,2]",7.484,0.204,7.146,7.817,1,8091
"mu_y[693,2]",7.467,0.177,7.175,7.758,1,8112
"mu_y[694,2]",7.449,0.181,7.153,7.748,1,8236
"mu_y[695,2]",7.429,0.219,7.073,7.792,1,8381
"mu_y[696,2]",10.539,0.193,10.224,10.855,1,8075
"mu_y[697,2]",10.55,0.177,10.264,10.841,1,8049
"mu_y[698,2]",10.571,0.177,10.283,10.862,1,7712
"mu_y[699,2]",10.592,0.213,10.243,10.949,1,7534
"mu_y[700,2]",7.899,0.211,7.559,8.248,1,8148
"mu_y[701,2]",7.891,0.201,7.565,8.225,1,8097
"mu_y[702,2]",7.853,0.25,7.439,8.269,1,8178
"mu_y[703,2]",8.053,0.184,7.74,8.347,1,7105
"mu_y[704,2]",8.071,0.166,7.794,8.34,1,7242
"mu_y[705,2]",8.089,0.156,7.832,8.345,1.001,7361
"mu_y[706,2]",8.124,0.168,7.847,8.396,1,7325
"mu_y[707,2]",8.158,0.21,7.818,8.507,1,6951
"mu_y[708,2]",7.504,0.18,7.209,7.806,1,8089
"mu_y[709,2]",7.464,0.166,7.19,7.74,1,8096
"mu_y[710,2]",7.426,0.159,7.163,7.691,1,8107
"mu_y[711,2]",7.351,0.169,7.073,7.627,1,7424
"mu_y[712,2]",7.274,0.206,6.93,7.611,1,7459
"mu_y[713,2]",8.823,0.188,8.515,9.13,1.001,7996
"mu_y[714,2]",8.816,0.176,8.532,9.106,1.001,7880
"mu_y[715,2]",8.801,0.176,8.508,9.086,1,7632
"mu_y[716,2]",8.787,0.206,8.449,9.125,1,7547
"mu_y[717,2]",7.932,0.184,7.628,8.231,1,8180
"mu_y[718,2]",7.908,0.176,7.613,8.194,1,8105
"mu_y[719,2]",7.883,0.176,7.587,8.168,1,7872
"mu_y[720,2]",7.832,0.203,7.494,8.166,1,7498
"mu_y[721,2]",6.391,0.21,6.049,6.741,1,7825
"mu_y[722,2]",6.347,0.202,6.02,6.68,1,7798
"mu_y[723,2]",6.219,0.231,5.844,6.604,1,7825
"mu_y[724,2]",7.078,0.335,6.523,7.619,1,8114
"mu_y[725,2]",7.78,0.24,7.391,8.179,1,8087
"mu_y[726,2]",7.76,0.243,7.364,8.163,1,8024
"mu_y[727,2]",7.09,0.259,6.664,7.515,1,7792
"mu_y[728,2]",6.922,0.277,6.466,7.382,1,7880
"mu_y[729,2]",9.116,0.202,8.789,9.447,1,7989
"mu_y[730,2]",9.106,0.2,8.78,9.434,1,8016
"mu_y[731,2]",9.098,0.209,8.757,9.442,1,7984
"mu_y[732,2]",7.265,0.188,6.96,7.577,1,8101
"mu_y[733,2]",7.249,0.178,6.961,7.542,1,7993
"mu_y[734,2]",7.23,0.179,6.935,7.526,1,7939
"mu_y[735,2]",7.2,0.206,6.863,7.541,1,8011
"mu_y[736,2]",8.135,0.189,7.822,8.446,1,8174
"mu_y[737,2]",8.121,0.178,7.826,8.414,1,8149
"mu_y[738,2]",8.102,0.179,7.808,8.399,1,8174
"mu_y[739,2]",8.082,0.202,7.753,8.414,1,8281
"mu_y[740,2]",6.257,0.192,5.941,6.569,1,7976
"mu_y[741,2]",6.211,0.178,5.918,6.499,1,7966
"mu_y[742,2]",6.126,0.179,5.833,6.417,1,7950
"mu_y[743,2]",6.035,0.215,5.686,6.384,1,7944
"mu_y[744,2]",10.025,0.179,9.731,10.325,1,8157
"mu_y[745,2]",9.967,0.167,9.692,10.247,1,8039
"mu_y[746,2]",9.911,0.162,9.643,10.183,1,7895
"mu_y[747,2]",9.81,0.169,9.529,10.092,1.001,7742
"mu_y[748,2]",9.71,0.195,9.383,10.032,1,7455
"mu_y[749,2]",5.592,0.176,5.302,5.881,1,7235
"mu_y[750,2]",5.506,0.165,5.236,5.773,1,7140
"mu_y[751,2]",5.435,0.161,5.173,5.695,1,6953
"mu_y[752,2]",5.28,0.168,5.005,5.556,1,6965
"mu_y[753,2]",5.153,0.19,4.84,5.465,1,7198
"mu_y[754,2]",6.697,0.21,6.352,7.043,1,8061
"mu_y[755,2]",6.651,0.209,6.31,6.992,1,8036
"mu_y[756,2]",6.583,0.215,6.23,6.937,1,8004
"mu_y[757,2]",9.417,0.193,9.1,9.736,1,7603
"mu_y[758,2]",9.31,0.182,9.011,9.612,1,7939
"mu_y[759,2]",9.258,0.183,8.961,9.558,1,8065
"mu_y[760,2]",9.103,0.204,8.769,9.437,1,7955
"mu_y[761,2]",9.052,0.165,8.778,9.322,1,8027
"mu_y[762,2]",9.023,0.155,8.764,9.275,1,8094
"mu_y[763,2]",8.988,0.148,8.744,9.232,1,8180
"mu_y[764,2]",8.95,0.148,8.708,9.193,1,8269
"mu_y[765,2]",8.915,0.155,8.66,9.172,1,8307
"mu_y[766,2]",8.864,0.176,8.579,9.153,1,8302
"mu_y[767,2]",7.23,0.166,6.962,7.508,1,7512
"mu_y[768,2]",7.188,0.155,6.939,7.45,1,7608
"mu_y[769,2]",7.138,0.149,6.896,7.385,1,7799
"mu_y[770,2]",7.112,0.149,6.871,7.36,1,7911
"mu_y[771,2]",7.072,0.154,6.822,7.329,1,8093
"mu_y[772,2]",6.996,0.178,6.707,7.288,1,8303
"mu_y[773,2]",8.247,0.185,7.941,8.556,1,7907
"mu_y[774,2]",8.2,0.182,7.902,8.499,1,7860
"mu_y[775,2]",8.153,0.184,7.853,8.456,1,7861
"mu_y[776,2]",8.104,0.192,7.791,8.422,1,7921
"mu_y[777,2]",7.275,0.21,6.932,7.623,1.001,7652
"mu_y[778,2]",7.198,0.21,6.859,7.548,1.001,7756
"mu_y[779,2]",7.16,0.213,6.816,7.518,1,7833
"mu_y[780,2]",6.022,0.219,5.655,6.379,1,8108
"mu_y[781,2]",5.941,0.212,5.592,6.285,1,8032
"mu_y[782,2]",5.856,0.225,5.482,6.23,1,7999
"mu_y[783,2]",7.636,0.171,7.353,7.917,1,7968
"mu_y[784,2]",7.61,0.162,7.34,7.877,1,8007
"mu_y[785,2]",7.583,0.161,7.316,7.848,1,8049
"mu_y[786,2]",7.561,0.165,7.287,7.831,1,8073
"mu_y[787,2]",7.535,0.176,7.244,7.823,1.001,8089
"mu_y[788,2]",7.853,0.176,7.566,8.147,1,8213
"mu_y[789,2]",7.799,0.168,7.525,8.076,1,8140
"mu_y[790,2]",7.744,0.165,7.477,8.02,1,8047
"mu_y[791,2]",7.689,0.169,7.412,7.971,1,7901
"mu_y[792,2]",7.64,0.178,7.347,7.934,1,7775
"mu_y[793,2]",7.639,0.173,7.353,7.918,1,8417
"mu_y[794,2]",7.617,0.163,7.348,7.883,1,8544
"mu_y[795,2]",7.597,0.159,7.336,7.859,1,8594
"mu_y[796,2]",7.575,0.163,7.307,7.844,1,8541
"mu_y[797,2]",7.527,0.193,7.212,7.848,1,8181
"mu_y[798,2]",9.209,0.175,8.92,9.493,1,8047
"mu_y[799,2]",9.214,0.165,8.942,9.482,1,7993
"mu_y[800,2]",9.218,0.163,8.952,9.484,1.001,7922
"mu_y[801,2]",9.222,0.168,8.949,9.496,1.001,7855
"mu_y[802,2]",9.227,0.18,8.934,9.522,1,7807
"mu_y[803,2]",10.283,0.213,9.932,10.631,1,8534
"mu_y[804,2]",10.265,0.208,9.92,10.607,1,8448
"mu_y[805,2]",10.218,0.226,9.846,10.591,1,8162
"mu_y[806,2]",8.438,0.199,8.114,8.768,1,7718
"mu_y[807,2]",8.388,0.183,8.092,8.696,1,7651
"mu_y[808,2]",8.338,0.186,8.039,8.649,1,7651
"mu_y[809,2]",8.29,0.206,7.959,8.635,1,7734
"mu_y[810,2]",6.03,0.213,5.683,6.38,1,8098
"mu_y[811,2]",5.938,0.211,5.596,6.287,1,8137
"mu_y[812,2]",5.851,0.218,5.5,6.21,1,8158
"mu_y[813,2]",4.805,0.257,4.381,5.23,1.001,7690
"mu_y[814,2]",4.499,0.265,4.061,4.933,1,8007
"mu_y[815,2]",6.486,0.215,6.133,6.836,1,8450
"mu_y[816,2]",6.41,0.212,6.067,6.761,1,8467
"mu_y[817,2]",6.275,0.222,5.912,6.64,1,8470
"mu_y[818,2]",7.612,0.166,7.341,7.887,1,8027
"mu_y[819,2]",7.548,0.156,7.289,7.807,1,8102
"mu_y[820,2]",7.484,0.151,7.235,7.733,1,8178
"mu_y[821,2]",7.421,0.152,7.171,7.672,1,8233
"mu_y[822,2]",7.358,0.158,7.103,7.618,1.001,8263
"mu_y[823,2]",7.228,0.183,6.93,7.529,1.001,8197
"mu_y[824,2]",5.635,0.172,5.354,5.918,1,8237
"mu_y[825,2]",5.56,0.164,5.294,5.833,1,8229
"mu_y[826,2]",5.475,0.162,5.21,5.745,1,8199
"mu_y[827,2]",5.409,0.167,5.134,5.686,1,8163
"mu_y[828,2]",5.346,0.176,5.056,5.634,1,8125
"mu_y[829,2]",9.732,0.188,9.425,10.04,1,8115
"mu_y[830,2]",9.693,0.182,9.394,9.994,1,8002
"mu_y[831,2]",9.655,0.183,9.356,9.956,1,7983
"mu_y[832,2]",9.581,0.2,9.253,9.914,1,7922
"mu_y[833,2]",5.836,0.174,5.55,6.122,1,8259
"mu_y[834,2]",5.757,0.165,5.485,6.027,1,8186
"mu_y[835,2]",5.681,0.163,5.412,5.951,1,8103
"mu_y[836,2]",5.607,0.168,5.328,5.88,1,8027
"mu_y[837,2]",5.534,0.178,5.24,5.826,1.001,7933
"mu_y[838,2]",7.705,0.193,7.386,8.023,1,7922
"mu_y[839,2]",7.649,0.185,7.344,7.953,1,7826
"mu_y[840,2]",7.559,0.188,7.252,7.867,1,7621
"mu_y[841,2]",7.518,0.197,7.196,7.838,1,7556
"mu_y[842,2]",7.955,0.255,7.536,8.378,1,8136
"mu_y[843,2]",7.852,0.26,7.423,8.281,1.001,8204
"mu_y[844,2]",7.099,0.172,6.82,7.382,1.001,7933
"mu_y[845,2]",7.06,0.165,6.788,7.331,1.001,7928
"mu_y[846,2]",7.015,0.163,6.744,7.28,1.001,8000
"mu_y[847,2]",6.972,0.168,6.699,7.244,1.001,7986
"mu_y[848,2]",6.933,0.177,6.647,7.221,1.001,8038
"mu_y[849,2]",9.632,0.171,9.346,9.915,1,7492
"mu_y[850,2]",9.615,0.165,9.343,9.885,1,7581
"mu_y[851,2]",9.589,0.162,9.318,9.855,1,7748
"mu_y[852,2]",9.569,0.166,9.292,9.84,1,7850
"mu_y[853,2]",9.526,0.189,9.213,9.838,1.001,8020
"mu_y[854,2]",7.855,0.209,7.505,8.195,1,7993
"mu_y[855,2]",7.809,0.209,7.461,8.15,1,7966
"mu_y[856,2]",7.762,0.214,7.407,8.115,1,7949
"mu_y[857,2]",8.744,0.166,8.468,9.016,1,8386
"mu_y[858,2]",8.697,0.155,8.437,8.949,1,8363
"mu_y[859,2]",8.652,0.151,8.401,8.896,1,8294
"mu_y[860,2]",8.607,0.151,8.356,8.853,1,8199
"mu_y[861,2]",8.563,0.157,8.302,8.819,1,8087
"mu_y[862,2]",8.481,0.18,8.185,8.781,1,7925
"mu_y[863,2]",6.235,0.173,5.95,6.516,1,8248
"mu_y[864,2]",6.18,0.166,5.907,6.453,1.001,8288
"mu_y[865,2]",6.116,0.164,5.849,6.382,1,8337
"mu_y[866,2]",6.053,0.168,5.778,6.328,1,8364
"mu_y[867,2]",5.982,0.179,5.692,6.276,1,8377
"mu_y[868,2]",5.417,0.181,5.119,5.712,1,7963
"mu_y[869,2]",5.391,0.17,5.114,5.669,1.001,8167
"mu_y[870,2]",5.362,0.165,5.094,5.637,1,8344
"mu_y[871,2]",5.335,0.169,5.062,5.617,1,8395
"mu_y[872,2]",5.282,0.196,4.967,5.609,1,8255
"mu_y[873,2]",4.066,0.187,3.759,4.373,1,8048
"mu_y[874,2]",3.973,0.182,3.68,4.273,1,8185
"mu_y[875,2]",3.89,0.183,3.594,4.193,1,8231
"mu_y[876,2]",3.795,0.192,3.479,4.113,1,8196
"mu_y[877,2]",7.302,0.188,6.993,7.611,1,7927
"mu_y[878,2]",7.245,0.182,6.945,7.549,1,7994
"mu_y[879,2]",7.184,0.183,6.884,7.488,1,8010
"mu_y[880,2]",7.126,0.19,6.814,7.442,1,8049
"mu_y[881,2]",5.685,0.19,5.37,5.994,1.001,7606
"mu_y[882,2]",5.603,0.185,5.294,5.905,1,7547
"mu_y[883,2]",5.522,0.187,5.211,5.825,1,7511
"mu_y[884,2]",5.443,0.195,5.121,5.759,1,7568
"mu_y[885,2]",4.852,0.164,4.583,5.117,1,7737
"mu_y[886,2]",4.779,0.153,4.529,5.029,1,7710
"mu_y[887,2]",4.705,0.147,4.466,4.946,1,7709
"mu_y[888,2]",4.634,0.146,4.393,4.873,1,7822
"mu_y[889,2]",4.555,0.152,4.304,4.802,1,7832
"mu_y[890,2]",4.406,0.179,4.108,4.7,1,7880
"mu_y[891,2]",6.923,0.178,6.624,7.21,1,8180
"mu_y[892,2]",6.862,0.17,6.575,7.136,1,8195
"mu_y[893,2]",6.791,0.165,6.514,7.06,1,8209
"mu_y[894,2]",6.657,0.171,6.373,6.936,1,8216
"mu_y[895,2]",6.523,0.195,6.196,6.838,1,8225
"mu_y[896,2]",6.619,0.165,6.35,6.891,1,7424
"mu_y[897,2]",6.537,0.154,6.284,6.79,1,7522
"mu_y[898,2]",6.461,0.149,6.215,6.708,1,7645
"mu_y[899,2]",6.368,0.149,6.122,6.611,1,7806
"mu_y[900,2]",6.296,0.155,6.041,6.549,1,7902
"mu_y[901,2]",6.136,0.18,5.837,6.43,1.001,7849
"mu_y[902,2]",8.257,0.167,7.985,8.531,1,8031
"mu_y[903,2]",8.242,0.156,7.986,8.5,1,7990
"mu_y[904,2]",8.226,0.15,7.982,8.476,1,7924
"mu_y[905,2]",8.21,0.151,7.967,8.46,1,7855
"mu_y[906,2]",8.196,0.156,7.945,8.454,1.001,7800
"mu_y[907,2]",8.163,0.185,7.863,8.472,1.001,7720
"mu_y[908,2]",9.3,0.173,9.02,9.583,1,8109
"mu_y[909,2]",9.252,0.164,8.98,9.518,1,8014
"mu_y[910,2]",9.202,0.162,8.937,9.466,1,7943
"mu_y[911,2]",9.153,0.166,8.876,9.429,1,7912
"mu_y[912,2]",9.109,0.175,8.816,9.397,1,7922
"mu_y[913,2]",7.855,0.21,7.509,8.198,1,8142
"mu_y[914,2]",7.798,0.209,7.454,8.138,1,8094
"mu_y[915,2]",7.74,0.214,7.385,8.086,1,8053
"mu_y[916,2]",10.131,0.172,9.849,10.412,1,8217
"mu_y[917,2]",10.112,0.163,9.843,10.382,1,8208
"mu_y[918,2]",10.088,0.161,9.824,10.354,1,8198
"mu_y[919,2]",10.07,0.166,9.799,10.342,1,8204
"mu_y[920,2]",10.049,0.177,9.758,10.341,1,8215
"mu_y[921,2]",7.412,0.183,7.112,7.715,1,7527
"mu_y[922,2]",7.345,0.178,7.053,7.637,1,7387
"mu_y[923,2]",7.271,0.181,6.975,7.564,1,7250
"mu_y[924,2]",7.203,0.19,6.893,7.512,1,7258
"mu_y[925,2]",8.959,0.174,8.668,9.24,1,7917
"mu_y[926,2]",8.956,0.165,8.685,9.223,1,7990
"mu_y[927,2]",8.952,0.163,8.685,9.218,1,8001
"mu_y[928,2]",8.948,0.169,8.672,9.228,1.001,7914
"mu_y[929,2]",8.945,0.18,8.651,9.244,1.001,7785
"mu_y[930,2]",5.177,0.187,4.871,5.484,1,7948
"mu_y[931,2]",5.115,0.183,4.816,5.417,1,7951
"mu_y[932,2]",5.034,0.185,4.728,5.34,1,7986
"mu_y[933,2]",4.969,0.193,4.651,5.284,1,8044
"mu_y[934,2]",9.169,0.188,8.859,9.479,1,7795
"mu_y[935,2]",9.129,0.184,8.825,9.431,1,7837
"mu_y[936,2]",9.084,0.185,8.778,9.386,1.001,7914
"mu_y[937,2]",9.043,0.193,8.722,9.356,1,7986
"mu_y[938,2]",4.98,0.252,4.57,5.403,1,8335
"mu_y[939,2]",4.905,0.254,4.495,5.334,1,8257
"mu_y[940,2]",4.738,0.208,4.4,5.084,1,8129
"mu_y[941,2]",4.64,0.206,4.303,4.982,1,8057
"mu_y[942,2]",4.513,0.214,4.162,4.865,1,8009
"mu_y[943,2]",7.786,0.187,7.476,8.096,1.001,7908
"mu_y[944,2]",7.734,0.181,7.436,8.032,1.001,8013
"mu_y[945,2]",7.677,0.181,7.38,7.972,1.001,8149
"mu_y[946,2]",7.555,0.201,7.226,7.883,1.001,8371
"mu_y[947,2]",7.093,0.254,6.679,7.503,1,7435
"mu_y[948,2]",6.995,0.258,6.574,7.417,1,7748
"mu_y[949,2]",8.699,0.188,8.39,9.012,1.001,7706
"mu_y[950,2]",8.66,0.183,8.357,8.961,1,7607
"mu_y[951,2]",8.622,0.183,8.321,8.921,1,7571
"mu_y[952,2]",8.546,0.2,8.217,8.872,1,7619
"mu_y[953,2]",8.733,0.193,8.419,9.053,1,7473
"mu_y[954,2]",8.664,0.183,8.366,8.968,1,7330
"mu_y[955,2]",8.629,0.186,8.325,8.936,1,7268
"mu_y[956,2]",8.586,0.197,8.262,8.907,1,7248
"mu_y[957,2]",10.131,0.196,9.812,10.452,1,7363
"mu_y[958,2]",10.13,0.181,9.838,10.431,1,7407
"mu_y[959,2]",10.129,0.185,9.831,10.435,1,7442
"mu_y[960,2]",10.129,0.196,9.807,10.452,1,7466
"mu_y[961,2]",8.644,0.166,8.373,8.915,1,8152
"mu_y[962,2]",8.595,0.151,8.348,8.848,1,8126
"mu_y[963,2]",8.57,0.147,8.329,8.818,1,8124
"mu_y[964,2]",8.524,0.147,8.286,8.77,1,8103
"mu_y[965,2]",8.501,0.151,8.257,8.753,1,8111
"mu_y[966,2]",8.43,0.175,8.15,8.72,1,8160
"mu_y[967,2]",8.083,0.211,7.735,8.431,1,8033
"mu_y[968,2]",8.047,0.209,7.704,8.391,1,7953
"mu_y[969,2]",8.001,0.215,7.654,8.354,1,7878
"mu_y[970,2]",5.314,0.212,4.964,5.661,1,8239
"mu_y[971,2]",5.245,0.211,4.899,5.591,1,8193
"mu_y[972,2]",5.147,0.218,4.782,5.508,1,8138
"mu_y[973,2]",5.572,0.214,5.221,5.92,1,7649
"mu_y[974,2]",5.504,0.211,5.156,5.849,1,7696
"mu_y[975,2]",5.386,0.223,5.019,5.75,1.001,7903
"mu_y[976,2]",5.931,0.215,5.575,6.285,1,8141
"mu_y[977,2]",5.77,0.212,5.424,6.123,1,7970
"mu_y[978,2]",5.69,0.219,5.333,6.054,1,7918
"mu_y[979,2]",8.44,0.176,8.148,8.728,1,8190
"mu_y[980,2]",8.382,0.166,8.105,8.649,1,8121
"mu_y[981,2]",8.363,0.165,8.086,8.631,1,8105
"mu_y[982,2]",8.322,0.169,8.04,8.596,1.001,8095
"mu_y[983,2]",8.285,0.178,7.991,8.573,1.001,8106
"mu_y[984,2]",7.92,0.177,7.632,8.214,1,7745
"mu_y[985,2]",7.837,0.167,7.563,8.112,1,7714
"mu_y[986,2]",7.742,0.164,7.47,8.014,1,7698
"mu_y[987,2]",7.655,0.167,7.38,7.933,1,7699
"mu_y[988,2]",7.474,0.191,7.157,7.792,1,7747
"mu_y[989,2]",6.528,0.187,6.221,6.835,1,7380
"mu_y[990,2]",6.448,0.183,6.15,6.75,1,7330
"mu_y[991,2]",6.364,0.185,6.059,6.668,1,7285
"mu_y[992,2]",6.287,0.193,5.968,6.603,1,7387
"mu_y[993,2]",5.294,0.188,4.989,5.603,1,8083
"mu_y[994,2]",5.218,0.184,4.919,5.523,1,8000
"mu_y[995,2]",5.093,0.187,4.787,5.397,1,7836
"mu_y[996,2]",5.004,0.196,4.682,5.326,1,7724
"mu_y[997,2]",6.192,0.21,5.846,6.535,1,7874
"mu_y[998,2]",6.139,0.209,5.794,6.482,1,7921
"mu_y[999,2]",6.089,0.214,5.736,6.442,1,7976
"mu_y[1000,2]",5.86,0.213,5.511,6.218,1.001,7746
"mu_y[1001,2]",5.771,0.213,5.422,6.129,1.001,7828
"mu_y[1002,2]",5.695,0.218,5.334,6.055,1,7910
"mu_y[1003,2]",8.907,0.185,8.607,9.216,1,7920
"mu_y[1004,2]",8.884,0.18,8.593,9.188,1,7906
"mu_y[1005,2]",8.863,0.182,8.567,9.169,1,7783
"mu_y[1006,2]",8.842,0.19,8.532,9.155,1,7726
"mu_y[1007,2]",4.505,0.208,4.165,4.843,1,8129
"mu_y[1008,2]",4.415,0.205,4.078,4.75,1,8204
"mu_y[1009,2]",4.242,0.216,3.886,4.591,1,8256
"mu_y[1010,2]",6.012,0.175,5.731,6.3,1,8199
"mu_y[1011,2]",5.927,0.166,5.657,6.2,1,8309
"mu_y[1012,2]",5.83,0.163,5.561,6.098,1,8347
"mu_y[1013,2]",5.709,0.17,5.43,5.987,1.001,8296
"mu_y[1014,2]",5.633,0.179,5.336,5.926,1.001,8226
"mu_y[1015,2]",8.178,0.174,7.89,8.463,1,8313
"mu_y[1016,2]",8.127,0.165,7.852,8.4,1,8296
"mu_y[1017,2]",8.085,0.163,7.815,8.356,1,8266
"mu_y[1018,2]",8.039,0.166,7.765,8.308,1,7936
"mu_y[1019,2]",7.942,0.187,7.635,8.25,1,7577
"mu_y[1020,2]",6.518,0.171,6.236,6.793,1,7888
"mu_y[1021,2]",6.468,0.164,6.203,6.736,1,7787
"mu_y[1022,2]",6.409,0.161,6.15,6.675,1,7711
"mu_y[1023,2]",6.359,0.163,6.094,6.629,1,7683
"mu_y[1024,2]",6.189,0.197,5.867,6.517,1,7746
"mu_y[1025,2]",8.577,0.259,8.147,9.004,1,8022
"mu_y[1026,2]",8.337,0.266,7.904,8.775,1,8013
"mu_y[1027,2]",8.295,0.173,8.011,8.578,1.001,7975
"mu_y[1028,2]",8.266,0.162,8.001,8.534,1,7992
"mu_y[1029,2]",8.247,0.159,7.983,8.509,1,8020
"mu_y[1030,2]",8.224,0.162,7.953,8.487,1,8064
"mu_y[1031,2]",8.175,0.184,7.874,8.48,1,8157
"mu_y[1032,2]",8.429,0.181,8.138,8.728,1,8093
"mu_y[1033,2]",8.392,0.171,8.115,8.672,1,8150
"mu_y[1034,2]",8.355,0.165,8.087,8.631,1,8208
"mu_y[1035,2]",8.284,0.17,8.003,8.569,1,8269
"mu_y[1036,2]",8.207,0.196,7.889,8.539,1,8334
"mu_y[1037,2]",7.478,0.351,6.898,8.05,1,7995
"mu_y[1038,2]",8.928,0.213,8.58,9.272,1,8080
"mu_y[1039,2]",8.876,0.211,8.524,9.221,1,8092
"mu_y[1040,2]",8.85,0.218,8.485,9.205,1,8065
"mu_y[1041,2]",8.865,0.208,8.523,9.21,1,7785
"mu_y[1042,2]",8.829,0.207,8.49,9.17,1,7784
"mu_y[1043,2]",8.79,0.212,8.444,9.141,1,7817
"mu_y[1044,2]",8.473,0.253,8.056,8.888,1,8140
"mu_y[1045,2]",8.418,0.256,7.998,8.84,1,8105
"mu_y[1046,2]",7.162,0.196,6.842,7.485,1,8255
"mu_y[1047,2]",7.033,0.185,6.733,7.337,1,8179
"mu_y[1048,2]",6.981,0.188,6.675,7.288,1,8093
"mu_y[1049,2]",6.926,0.195,6.609,7.243,1,8026
"mu_y[1050,2]",4.554,0.176,4.264,4.843,1.001,7769
"mu_y[1051,2]",4.422,0.164,4.15,4.691,1.001,7908
"mu_y[1052,2]",4.323,0.162,4.058,4.588,1.001,7880
"mu_y[1053,2]",4.169,0.168,3.894,4.44,1,7697
"mu_y[1054,2]",4.049,0.181,3.749,4.338,1,7520
"mu_y[1055,2]",6.3,0.183,6,6.606,1,7888
"mu_y[1056,2]",6.227,0.179,5.933,6.526,1,7880
"mu_y[1057,2]",6.158,0.181,5.86,6.457,1,7844
"mu_y[1058,2]",6.075,0.19,5.766,6.389,1,7770
"mu_y[1059,2]",6.69,0.259,6.263,7.123,1,8130
"mu_y[1060,2]",6.555,0.266,6.12,6.992,1,8062
"mu_y[1061,2]",8.535,0.171,8.253,8.816,1,7894
"mu_y[1062,2]",8.5,0.164,8.228,8.766,1,7852
"mu_y[1063,2]",8.465,0.162,8.196,8.727,1,7839
"mu_y[1064,2]",8.424,0.167,8.148,8.695,1,7853
"mu_y[1065,2]",8.387,0.177,8.094,8.675,1,7884
"mu_y[1066,2]",3.146,0.193,2.831,3.46,1,8200
"mu_y[1067,2]",3.011,0.183,2.714,3.316,1,8136
"mu_y[1068,2]",2.93,0.183,2.633,3.231,1,8107
"mu_y[1069,2]",2.722,0.203,2.392,3.055,1,8089
"mu_y[1070,2]",2.851,0.185,2.543,3.155,1,7853
"mu_y[1071,2]",2.749,0.173,2.461,3.031,1,7838
"mu_y[1072,2]",2.529,0.164,2.258,2.802,1,7877
"mu_y[1073,2]",2.412,0.17,2.129,2.695,1,7949
