parameter,mean,sd,q05,q95,rhat,ess
"z[362,1]",0.712,0.561,-0.213,1.625,1,9311
"z[363,1]",1.296,0.5,0.487,2.123,1,8686
"z[364,1]",-0.446,0.561,-1.374,0.485,1,9008
"z[365,1]",-1.007,0.467,-1.773,-0.248,1,8252
"z[366,1]",0.422,0.539,-0.481,1.289,1,4514
"z[367,1]",-0.107,0.459,-0.86,0.659,1,7700
"z[368,1]",0.065,0.507,-0.761,0.877,1,8137
"z[369,1]",-1.126,0.457,-1.869,-0.368,1,8249
"z[370,1]",-0.333,0.499,-1.145,0.497,1,8625
"z[371,1]",-0.066,0.472,-0.852,0.697,1,6992
"z[372,1]",0.158,0.734,-1.04,1.346,1,9198
"z[373,1]",-0.648,0.488,-1.462,0.143,1,8122
"z[374,1]",-0.53,0.458,-1.279,0.216,1,8249
"z[375,1]",-0.008,0.473,-0.794,0.762,1,8039
"z[376,1]",0.119,0.491,-0.685,0.937,1,8160
"z[377,1]",0.831,0.481,0.036,1.607,1,8534
"z[378,1]",0.589,0.513,-0.246,1.425,1,7475
"z[379,1]",-1.237,0.485,-2.028,-0.442,1.001,7168
"z[380,1]",-0.996,0.495,-1.798,-0.175,1.001,7093
"z[381,1]",-1.158,0.518,-2.017,-0.319,1,6426
"z[382,1]",0.351,0.487,-0.441,1.168,1,6793
"z[383,1]",1.026,0.476,0.247,1.821,1,7145
"z[384,1]",-0.515,0.497,-1.341,0.302,1,7709
"z[385,1]",-0.883,0.492,-1.69,-0.089,1.001,7912
"z[386,1]",-0.891,0.463,-1.646,-0.128,1,8315
"z[387,1]",0.282,0.46,-0.488,1.029,1,7341
"z[388,1]",1.582,0.509,0.747,2.423,1.001,8276
"z[389,1]",-1.066,0.466,-1.85,-0.321,1,6777
"z[390,1]",-0.8,0.471,-1.589,-0.022,1,8206
"z[391,1]",-0.665,0.489,-1.458,0.139,1,6832
"z[392,1]",-0.201,0.474,-0.98,0.575,1,7689
"z[393,1]",-1.366,0.46,-2.135,-0.608,1,7915
"z[394,1]",1.507,0.461,0.742,2.253,1,8142
"z[395,1]",-0.243,0.557,-1.159,0.675,1.001,7848
"z[396,1]",0.955,0.498,0.129,1.778,1.001,7153
"z[397,1]",-0.21,0.508,-1.041,0.629,1,8230
"z[398,1]",-0.339,0.496,-1.174,0.464,1,8968
"z[399,1]",1.899,0.563,0.968,2.816,1,8754
"z[400,1]",-0.788,0.497,-1.613,0.029,1.001,7449
"z[401,1]",1.644,0.559,0.729,2.559,1,8896
"z[402,1]",-1.336,0.479,-2.132,-0.553,1,8750
"z[403,1]",-0.666,0.563,-1.592,0.258,1,8227
"z[404,1]",0.398,0.513,-0.455,1.224,1,6801
"z[405,1]",-0.599,0.517,-1.453,0.251,1,7546
"z[406,1]",0.622,0.478,-0.151,1.418,1,7025
"z[407,1]",0.133,0.572,-0.81,1.089,1,7512
"z[408,1]",-0.605,0.497,-1.419,0.208,1,8858
"z[409,1]",-1.312,0.497,-2.127,-0.501,1,8887
"z[410,1]",-0.371,0.518,-1.22,0.475,1,8220
"z[411,1]",0.454,0.561,-0.476,1.38,1,8734
"z[412,1]",0.056,0.542,-0.827,0.958,1,8368
"z[413,1]",-0.659,0.56,-1.569,0.267,1,8726
"z[414,1]",-0.194,0.466,-0.962,0.573,1,7739
"z[415,1]",-0.215,0.571,-1.149,0.727,1,8665
"z[416,1]",0.126,0.467,-0.635,0.904,1,7507
"z[417,1]",-1.33,0.467,-2.113,-0.568,1.001,6142
"z[418,1]",-0.355,0.471,-1.125,0.412,1,8556
"z[419,1]",-0.897,0.515,-1.732,-0.048,1,7725
"z[420,1]",1.123,0.55,0.216,2.033,1,9353
"z[421,1]",0.235,0.502,-0.586,1.064,1,8502
"z[422,1]",0.607,0.466,-0.158,1.376,1,7427
"z[423,1]",0.448,0.459,-0.318,1.202,1,7942
"z[424,1]",0.788,0.46,0.036,1.54,1,7173
"z[425,1]",-0.43,0.453,-1.171,0.313,1,7389
"z[426,1]",0.725,0.48,-0.08,1.509,1,6849
"z[427,1]",0.253,0.499,-0.565,1.072,1,8184
"z[428,1]",1.763,0.564,0.832,2.701,1,8232
"z[429,1]",-1.033,0.499,-1.858,-0.223,1.001,6757
"z[430,1]",-0.776,0.465,-1.531,-0.002,1,8100
"z[431,1]",0.111,0.561,-0.814,1.031,1,9238
"z[432,1]",-0.094,0.476,-0.867,0.694,1,6622
"z[433,1]",0.812,0.496,-0.004,1.619,1,8501
"z[434,1]",0.249,0.463,-0.522,1,1.001,6628
"z[435,1]",0.121,0.568,-0.805,1.06,1,9078
"z[436,1]",0.735,0.477,-0.053,1.516,1.001,8460
"z[437,1]",-0.178,0.48,-0.98,0.614,1.001,7696
"z[438,1]",-0.631,0.472,-1.412,0.132,1,7882
"z[439,1]",-0.203,0.544,-1.083,0.707,1,5771
"z[440,1]",-0.115,0.501,-0.937,0.708,1,8692
"z[441,1]",-0.516,0.502,-1.342,0.299,1,8430
"z[442,1]",-1.019,0.57,-1.957,-0.072,1.001,8370
"z[443,1]",2.223,0.567,1.291,3.151,1,8894
"z[444,1]",-0.606,0.489,-1.404,0.199,1,8900
"z[445,1]",-1.429,0.475,-2.217,-0.653,1,6813
"z[446,1]",-0.478,0.496,-1.29,0.335,1.001,8396
"z[447,1]",-0.693,0.481,-1.495,0.082,1,8371
"z[448,1]",0.182,0.53,-0.687,1.061,1,8163
"z[449,1]",0.301,0.506,-0.53,1.151,1,6650
"z[450,1]",-0.444,0.573,-1.392,0.483,1,8928
"z[451,1]",0.637,0.453,-0.096,1.386,1,8431
"z[452,1]",0.425,0.493,-0.391,1.225,1.001,7329
"z[453,1]",-0.042,0.503,-0.872,0.783,1,9124
"z[454,1]",1.851,0.542,0.953,2.741,1.001,4197
"z[455,1]",-0.464,0.48,-1.253,0.321,1,7720
"z[456,1]",-0.876,0.478,-1.68,-0.113,1,6261
"z[457,1]",-1.166,0.486,-1.965,-0.385,1,6846
"z[458,1]",-0.701,0.461,-1.469,0.047,1,7955
"z[459,1]",-1.345,0.547,-2.249,-0.442,1,8992
"z[460,1]",-0.325,0.52,-1.181,0.537,1,7965
"z[461,1]",-0.216,0.471,-0.994,0.56,1,7560
"z[462,1]",-0.773,0.46,-1.52,-0.03,1,7883
"z[463,1]",-0.185,0.532,-1.055,0.688,1,8120
"z[464,1]",1.294,0.48,0.497,2.076,1,7809
"z[465,1]",0.015,0.519,-0.843,0.865,1,7427
"z[466,1]",-0.795,0.502,-1.628,0.042,1,8293
"z[467,1]",-0.238,0.462,-0.998,0.54,1,6885
"z[468,1]",-0.54,0.484,-1.349,0.267,1,8227
"z[469,1]",1.186,0.505,0.368,2.022,1.001,7199
"z[470,1]",0.991,0.567,0.06,1.919,1.001,8917
"z[471,1]",0.204,0.492,-0.599,1.025,1,8964
"z[472,1]",0.902,0.56,-0.016,1.827,1.001,8493
"z[473,1]",0.664,0.563,-0.259,1.58,1,8787
"z[474,1]",-1.299,0.56,-2.225,-0.381,1.001,8010
"z[475,1]",-1.1,0.528,-1.965,-0.223,1.001,7809
"z[476,1]",2.571,0.536,1.67,3.453,1,5564
"z[477,1]",-0.578,0.559,-1.504,0.332,1,8186
"z[478,1]",-0.048,0.511,-0.889,0.778,1,8329
"z[479,1]",0.35,0.508,-0.483,1.19,1,7639
"z[480,1]",-0.834,0.478,-1.627,-0.045,1,7970
"z[481,1]",-0.739,0.531,-1.614,0.133,1,5683
"z[482,1]",-1.04,0.481,-1.842,-0.257,1.001,6824
"z[483,1]",-1.085,0.462,-1.84,-0.316,1,7668
"z[484,1]",-0.469,0.463,-1.247,0.286,1.001,4598
"z[485,1]",0.926,0.561,0.01,1.842,1,9350
"z[486,1]",-0.274,0.582,-1.232,0.679,1,8549
"z[487,1]",1.794,0.472,1.022,2.567,1.001,8516
"z[488,1]",0.814,0.497,-0.012,1.627,1.001,6105
"z[489,1]",-0.924,0.589,-1.879,0.056,1,7980
"z[490,1]",-1.067,0.5,-1.883,-0.246,1,9194
"z[491,1]",-1.262,0.485,-2.043,-0.468,1,7597
"z[492,1]",1.216,0.516,0.373,2.064,1.001,7769
"z[493,1]",-0.942,0.61,-1.94,0.066,1.001,5509
"z[494,1]",-0.724,0.466,-1.486,0.029,1.001,7718
"z[495,1]",0.387,0.532,-0.494,1.253,1,6798
"z[496,1]",-0.903,0.474,-1.686,-0.141,1,7572
"z[497,1]",2.046,0.533,1.169,2.914,1,6131
"z[498,1]",1.027,0.496,0.21,1.859,1,8729
"z[499,1]",-0.273,0.495,-1.091,0.541,1,8801
"z[500,1]",-0.791,0.535,-1.664,0.092,1,8150
"z[501,1]",-1.348,0.457,-2.11,-0.594,1,8297
"z[502,1]",-0.457,0.468,-1.21,0.327,1,7795
"z[503,1]",0.351,0.496,-0.446,1.17,1,6929
"z[504,1]",2.921,0.499,2.087,3.742,1,8925
"z[505,1]",-0.683,0.477,-1.465,0.108,1.001,6403
"z[506,1]",0.264,0.561,-0.656,1.185,1,8900
"z[507,1]",-0.477,0.462,-1.243,0.297,1.001,7991
"z[508,1]",-0.907,0.458,-1.656,-0.158,1,6714
"z[509,1]",-0.514,0.502,-1.354,0.288,1,9188
"z[510,1]",-0.367,0.486,-1.158,0.441,1,9011
"z[511,1]",0.208,0.515,-0.644,1.048,1,8432
"z[512,1]",-0.414,0.491,-1.227,0.396,1,8049
"z[513,1]",-0.746,0.501,-1.582,0.068,1,8683
"z[514,1]",1.542,0.568,0.622,2.487,1,8982
"z[515,1]",-0.051,0.569,-0.965,0.894,1,8946
"z[516,1]",0.047,0.506,-0.786,0.881,1.001,8916
"z[517,1]",1.532,0.563,0.602,2.464,1,8678
"z[518,1]",-0.136,0.496,-0.961,0.664,1,7966
"z[519,1]",-0.852,0.493,-1.648,-0.024,1,8936
"z[520,1]",-1.011,0.5,-1.837,-0.194,1,8732
"z[521,1]",-0.683,0.505,-1.528,0.135,1,8418
"z[522,1]",0.592,0.525,-0.277,1.434,1,7832
"z[523,1]",-1.178,0.536,-2.061,-0.301,1.001,8631
"z[524,1]",0.471,0.497,-0.348,1.285,1,7412
"z[525,1]",-1.508,0.552,-2.414,-0.579,1,7250
"z[526,1]",1.592,0.541,0.715,2.481,1.001,7733
"z[527,1]",0.249,0.465,-0.51,1.019,1.001,7974
"z[528,1]",0.105,0.487,-0.684,0.921,1,6518
"z[529,1]",-1.237,0.537,-2.106,-0.349,1,6542
"z[530,1]",-0.707,0.571,-1.673,0.212,1.001,6802
"z[531,1]",-0.457,0.532,-1.337,0.409,1,8257
"z[532,1]",-0.314,0.482,-1.122,0.477,1,7952
"z[533,1]",-1.145,0.488,-1.971,-0.359,1.001,7423
"z[534,1]",-0.485,0.507,-1.318,0.349,1,6394
"z[535,1]",0.616,0.498,-0.185,1.446,1,7333
"z[536,1]",-0.912,0.509,-1.733,-0.057,1,4485
"z[537,1]",0.208,0.518,-0.638,1.063,1,7266
"z[538,1]",0.203,0.533,-0.646,1.095,1,7025
"z[539,1]",1.336,0.514,0.503,2.194,1,7286
"z[540,1]",-0.364,0.488,-1.155,0.438,1,6104
"z[541,1]",0.566,0.482,-0.235,1.359,1,7582
"z[542,1]",0.961,0.485,0.167,1.763,1,6939
"z[543,1]",-0.272,0.541,-1.166,0.61,1,7793
"z[544,1]",-0.234,0.533,-1.115,0.636,1,8050
"z[545,1]",1.133,0.542,0.242,2.038,1,7940
"z[546,1]",-0.068,0.482,-0.846,0.728,1,7178
"z[547,1]",0.978,0.528,0.135,1.864,1,6214
"z[548,1]",-0.221,0.533,-1.103,0.645,1,3391
"z[549,1]",1.018,0.542,0.136,1.922,1.001,4414
"z[550,1]",1.048,0.554,0.166,1.976,1,7390
"z[551,1]",-0.581,0.484,-1.379,0.209,1,7968
"z[552,1]",-0.261,0.495,-1.077,0.553,1,7833
"z[553,1]",0.881,0.474,0.098,1.65,1.001,7918
"z[554,1]",-0.258,0.547,-1.163,0.638,1,7360
"z[555,1]",0.008,0.496,-0.818,0.807,1.001,7020
"z[556,1]",0.731,0.472,-0.048,1.493,1,8261
"z[557,1]",-0.061,0.487,-0.848,0.764,1.001,6170
"z[558,1]",0.441,0.586,-0.55,1.367,1,6127
"z[559,1]",-0.156,0.51,-0.983,0.707,1,6379
"z[560,1]",-0.401,0.528,-1.271,0.482,1,8003
"z[561,1]",1.726,0.547,0.817,2.606,1,6708
"z[562,1]",-0.456,0.477,-1.23,0.336,1,7828
"z[563,1]",0.411,0.487,-0.391,1.213,1,6836
"z[564,1]",1.545,0.484,0.766,2.337,1,8108
"z[565,1]",0.488,0.53,-0.375,1.355,1,8459
"z[566,1]",-0.6,0.483,-1.4,0.191,1,6853
"z[567,1]",-0.794,0.49,-1.602,0.012,1,6645
"z[568,1]",0.681,0.516,-0.149,1.57,1,5327
"z[569,1]",0.268,0.51,-0.556,1.109,1,7708
"z[570,1]",0.049,0.495,-0.747,0.887,1,6851
"z[571,1]",1.432,0.569,0.468,2.346,1,5193
"z[572,1]",0.265,0.529,-0.583,1.161,1,6444
"z[573,1]",-0.507,0.48,-1.304,0.274,1,7009
"z[574,1]",-1.07,0.492,-1.874,-0.257,1,7872
"z[575,1]",2.045,0.542,1.167,2.938,1,7758
"z[576,1]",0.411,0.508,-0.418,1.237,1,7348
"z[577,1]",-1.035,0.488,-1.846,-0.226,1,8042
"z[578,1]",1.674,0.517,0.841,2.532,1.002,7255
"z[579,1]",-0.731,0.543,-1.613,0.175,1,7285
"z[580,1]",0.61,0.516,-0.277,1.429,1,6146
"z[581,1]",-0.218,0.507,-1.077,0.591,1,4341
"z[582,1]",-0.408,0.485,-1.211,0.393,1,7704
"z[583,1]",0.291,0.553,-0.636,1.172,1,4183
"z[584,1]",0.446,0.507,-0.393,1.273,1,7644
"z[585,1]",-1.055,0.496,-1.892,-0.253,1,6888
"z[586,1]",-0.748,0.535,-1.632,0.126,1,8685
"z[587,1]",-0.291,0.538,-1.18,0.593,1,7883
"z[588,1]",-0.586,0.503,-1.42,0.243,1.001,7970
"z[589,1]",-0.995,0.476,-1.788,-0.224,1,7937
"z[590,1]",0.307,0.5,-0.499,1.124,1,7585
"z[591,1]",-0.591,0.518,-1.452,0.236,1.001,7536
"z[592,1]",0.244,0.512,-0.627,1.048,1,3442
"z[593,1]",0.291,0.488,-0.508,1.096,1,7906
"z[594,1]",0.633,0.47,-0.13,1.403,1,7953
"z[595,1]",1.452,0.555,0.545,2.372,1,5877
"z[596,1]",0.028,0.515,-0.826,0.849,1,6877
"z[597,1]",1.807,0.487,0.998,2.596,1,6715
"z[598,1]",-0.431,0.48,-1.212,0.359,1.001,7200
"z[599,1]",0.559,0.549,-0.339,1.455,1.001,6915
"z[600,1]",-0.865,0.53,-1.737,0.016,1,8787
"z[601,1]",-1.193,0.545,-2.091,-0.298,1,7572
"z[602,1]",1.931,0.53,1.068,2.813,1,8017
"z[603,1]",-0.733,0.525,-1.604,0.132,1,6213
"z[604,1]",-0.313,0.47,-1.087,0.453,1.001,8015
"z[605,1]",-0.972,0.476,-1.753,-0.19,1,7829
"z[606,1]",0.869,0.489,0.065,1.664,1,7982
"z[607,1]",-0.121,0.587,-1.082,0.835,1.001,2657
"z[608,1]",0.645,0.493,-0.167,1.453,1,8135
"z[609,1]",-0.478,0.55,-1.376,0.414,1,6734
"z[610,1]",0.822,0.649,-0.251,1.888,1,6969
"z[611,1]",1.442,0.538,0.567,2.341,1,7811
"z[612,1]",0.017,0.541,-0.892,0.88,1,7475
"z[613,1]",-0.155,0.528,-1.046,0.678,1,4903
"z[614,1]",1.505,0.552,0.578,2.395,1,4752
"z[615,1]",0.603,0.536,-0.274,1.492,1,7667
"z[616,1]",-0.821,0.493,-1.634,-0.015,1,8196
"z[617,1]",-0.77,0.493,-1.583,0.054,1,7723
"z[618,1]",0.474,0.493,-0.323,1.294,1,6832
"z[619,1]",2.398,0.58,1.468,3.359,1,6143
"z[620,1]",0.114,0.537,-0.762,1.001,1.001,8394
"z[621,1]",-0.163,0.519,-1.005,0.7,1,6562
"z[622,1]",0.941,0.531,0.064,1.822,1,7703
"z[623,1]",0.116,0.494,-0.695,0.932,1,8329
"z[624,1]",-1.003,0.481,-1.783,-0.206,1,8171
"z[625,1]",0.828,0.536,-0.056,1.711,1,7982
"z[626,1]",-0.785,0.552,-1.68,0.129,1,6354
"z[627,1]",0.229,0.538,-0.627,1.138,1,3677
"z[628,1]",-1.29,0.539,-2.153,-0.396,1,3516
"z[629,1]",1.249,0.549,0.351,2.163,1,8510
"z[630,1]",-0.19,0.61,-1.193,0.816,1,7989
"z[631,1]",-1.013,0.614,-2.005,-0.018,1,8466
"z[632,1]",1.205,0.544,0.319,2.103,1,7458
"z[633,1]",-0.883,0.514,-1.723,-0.036,1,7622
"z[634,1]",1.009,0.494,0.185,1.817,1.001,7674
"z[635,1]",-1.476,0.501,-2.302,-0.662,1,7873
"z[636,1]",-0.176,0.483,-0.962,0.62,1,7705
"z[637,1]",-1.347,0.49,-2.167,-0.556,1,7729
"z[638,1]",0.148,0.513,-0.688,1.001,1,7820
"z[639,1]",0.507,0.535,-0.37,1.384,1,8153
"z[640,1]",0.509,0.504,-0.329,1.329,1,7576
"z[641,1]",-0.562,0.531,-1.435,0.298,1,6435
"z[642,1]",-0.15,0.539,-1.021,0.753,1,7757
"z[643,1]",0.781,0.499,-0.033,1.606,1,6522
"z[644,1]",-1.381,0.562,-2.295,-0.446,1,6907
"z[645,1]",-0.23,0.513,-1.08,0.601,1,5034
"z[646,1]",-0.064,0.526,-0.945,0.794,1,8156
"z[647,1]",-0.679,0.554,-1.583,0.24,1,6397
"z[648,1]",0.144,0.485,-0.668,0.922,1,6674
"z[649,1]",-0.519,0.5,-1.307,0.315,1,4902
"z[650,1]",1.664,0.63,0.639,2.686,1,8396
"z[651,1]",0.026,0.54,-0.87,0.901,1.001,7430
"z[652,1]",-0.523,0.475,-1.291,0.266,1,7081
"z[653,1]",-0.504,0.548,-1.398,0.399,1,8445
"z[654,1]",-1.602,0.538,-2.47,-0.704,1.001,4281
"z[655,1]",-0.669,0.519,-1.515,0.199,1,6719
"z[656,1]",0.327,0.548,-0.593,1.209,1,7280
"z[657,1]",-1.162,0.54,-2.04,-0.253,1,7256
"z[658,1]",-0.22,0.484,-1,0.581,1,7943
"z[659,1]",-1.447,0.498,-2.26,-0.631,1,7284
"z[660,1]",-0.821,0.545,-1.716,0.077,1.002,8269
"z[661,1]",-0.857,0.503,-1.679,-0.008,1,7817
"z[662,1]",0.544,0.495,-0.273,1.355,1,7712
"z[663,1]",-0.614,0.54,-1.495,0.29,1,7757
"z[1,2]",0.033,0.779,-1.245,1.304,1,4330
"z[2,2]",-0.505,0.828,-1.804,0.918,1.002,1768
"z[3,2]",-0.646,0.853,-1.986,0.784,1.001,3774
"z[4,2]",1.209,0.954,-0.361,2.767,1.001,2267
"z[5,2]",0.015,0.888,-1.442,1.485,1.006,910
"z[6,2]",-0.276,0.768,-1.559,0.984,1,8312
"z[7,2]",-0.097,0.971,-1.697,1.48,1.001,3050
"z[8,2]",-0.051,0.964,-1.607,1.564,1.001,5149
"z[9,2]",1.959,1.249,-0.271,3.788,1.003,594
"z[10,2]",-0.271,0.803,-1.605,1.069,1.001,6100
"z[11,2]",0.869,0.926,-0.673,2.384,1.001,1661
"z[12,2]",-0.993,0.886,-2.37,0.542,1.004,1977
"z[13,2]",0.477,0.916,-1.054,1.981,1,6065
"z[14,2]",0.39,0.871,-1.031,1.835,1.001,4607
"z[15,2]",-0.3,0.869,-1.693,1.175,1,5935
"z[16,2]",0.084,0.885,-1.34,1.529,1.001,1946
"z[17,2]",0.324,1.019,-1.38,2.001,1.002,1473
"z[18,2]",-0.62,1.055,-2.331,1.122,1.006,900
"z[19,2]",0.666,0.926,-0.899,2.145,1.001,2774
"z[20,2]",0.096,0.958,-1.509,1.65,1,3120
"z[21,2]",-0.113,0.954,-1.677,1.451,1,7568
"z[22,2]",-0.027,0.991,-1.638,1.591,1.001,1811
"z[23,2]",-0.17,0.899,-1.657,1.291,1,4368
"z[24,2]",0.314,0.82,-1.018,1.664,1.001,2360
"z[25,2]",-0.524,1.118,-2.354,1.348,1.007,546
"z[26,2]",-0.074,0.852,-1.499,1.297,1,5545
"z[27,2]",0.638,0.874,-0.797,2.057,1.001,3717
"z[28,2]",0.299,0.896,-1.18,1.766,1.002,2948
"z[29,2]",0.315,0.949,-1.261,1.892,1.002,2943
"z[30,2]",-0.216,0.892,-1.66,1.283,1.004,1246
"z[31,2]",-0.579,0.816,-1.862,0.8,1.002,1991
"z[32,2]",0.082,0.885,-1.32,1.562,1.001,3696
"z[33,2]",-0.213,0.866,-1.652,1.206,1,7866
"z[34,2]",0.26,1.024,-1.423,1.949,1.003,1593
"z[35,2]",0.628,0.814,-0.74,1.92,1.001,3911
"z[36,2]",0.182,0.975,-1.441,1.769,1.001,2358
"z[37,2]",0.229,0.825,-1.148,1.554,1,5402
"z[38,2]",0.015,0.946,-1.531,1.587,1.005,860
"z[39,2]",-0.579,0.911,-2.033,0.968,1.004,1097
"z[40,2]",0.024,0.792,-1.31,1.324,1,8832
"z[41,2]",-0.291,0.845,-1.675,1.097,1.003,1890
"z[42,2]",-0.568,0.825,-1.899,0.819,1.001,3208
"z[43,2]",0.632,0.881,-0.867,2.043,1.001,3489
"z[44,2]",-0.12,0.92,-1.653,1.389,1,8391
"z[45,2]",-0.056,0.938,-1.593,1.477,1,9223
"z[46,2]",-0.284,0.839,-1.602,1.117,1,4703
"z[47,2]",1.265,1.031,-0.527,2.866,1,1485
"z[48,2]",-0.462,0.88,-1.906,0.97,1.002,5322
"z[49,2]",0.615,0.946,-1.009,2.133,1.004,660
"z[50,2]",0.039,0.763,-1.206,1.314,1,8706
"z[51,2]",-0.548,0.821,-1.853,0.832,1,4373
"z[52,2]",0.08,0.868,-1.36,1.493,1.001,4251
"z[53,2]",-0.09,0.785,-1.364,1.177,1,6024
"z[54,2]",-0.449,0.863,-1.842,0.999,1.001,4808
"z[55,2]",0.075,0.846,-1.337,1.431,1,4457
"z[56,2]",-0.279,0.767,-1.519,0.986,1,6446
"z[57,2]",0.653,0.877,-0.854,2.031,1.002,2288
"z[58,2]",0.087,0.801,-1.248,1.375,1.001,2503
"z[59,2]",0.189,0.783,-1.115,1.452,1,5745
"z[60,2]",-0.177,0.806,-1.502,1.148,1.003,1944
"z[61,2]",0.05,0.807,-1.289,1.37,1.003,2148
"z[62,2]",0.369,0.843,-1.029,1.738,1.001,5163
"z[63,2]",-0.065,0.791,-1.369,1.24,1,4750
"z[64,2]",-0.198,0.918,-1.706,1.318,1.003,763
"z[65,2]",-0.51,0.825,-1.85,0.857,1.002,1787
"z[66,2]",-0.207,0.843,-1.565,1.205,1.003,1070
"z[67,2]",0.231,0.908,-1.285,1.692,1,6973
"z[68,2]",0.913,1.049,-0.896,2.549,1.001,2168
"z[69,2]",-0.457,0.794,-1.732,0.847,1.001,4524
"z[70,2]",1.355,0.886,-0.178,2.715,1.001,1935
"z[71,2]",-0.084,0.81,-1.398,1.252,1.001,2294
"z[72,2]",0.075,0.914,-1.427,1.569,1.003,1771
"z[73,2]",-0.01,0.761,-1.25,1.246,1,8094
"z[74,2]",0.834,0.972,-0.847,2.351,1.006,892
"z[75,2]",0.848,1.083,-0.963,2.56,1.009,498
"z[76,2]",-0.358,0.895,-1.828,1.123,1,2862
"z[77,2]",0.107,0.962,-1.463,1.682,1.001,4190
"z[78,2]",0.32,1.028,-1.4,1.985,1.005,773
"z[79,2]",-0.31,0.89,-1.774,1.148,1.002,2500
"z[80,2]",0.105,0.807,-1.211,1.437,1,6781
"z[81,2]",0.068,0.832,-1.312,1.424,1,4946
"z[82,2]",-0.06,1.047,-1.736,1.712,1.004,582
"z[83,2]",-0.039,0.861,-1.446,1.37,1.001,4976
"z[84,2]",0.227,0.798,-1.09,1.549,1,2883
"z[85,2]",0.059,0.879,-1.393,1.495,1.005,949
"z[86,2]",0.07,0.861,-1.325,1.466,1,8540
"z[87,2]",0.005,0.877,-1.444,1.447,1.003,2029
"z[88,2]",0.714,0.822,-0.667,2.058,1.002,2712
"z[89,2]",-0.037,0.785,-1.3,1.266,1.001,5646
"z[90,2]",0.289,0.925,-1.255,1.779,1.003,2536
"z[91,2]",0.139,0.948,-1.404,1.675,1.001,3667
"z[92,2]",-0.068,0.767,-1.339,1.158,1,8092
"z[93,2]",-0.401,0.773,-1.661,0.9,1,5043
"z[94,2]",-0.489,0.875,-1.901,0.996,1.004,1263
"z[95,2]",-0.021,0.799,-1.33,1.283,1.001,3800
"z[96,2]",-0.192,0.928,-1.719,1.332,1.003,2015
"z[97,2]",-0.48,0.879,-1.903,1.005,1.001,2102
"z[98,2]",0.325,0.868,-1.092,1.768,1,7167
"z[99,2]",-0.531,0.842,-1.841,0.876,1.001,1880
"z[100,2]",0.954,0.9,-0.621,2.364,1.002,1858
"z[101,2]",0.729,0.893,-0.81,2.114,1.002,2287
"z[102,2]",0.013,0.773,-1.256,1.269,1.001,4782
"z[103,2]",-0.111,0.788,-1.394,1.205,1.001,4143
"z[104,2]",-0.321,0.866,-1.735,1.11,1.001,5067
"z[105,2]",0.293,0.765,-0.972,1.547,1,7313
"z[106,2]",-0.653,0.818,-1.932,0.749,1.001,1770
"z[107,2]",-0.659,0.792,-1.937,0.662,1,4064
"z[108,2]",0.444,0.96,-1.2,1.992,1.006,954
"z[109,2]",-0.337,0.86,-1.749,1.099,1.001,2257
"z[110,2]",-0.682,0.796,-1.971,0.64,1,4136
"z[111,2]",-0.05,0.894,-1.509,1.444,1,4457
"z[112,2]",-0.243,0.882,-1.707,1.199,1.001,3449
"z[113,2]",0.112,0.951,-1.463,1.654,1,5796
"z[114,2]",-0.018,0.935,-1.58,1.516,1.001,7158
"z[115,2]",0.074,0.918,-1.416,1.58,1,9255
"z[116,2]",0.218,1.004,-1.412,1.909,1.001,1895
"z[117,2]",-0.087,0.933,-1.615,1.436,1,6368
"z[118,2]",0.003,0.993,-1.639,1.62,1.001,3472
"z[119,2]",-0.089,0.833,-1.436,1.277,1.004,1319
"z[120,2]",0.23,0.777,-1.021,1.521,1.001,3084
"z[121,2]",-0.433,0.806,-1.738,0.93,1.001,4148
"z[122,2]",-0.344,0.95,-1.91,1.22,1,7944
"z[123,2]",-0.586,0.811,-1.885,0.768,1,5932
"z[124,2]",-0.614,0.915,-2.085,0.932,1,3961
"z[125,2]",0.05,1.054,-1.684,1.771,1.003,1179
"z[126,2]",0.575,0.913,-1.009,2.01,1.001,2181
"z[127,2]",-0.237,0.937,-1.731,1.304,1,7749
"z[128,2]",0.644,0.962,-0.938,2.227,1.002,1953
"z[129,2]",0.404,0.958,-1.149,1.988,1.001,5287
"z[130,2]",-0.279,0.935,-1.793,1.265,1.005,1001
"z[131,2]",-0.308,0.785,-1.595,0.999,1.001,7158
"z[132,2]",-0.617,0.784,-1.887,0.704,1.001,4059
"z[133,2]",0.7,0.97,-0.949,2.248,1.001,2357
"z[134,2]",-0.234,0.808,-1.546,1.13,1.001,5549
"z[135,2]",0.547,1.037,-1.193,2.236,1.004,622
"z[136,2]",-0.031,0.821,-1.366,1.333,1,6574
"z[137,2]",-0.447,0.868,-1.858,1.03,1,7558
"z[138,2]",-0.267,0.92,-1.795,1.252,1.002,2027
"z[139,2]",0.147,0.877,-1.306,1.548,1,4812
"z[140,2]",-0.164,0.839,-1.51,1.24,1,6570
"z[141,2]",-0.083,1.001,-1.724,1.594,1.003,1630
"z[142,2]",-0.789,0.842,-2.141,0.635,1,3328
"z[143,2]",-0.138,1.01,-1.779,1.532,1.001,1914
"z[144,2]",-0.094,0.949,-1.64,1.464,1.001,3060
"z[145,2]",-0.877,1.052,-2.515,0.939,1.003,1856
"z[146,2]",-0.277,0.947,-1.829,1.293,1.001,3058
