parameter,mean,sd,q05,q95,rhat,ess
"beta[492,2]",0.392,0.151,0.15,0.646,1.001,8617
"beta[493,2]",-0.043,0.135,-0.271,0.17,1.001,3605
"beta[494,2]",-0.082,0.09,-0.228,0.067,1,7702
"beta[495,2]",0.041,0.106,-0.13,0.219,1,5211
"beta[496,2]",-0.111,0.13,-0.33,0.099,1,8382
"beta[497,2]",0.446,0.123,0.249,0.655,1,7293
"beta[498,2]",0.321,0.148,0.079,0.566,1,8045
"beta[499,2]",0.084,0.148,-0.167,0.318,1,8150
"beta[500,2]",-0.096,0.117,-0.288,0.092,1,7644
"beta[501,2]",-0.168,0.095,-0.324,-0.016,1,8278
"beta[502,2]",-0.197,0.098,-0.366,-0.043,1,5172
"beta[503,2]",-0.029,0.112,-0.219,0.151,1,7105
"beta[504,2]",0.509,0.155,0.255,0.767,1,8466
"beta[505,2]",-0.083,0.107,-0.269,0.082,1,5209
"beta[506,2]",0.145,0.169,-0.136,0.416,1,8218
"beta[507,2]",0.007,0.092,-0.147,0.156,1,6733
"beta[508,2]",-0.064,0.095,-0.226,0.088,1,5779
"beta[509,2]",0.154,0.149,-0.086,0.402,1,8439
"beta[510,2]",0.15,0.149,-0.094,0.396,1,8155
"beta[511,2]",0.163,0.136,-0.06,0.383,1,7615
"beta[512,2]",-0.014,0.094,-0.167,0.138,1,7067
"beta[513,2]",-0.032,0.152,-0.281,0.211,1,6627
"beta[514,2]",0.326,0.168,0.05,0.598,1,8209
"beta[515,2]",0.227,0.165,-0.046,0.496,1,7614
"beta[516,2]",0.189,0.151,-0.059,0.441,1,7649
"beta[517,2]",0.333,0.169,0.056,0.613,1,7689
"beta[518,2]",0.121,0.151,-0.124,0.37,1,7500
"beta[519,2]",-0.031,0.145,-0.271,0.206,1,7316
"beta[520,2]",-0.016,0.147,-0.263,0.222,1,8455
"beta[521,2]",0.186,0.114,0.001,0.369,1,8414
"beta[522,2]",0.37,0.181,0.069,0.666,1,8403
"beta[523,2]",0.107,0.214,-0.242,0.464,1,9007
"beta[524,2]",0.293,0.18,0.002,0.585,1,6863
"beta[525,2]",-0.072,0.135,-0.289,0.151,1,7694
"beta[526,2]",0.397,0.151,0.144,0.646,1.001,7272
"beta[527,2]",0.308,0.121,0.111,0.51,1,7737
"beta[528,2]",0.175,0.124,-0.035,0.373,1.001,6556
"beta[529,2]",0.208,0.182,-0.087,0.511,1,6425
"beta[530,2]",0.25,0.127,0.043,0.457,1,6598
"beta[531,2]",0.256,0.219,-0.105,0.612,1,8852
"beta[532,2]",0.272,0.117,0.077,0.467,1,7698
"beta[533,2]",0.259,0.126,0.061,0.473,1,5752
"beta[534,2]",0.06,0.129,-0.151,0.269,1,6283
"beta[535,2]",0.358,0.149,0.111,0.601,1,8160
"beta[536,2]",-0.127,0.134,-0.354,0.084,1,4643
"beta[537,2]",0.351,0.122,0.15,0.552,1,7853
"beta[538,2]",0.288,0.123,0.083,0.484,1.001,6143
"beta[539,2]",0.631,0.154,0.38,0.881,1,6225
"beta[540,2]",0.252,0.177,-0.034,0.545,1.001,7437
"beta[541,2]",0.396,0.175,0.109,0.684,1,8629
"beta[542,2]",0.508,0.122,0.306,0.707,1,6814
"beta[543,2]",0.353,0.179,0.062,0.65,1,8167
"beta[544,2]",0.261,0.179,-0.034,0.557,1,8553
"beta[545,2]",0.568,0.225,0.202,0.944,1,6415
"beta[546,2]",0.253,0.171,-0.026,0.535,1.001,7935
"beta[547,2]",0.329,0.131,0.108,0.539,1,6918
"beta[548,2]",0.428,0.132,0.217,0.651,1.001,4581
"beta[549,2]",0.146,0.133,-0.077,0.362,1,5297
"beta[550,2]",0.424,0.128,0.21,0.633,1,6951
"beta[551,2]",0.306,0.177,0.022,0.6,1,7807
"beta[552,2]",0.27,0.172,-0.019,0.547,1.001,7762
"beta[553,2]",0.447,0.121,0.246,0.646,1,7871
"beta[554,2]",0.258,0.222,-0.1,0.635,1.001,6528
"beta[555,2]",0.361,0.119,0.167,0.559,1,7571
"beta[556,2]",0.406,0.142,0.173,0.639,1,8123
"beta[557,2]",0.175,0.122,-0.029,0.371,1,6930
"beta[558,2]",0.626,0.13,0.419,0.842,1,6198
"beta[559,2]",0.1,0.123,-0.109,0.299,1,7550
"beta[560,2]",0.128,0.183,-0.181,0.422,1.001,8095
"beta[561,2]",0.829,0.129,0.621,1.044,1.001,7116
"beta[562,2]",0.206,0.119,0.009,0.399,1,7761
"beta[563,2]",0.485,0.125,0.277,0.691,1,7222
"beta[564,2]",0.594,0.123,0.392,0.792,1,7604
"beta[565,2]",0.315,0.219,-0.048,0.669,1,9292
"beta[566,2]",0.235,0.122,0.036,0.44,1,7557
"beta[567,2]",0.173,0.18,-0.126,0.462,1,6798
"beta[568,2]",0.218,0.13,-0.001,0.426,1.001,5849
"beta[569,2]",0.252,0.12,0.051,0.446,1,7819
"beta[570,2]",0.151,0.124,-0.056,0.349,1,7215
"beta[571,2]",0.731,0.132,0.522,0.949,1,7452
"beta[572,2]",0.316,0.126,0.105,0.519,1,6648
"beta[573,2]",0.231,0.122,0.032,0.433,1,7687
"beta[574,2]",0.079,0.178,-0.211,0.371,1,8756
"beta[575,2]",0.683,0.23,0.319,1.075,1,8583
"beta[576,2]",0.53,0.122,0.331,0.731,1,7811
"beta[577,2]",0.118,0.177,-0.173,0.403,1,8620
"beta[578,2]",0.375,0.157,0.114,0.625,1,6362
"beta[579,2]",0.073,0.127,-0.135,0.28,1,7386
"beta[580,2]",0.647,0.121,0.452,0.852,1,6243
"beta[581,2]",0.435,0.129,0.228,0.655,1,5579
"beta[582,2]",0.351,0.175,0.07,0.643,1,8353
"beta[583,2]",0.627,0.128,0.42,0.844,1,5996
"beta[584,2]",0.507,0.149,0.264,0.752,1,7355
"beta[585,2]",0.178,0.125,-0.021,0.386,1,5463
"beta[586,2]",0.128,0.22,-0.234,0.484,1,8186
"beta[587,2]",0.256,0.125,0.051,0.46,1,7948
"beta[588,2]",0.312,0.123,0.114,0.517,1,7327
"beta[589,2]",0.117,0.124,-0.084,0.324,1,6180
"beta[590,2]",0.276,0.146,0.032,0.512,1,6701
"beta[591,2]",0.066,0.121,-0.134,0.263,1,6963
"beta[592,2]",0.449,0.128,0.245,0.663,1,4372
"beta[593,2]",0.32,0.121,0.12,0.518,1,8015
"beta[594,2]",0.442,0.117,0.251,0.632,1,8152
"beta[595,2]",0.631,0.188,0.329,0.948,1.001,8137
"beta[596,2]",0.291,0.179,-0.009,0.581,1,7888
"beta[597,2]",0.663,0.125,0.461,0.869,1,8287
"beta[598,2]",0.122,0.121,-0.077,0.319,1,7286
"beta[599,2]",0.422,0.225,0.047,0.784,1.001,5904
"beta[600,2]",0.126,0.216,-0.229,0.482,1,9062
"beta[601,2]",0.009,0.126,-0.195,0.217,1,8061
"beta[602,2]",0.569,0.155,0.316,0.826,1,7752
"beta[603,2]",-0.077,0.192,-0.395,0.237,1,5472
"beta[604,2]",0.222,0.119,0.029,0.418,1,7533
"beta[605,2]",-0.038,0.123,-0.239,0.164,1,7726
"beta[606,2]",0.578,0.173,0.295,0.867,1.001,7840
"beta[607,2]",0.627,0.129,0.419,0.843,1,3503
"beta[608,2]",0.463,0.178,0.168,0.76,1,8108
"beta[609,2]",0.149,0.222,-0.22,0.511,1,6479
"beta[610,2]",0.512,0.131,0.296,0.729,1,7579
"beta[611,2]",0.548,0.22,0.191,0.913,1,8657
"beta[612,2]",0.435,0.178,0.146,0.729,1.001,7383
"beta[613,2]",0.552,0.127,0.346,0.763,1,5946
"beta[614,2]",0.814,0.194,0.514,1.152,1,6457
"beta[615,2]",0.211,0.187,-0.102,0.51,1,7190
"beta[616,2]",-0.098,0.187,-0.413,0.199,1,7309
"beta[617,2]",0.226,0.18,-0.067,0.521,1,6791
"beta[618,2]",0.252,0.122,0.042,0.445,1,7132
"beta[619,2]",0.714,0.235,0.344,1.114,1,7073
"beta[620,2]",0.425,0.226,0.055,0.8,1,6637
"beta[621,2]",0.306,0.149,0.059,0.549,1,7320
"beta[622,2]",0.495,0.219,0.144,0.861,1,8617
"beta[623,2]",0.418,0.15,0.176,0.669,1,8030
"beta[624,2]",0.069,0.147,-0.173,0.309,1,8359
"beta[625,2]",0.537,0.184,0.231,0.845,1,6292
"beta[626,2]",-0.012,0.131,-0.229,0.201,1,6068
"beta[627,2]",0.277,0.129,0.06,0.484,1,5285
"beta[628,2]",0.13,0.193,-0.198,0.438,1,3508
"beta[629,2]",0.451,0.218,0.091,0.801,1,8533
"beta[630,2]",0.326,0.22,-0.036,0.687,1.001,8512
"beta[631,2]",0.143,0.221,-0.226,0.505,1,9770
"beta[632,2]",0.676,0.191,0.366,0.997,1,7072
"beta[633,2]",0.116,0.122,-0.083,0.317,1,7153
"beta[634,2]",0.382,0.179,0.083,0.676,1,6840
"beta[635,2]",0.185,0.16,-0.07,0.455,1,6255
"beta[636,2]",0.135,0.123,-0.07,0.338,1.001,6123
"beta[637,2]",0.128,0.161,-0.129,0.401,1,5906
"beta[638,2]",0.332,0.123,0.128,0.535,1.001,7852
"beta[639,2]",0.272,0.183,-0.033,0.561,1,7584
"beta[640,2]",0.619,0.184,0.328,0.936,1,8080
"beta[641,2]",0.284,0.132,0.069,0.496,1,6338
"beta[642,2]",0.181,0.129,-0.032,0.391,1,7647
"beta[643,2]",0.516,0.18,0.221,0.813,1,7256
"beta[644,2]",-0.092,0.187,-0.399,0.213,1,7934
"beta[645,2]",0.227,0.183,-0.069,0.531,1,5118
"beta[646,2]",0.461,0.18,0.175,0.762,1,7457
"beta[647,2]",0.164,0.18,-0.145,0.452,1,6828
"beta[648,2]",0.399,0.12,0.206,0.599,1,6790
"beta[649,2]",-0.082,0.132,-0.309,0.123,1,5257
"beta[650,2]",0.61,0.227,0.242,0.985,1,8638
"beta[651,2]",0.358,0.127,0.147,0.57,1,7657
"beta[652,2]",0.071,0.118,-0.127,0.263,1.001,7076
"beta[653,2]",0.151,0.185,-0.157,0.455,1,8476
"beta[654,2]",0.158,0.133,-0.06,0.375,1.001,4469
"beta[655,2]",-0.11,0.133,-0.335,0.101,1,6309
"beta[656,2]",0.516,0.123,0.315,0.723,1,7785
"beta[657,2]",0.078,0.134,-0.14,0.301,1,7522
"beta[658,2]",0.372,0.176,0.084,0.668,1,8133
"beta[659,2]",-0.012,0.174,-0.291,0.276,1,8469
"beta[660,2]",-0.04,0.223,-0.417,0.315,1,8009
"beta[661,2]",0.38,0.183,0.086,0.684,1,6070
"beta[662,2]",0.536,0.182,0.246,0.842,1,7994
"beta[663,2]",0.072,0.219,-0.299,0.422,1,8213
"beta[1,3]",7.03,0.14,6.801,7.257,1,7439
"beta[2,3]",7.256,0.093,7.102,7.408,1,8374
"beta[3,3]",6.699,0.154,6.447,6.951,1,8278
"beta[4,3]",7.019,0.151,6.77,7.264,1,7251
"beta[5,3]",5.765,0.098,5.599,5.923,1,7998
"beta[6,3]",6.62,0.097,6.46,6.778,1,7989
"beta[7,3]",6.162,0.138,5.938,6.39,1,7387
"beta[8,3]",7.023,0.128,6.814,7.233,1,7589
"beta[9,3]",5.146,0.11,4.965,5.325,1,7919
"beta[10,3]",6.522,0.139,6.292,6.749,1,7466
"beta[11,3]",7.208,0.123,7.001,7.407,1,7474
"beta[12,3]",6.455,0.133,6.237,6.678,1,7996
"beta[13,3]",6.619,0.126,6.413,6.826,1,7689
"beta[14,3]",6.811,0.093,6.659,6.964,1,8564
"beta[15,3]",6.77,0.121,6.57,6.968,1,7556
"beta[16,3]",7.326,0.094,7.171,7.481,1,8258
"beta[17,3]",6.095,0.131,5.883,6.312,1,7167
"beta[18,3]",5.896,0.141,5.661,6.128,1,7844
"beta[19,3]",6.494,0.117,6.306,6.688,1.001,8395
"beta[20,3]",6.315,0.123,6.113,6.514,1.001,7544
"beta[21,3]",6.924,0.133,6.705,7.142,1,7509
"beta[22,3]",6.009,0.094,5.856,6.164,1,8375
"beta[23,3]",6.457,0.128,6.245,6.663,1,8097
"beta[24,3]",7.12,0.122,6.919,7.318,1,7936
"beta[25,3]",8.051,0.12,7.854,8.244,1.001,7977
"beta[26,3]",6.449,0.126,6.242,6.657,1,8060
"beta[27,3]",6.526,0.147,6.281,6.764,1,7780
"beta[28,3]",6.97,0.095,6.814,7.126,1,8107
"beta[29,3]",6.35,0.158,6.086,6.607,1,7198
"beta[30,3]",6.184,0.142,5.949,6.419,1.001,7841
"beta[31,3]",7.228,0.09,7.08,7.378,1,8693
"beta[32,3]",7.229,0.118,7.034,7.427,1,6992
"beta[33,3]",6.501,0.096,6.343,6.66,1,7936
"beta[34,3]",6.165,0.108,5.986,6.345,1,8024
"beta[35,3]",6.801,0.118,6.609,6.993,1,7942
"beta[36,3]",6.223,0.143,5.983,6.455,1,7318
"beta[37,3]",6.866,0.154,6.612,7.121,1,7615
"beta[38,3]",5.833,0.114,5.647,6.021,1,8276
"beta[39,3]",7.54,0.097,7.38,7.697,1.001,7922
"beta[40,3]",6.664,0.093,6.514,6.817,1,7937
"beta[41,3]",6.147,0.134,5.927,6.366,1.001,7774
"beta[42,3]",6.396,0.101,6.229,6.558,1,8050
"beta[43,3]",6.75,0.142,6.517,6.985,1,6874
"beta[44,3]",6.745,0.119,6.553,6.944,1,7944
"beta[45,3]",6.68,0.133,6.463,6.902,1,7580
"beta[46,3]",6.771,0.119,6.577,6.966,1,7777
"beta[47,3]",6.074,0.145,5.837,6.311,1,7353
"beta[48,3]",6.624,0.103,6.454,6.791,1,8231
"beta[49,3]",5.532,0.094,5.377,5.689,1,8508
"beta[50,3]",6.625,0.108,6.448,6.804,1,8823
"beta[51,3]",6.484,0.164,6.208,6.749,1,6667
"beta[52,3]",6.765,0.1,6.602,6.93,1,8466
"beta[53,3]",6.878,0.118,6.681,7.072,1,7807
"beta[54,3]",6.934,0.119,6.738,7.127,1,7999
"beta[55,3]",6.355,0.128,6.142,6.563,1,7737
"beta[56,3]",6.886,0.101,6.719,7.049,1,8074
"beta[57,3]",6.778,0.13,6.566,6.992,1,7611
"beta[58,3]",6.192,0.125,5.988,6.395,1,7666
"beta[59,3]",6.475,0.12,6.278,6.674,1,7503
"beta[60,3]",6.232,0.101,6.066,6.397,1,8059
"beta[61,3]",7.157,0.122,6.958,7.358,1,7174
"beta[62,3]",6.569,0.113,6.385,6.755,1,8752
"beta[63,3]",7.013,0.122,6.812,7.209,1.001,7265
"beta[64,3]",5.698,0.097,5.536,5.856,1.001,7660
"beta[65,3]",7.219,0.119,7.023,7.414,1,7372
"beta[66,3]",7.395,0.092,7.245,7.542,1,7022
"beta[67,3]",6.616,0.129,6.402,6.829,1,7326
"beta[68,3]",6.366,0.108,6.187,6.541,1,7370
"beta[69,3]",6.911,0.123,6.709,7.114,1.001,7639
"beta[70,3]",6.332,0.125,6.125,6.536,1,7295
"beta[71,3]",7.213,0.119,7.017,7.41,1,7501
"beta[72,3]",7.496,0.13,7.281,7.712,1,7673
"beta[73,3]",6.704,0.09,6.554,6.852,1,8564
"beta[74,3]",7.736,0.122,7.533,7.935,1,7693
"beta[75,3]",5.226,0.126,5.014,5.432,1,7862
"beta[76,3]",6.391,0.097,6.228,6.548,1,8714
"beta[77,3]",6.646,0.124,6.444,6.852,1,7578
"beta[78,3]",5.577,0.092,5.425,5.727,1,8544
"beta[79,3]",6.297,0.124,6.092,6.499,1.001,7852
"beta[80,3]",6.915,0.153,6.662,7.165,1,7425
"beta[81,3]",6.368,0.122,6.169,6.571,1,8028
"beta[82,3]",5.332,0.099,5.171,5.495,1,7951
"beta[83,3]",6.32,0.108,6.144,6.499,1,7682
"beta[84,3]",6.959,0.135,6.736,7.181,1.001,7190
"beta[85,3]",7.561,0.095,7.405,7.721,1,8507
"beta[86,3]",6.74,0.126,6.533,6.949,1.001,7414
"beta[87,3]",7.169,0.096,7.012,7.33,1,8476
"beta[88,3]",7.09,0.121,6.892,7.289,1,7776
"beta[89,3]",6.423,0.12,6.227,6.619,1,6590
"beta[90,3]",7.086,0.132,6.87,7.303,1,7920
"beta[91,3]",6.28,0.136,6.056,6.502,1,7725
"beta[92,3]",6.716,0.135,6.494,6.938,1,7598
"beta[93,3]",6.942,0.12,6.744,7.136,1,7048
"beta[94,3]",7.511,0.12,7.313,7.709,1,7837
"beta[95,3]",6.291,0.149,6.048,6.532,1,7933
"beta[96,3]",6.258,0.135,6.033,6.479,1.001,8040
"beta[97,3]",6.26,0.115,6.068,6.45,1,8096
"beta[98,3]",6.75,0.102,6.58,6.921,1,7928
"beta[99,3]",7.335,0.119,7.14,7.53,1,7508
"beta[100,3]",7.143,0.146,6.899,7.382,1,6973
"beta[101,3]",6.793,0.114,6.609,6.983,1.001,6995
"beta[102,3]",6.383,0.092,6.233,6.533,1.001,8318
"beta[103,3]",6.902,0.09,6.756,7.05,1,8061
"beta[104,3]",6.992,0.14,6.763,7.223,1.001,7653
"beta[105,3]",6.645,0.093,6.49,6.798,1,8567
"beta[106,3]",7.292,0.092,7.139,7.443,1,8484
"beta[107,3]",6.687,0.095,6.53,6.843,1,8494
"beta[108,3]",7.582,0.129,7.371,7.798,1,7676
"beta[109,3]",7.17,0.096,7.01,7.326,1,8236
"beta[110,3]",6.658,0.124,6.452,6.862,1,8037
"beta[111,3]",6.941,0.092,6.789,7.094,1,8424
"beta[112,3]",6.291,0.118,6.093,6.485,1,7995
"beta[113,3]",6.441,0.113,6.254,6.625,1,7524
"beta[114,3]",6.491,0.095,6.336,6.65,1,8590
"beta[115,3]",6.84,0.101,6.674,7.005,1,8032
"beta[116,3]",7.454,0.098,7.29,7.616,1,8082
"beta[117,3]",6.377,0.094,6.221,6.532,1,8144
"beta[118,3]",7.119,0.11,6.936,7.3,1.001,8024
"beta[119,3]",7.388,0.121,7.189,7.587,1,8278
"beta[120,3]",7.042,0.095,6.887,7.197,1,8436
"beta[121,3]",6.938,0.12,6.739,7.135,1,7277
"beta[122,3]",6.868,0.123,6.662,7.068,1,6961
"beta[123,3]",6.675,0.157,6.416,6.934,1,7974
"beta[124,3]",6.942,0.106,6.767,7.117,1,7794
"beta[125,3]",5.79,0.145,5.552,6.033,1,7650
"beta[126,3]",6.345,0.097,6.185,6.506,1,7486
"beta[127,3]",6.776,0.098,6.615,6.938,1,8292
"beta[128,3]",7.361,0.135,7.137,7.587,1,7685
"beta[129,3]",7.071,0.112,6.888,7.256,1,8440
"beta[130,3]",7.485,0.122,7.281,7.684,1,7683
"beta[131,3]",6.562,0.12,6.361,6.756,1.001,7751
"beta[132,3]",6.659,0.118,6.464,6.854,1,7836
"beta[133,3]",6.29,0.103,6.121,6.46,1,7555
"beta[134,3]",6.63,0.11,6.447,6.812,1,8543
"beta[135,3]",5.331,0.128,5.122,5.539,1,7853
"beta[136,3]",6.957,0.134,6.739,7.178,1.001,8312
"beta[137,3]",6.783,0.131,6.566,6.999,1,8190
"beta[138,3]",6.097,0.091,5.951,6.246,1,8332
"beta[139,3]",6.607,0.106,6.435,6.784,1,7855
"beta[140,3]",7.043,0.157,6.786,7.294,1,7377
"beta[141,3]",7.44,0.127,7.231,7.647,1,7539
"beta[142,3]",6.715,0.12,6.518,6.913,1,7511
"beta[143,3]",7.359,0.153,7.106,7.609,1,7397
"beta[144,3]",7.137,0.121,6.938,7.334,1,7478
"beta[145,3]",6.546,0.112,6.364,6.732,1,7761
"beta[146,3]",7.113,0.123,6.912,7.315,1,7761
"beta[147,3]",6.329,0.13,6.115,6.541,1,7817
"beta[148,3]",6.526,0.093,6.373,6.678,1,7760
"beta[149,3]",6.185,0.133,5.968,6.404,1.001,7529
"beta[150,3]",7.125,0.095,6.966,7.283,1,8744
"beta[151,3]",6.418,0.092,6.267,6.571,1,7530
"beta[152,3]",7.94,0.115,7.75,8.13,1,8804
"beta[153,3]",7.339,0.095,7.182,7.496,1,8528
"beta[154,3]",6.641,0.093,6.487,6.794,1,8579
"beta[155,3]",6.122,0.094,5.969,6.277,1,8112
"beta[156,3]",6.852,0.099,6.687,7.015,1,7876
"beta[157,3]",6.724,0.121,6.526,6.922,1,6911
"beta[158,3]",6.765,0.105,6.59,6.936,1,8388
"beta[159,3]",6.569,0.122,6.369,6.769,1,7331
"beta[160,3]",7.108,0.123,6.907,7.313,1,7906
"beta[161,3]",7.37,0.131,7.155,7.587,1.001,7818
"beta[162,3]",7.373,0.09,7.224,7.52,1,8756
"beta[163,3]",6.449,0.12,6.251,6.645,1,7523
"beta[164,3]",6.299,0.135,6.082,6.521,1,7553
"beta[165,3]",7.654,0.115,7.467,7.84,1,8207
"beta[166,3]",6.37,0.092,6.221,6.522,1,7502
"beta[167,3]",6.674,0.108,6.498,6.851,1,7972
"beta[168,3]",6.113,0.125,5.912,6.321,1,7459
"beta[169,3]",6.988,0.125,6.782,7.195,1,7902
"beta[170,3]",7.16,0.12,6.962,7.357,1,7682
"beta[171,3]",6.812,0.121,6.614,7.013,1.001,7694
"beta[172,3]",6.813,0.101,6.648,6.979,1.001,7936
"beta[173,3]",7.086,0.139,6.858,7.315,1,8149
"beta[174,3]",7.115,0.151,6.867,7.368,1.001,7768
"beta[175,3]",5.065,0.131,4.851,5.283,1,7169
"beta[176,3]",7.163,0.118,6.972,7.358,1,8526
"beta[177,3]",6.695,0.093,6.54,6.85,1,8023
"beta[178,3]",6.445,0.13,6.229,6.657,1,7618
"beta[179,3]",7.003,0.104,6.831,7.176,1,7714
"beta[180,3]",6.883,0.135,6.661,7.107,1,7590
"beta[181,3]",6.877,0.146,6.639,7.115,1,8775
"beta[182,3]",7.292,0.141,7.061,7.522,1,7589
"beta[183,3]",6.791,0.113,6.603,6.978,1,8344
"beta[184,3]",6.587,0.113,6.402,6.777,1,8432
"beta[185,3]",6.988,0.13,6.777,7.201,1,7671
"beta[186,3]",7.382,0.092,7.229,7.533,1,8209
"beta[187,3]",6.189,0.119,5.995,6.387,1,7172
"beta[188,3]",6.524,0.125,6.317,6.726,1,7870
"beta[189,3]",6.459,0.12,6.259,6.654,1,7646
"beta[190,3]",6.283,0.124,6.076,6.485,1,6463
"beta[191,3]",6.236,0.168,5.964,6.511,1,7544
"beta[192,3]",6.702,0.108,6.525,6.88,1.001,7419
"beta[193,3]",7.349,0.159,7.085,7.611,1,7833
"beta[194,3]",7.198,0.122,6.998,7.4,1.001,7551
"beta[195,3]",6.461,0.138,6.233,6.688,1,7581
"beta[196,3]",6.521,0.108,6.343,6.7,1,7881
"beta[197,3]",5.104,0.125,4.898,5.307,1,7860
"beta[198,3]",5.195,0.122,4.993,5.394,1,6673
"beta[199,3]",5.86,0.149,5.613,6.103,1,5458
"beta[200,3]",5.562,0.128,5.347,5.768,1,7638
"beta[201,3]",7.419,0.185,7.118,7.725,1,6428
"beta[202,3]",5.759,0.195,5.438,6.083,1,4779
"beta[203,3]",6.963,0.149,6.718,7.21,1,5294
"beta[204,3]",6.617,0.131,6.401,6.832,1,6170
"beta[205,3]",5.31,0.145,5.071,5.551,1.001,5889
"beta[206,3]",5.433,0.133,5.213,5.65,1,6877
"beta[207,3]",6.551,0.099,6.385,6.713,1,8258
"beta[208,3]",5.743,0.155,5.492,6.002,1,4942
"beta[209,3]",4.547,0.098,4.387,4.709,1,8444
"beta[210,3]",6.905,0.157,6.649,7.163,1,5050
"beta[211,3]",6.667,0.152,6.417,6.918,1,5371
"beta[212,3]",6.843,0.155,6.585,7.099,1,5215
"beta[213,3]",5.156,0.151,4.902,5.401,1,5443
"beta[214,3]",4.088,0.133,3.869,4.31,1,8031
"beta[215,3]",6.113,0.111,5.932,6.294,1.001,7895
"beta[216,3]",5.95,0.099,5.787,6.115,1,7833
"beta[217,3]",6.207,0.144,5.968,6.445,1,5409
"beta[218,3]",6.543,0.128,6.33,6.753,1.001,6303
"beta[219,3]",3.666,0.102,3.498,3.835,1,7696
"beta[220,3]",7.909,0.166,7.642,8.186,1,5316
"beta[221,3]",5.665,0.162,5.395,5.926,1,5599
"beta[222,3]",6.153,0.101,5.985,6.32,1,7848
"beta[223,3]",6.591,0.144,6.352,6.828,1,5015
"beta[224,3]",6.762,0.161,6.495,7.028,1,4995
"beta[225,3]",5.598,0.178,5.305,5.891,1.001,5030
"beta[226,3]",5.611,0.152,5.362,5.858,1,5132
"beta[227,3]",4.667,0.149,4.423,4.914,1,5321
"beta[228,3]",4.019,0.146,3.777,4.262,1,5277
"beta[229,3]",4.488,0.104,4.318,4.658,1,7601
"beta[230,3]",5.163,0.185,4.86,5.47,1,4758
"beta[231,3]",5.002,0.159,4.743,5.261,1,4975
"beta[232,3]",6.831,0.147,6.587,7.071,1,5205
"beta[233,3]",6.238,0.097,6.08,6.399,1,8339
"beta[234,3]",5.363,0.146,5.123,5.602,1,4936
"beta[235,3]",6.772,0.142,6.537,7.007,1,5478
"beta[236,3]",6.811,0.103,6.641,6.981,1,7679
"beta[237,3]",7.312,0.148,7.068,7.557,1,5424
"beta[238,3]",4.414,0.143,4.183,4.647,1,5354
"beta[239,3]",6.6,0.15,6.356,6.847,1,5135
"beta[240,3]",4.897,0.165,4.625,5.165,1,4809
"beta[241,3]",5.998,0.105,5.823,6.171,1,8042
"beta[242,3]",4.198,0.168,3.919,4.472,1,5661
"beta[243,3]",4.574,0.107,4.397,4.752,1.001,8179
"beta[244,3]",6.022,0.151,5.774,6.272,1,5073
"beta[245,3]",6.806,0.127,6.597,7.015,1.001,7295
"beta[246,3]",6.614,0.101,6.447,6.778,1,8429
"beta[247,3]",6.732,0.156,6.481,6.988,1,5177
"beta[248,3]",5.418,0.153,5.164,5.673,1,5590
"beta[249,3]",6.824,0.146,6.583,7.065,1,5178
"beta[250,3]",6.446,0.146,6.211,6.688,1,5175
"beta[251,3]",4.751,0.159,4.488,5.012,1,5277
"beta[252,3]",4.177,0.183,3.875,4.473,1,5086
"beta[253,3]",4.306,0.112,4.122,4.489,1,8832
"beta[254,3]",5.797,0.11,5.612,5.978,1,8239
"beta[255,3]",5.959,0.177,5.668,6.25,1.001,5755
"beta[256,3]",5.547,0.176,5.254,5.83,1,5692
"beta[257,3]",5.519,0.145,5.28,5.757,1,5618
"beta[258,3]",6.386,0.158,6.121,6.646,1,5066
"beta[259,3]",4.222,0.149,3.973,4.467,1,5427
"beta[260,3]",7.82,0.144,7.587,8.06,1,5147
"beta[261,3]",3.946,0.155,3.692,4.206,1,5320
"beta[262,3]",4.654,0.144,4.42,4.892,1,4911
"beta[263,3]",5.669,0.171,5.388,5.952,1,5439
"beta[264,3]",5.595,0.145,5.356,5.832,1,5421
"beta[265,3]",5.953,0.203,5.617,6.291,1,5167
"beta[266,3]",6.356,0.173,6.066,6.635,1,4777
"beta[267,3]",6.078,0.15,5.833,6.324,1,5048
"beta[268,3]",4.014,0.215,3.657,4.369,1,6430
"beta[269,3]",6.617,0.155,6.362,6.877,1,5967
"beta[270,3]",5.726,0.155,5.467,5.978,1,5244
"beta[271,3]",5.817,0.167,5.544,6.091,1,4980
"beta[272,3]",5.542,0.112,5.355,5.725,1,7920
"beta[273,3]",5.528,0.099,5.365,5.692,1,8792
"beta[274,3]",5.998,0.147,5.762,6.244,1,5090
"beta[275,3]",5.832,0.163,5.559,6.096,1,5321
"beta[276,3]",6.831,0.098,6.669,6.993,1.001,8170
"beta[277,3]",5.754,0.148,5.507,5.997,1,5481
"beta[278,3]",5.995,0.108,5.819,6.172,1,7897
"beta[279,3]",4.958,0.149,4.714,5.2,1,5391
"beta[280,3]",6.362,0.126,6.153,6.569,1,8407
"beta[281,3]",5.515,0.104,5.343,5.685,1,8240
"beta[282,3]",6.419,0.118,6.228,6.613,1,6781
"beta[283,3]",5.616,0.121,5.421,5.812,1,6504
"beta[284,3]",6.823,0.149,6.578,7.068,1,5212
"beta[285,3]",5.142,0.146,4.902,5.383,1,5302
"beta[286,3]",7.229,0.156,6.976,7.483,1,4972
