parameter,mean,sd,q05,q95,rhat,ess
"z[402,4]",0.51,0.803,-0.785,1.849,1,8215
"z[403,4]",-0.215,0.982,-1.835,1.403,1.002,7562
"z[404,4]",-0.33,0.92,-1.835,1.177,1.001,6894
"z[405,4]",0.592,0.931,-0.936,2.11,1.001,5670
"z[406,4]",0.616,0.809,-0.719,1.945,1,5219
"z[407,4]",0.904,0.962,-0.699,2.484,1,6207
"z[408,4]",-0.41,0.938,-1.939,1.148,1,8283
"z[409,4]",-0.349,0.925,-1.856,1.18,1.002,3331
"z[410,4]",-0.096,0.848,-1.49,1.299,1,8311
"z[411,4]",0.764,1.026,-0.937,2.462,1.005,1677
"z[412,4]",-0.363,0.93,-1.877,1.163,1,6983
"z[413,4]",-0.077,0.954,-1.646,1.495,1,8275
"z[414,4]",-1.419,0.751,-2.635,-0.16,1,5626
"z[415,4]",-0.079,0.977,-1.699,1.508,1,8295
"z[416,4]",-0.319,0.76,-1.575,0.957,1.003,3426
"z[417,4]",0.089,0.766,-1.174,1.329,1.001,4304
"z[418,4]",-0.351,0.913,-1.853,1.151,1,7997
"z[419,4]",-0.064,0.855,-1.466,1.347,1.001,7962
"z[420,4]",-0.441,1.005,-2.077,1.216,1.004,1887
"z[421,4]",-0.073,0.957,-1.684,1.505,1.001,6619
"z[422,4]",0.331,0.736,-0.886,1.517,1.001,7655
"z[423,4]",-0.132,0.757,-1.358,1.11,1.001,7397
"z[424,4]",-0.51,0.76,-1.749,0.769,1,6331
"z[425,4]",0.05,0.737,-1.163,1.25,1,7481
"z[426,4]",0.704,0.854,-0.703,2.093,1,8458
"z[427,4]",0.025,0.962,-1.566,1.625,1.002,4651
"z[428,4]",-0.134,0.944,-1.678,1.414,1,8003
"z[429,4]",0.551,0.775,-0.731,1.823,1,7966
"z[430,4]",-0.191,0.807,-1.504,1.121,1,8195
"z[431,4]",-0.177,0.984,-1.766,1.453,1.001,3790
"z[432,4]",0.93,0.767,-0.322,2.183,1,8297
"z[433,4]",0.123,0.947,-1.431,1.662,1,7998
"z[434,4]",-0.142,0.854,-1.562,1.243,1,5568
"z[435,4]",0.037,0.98,-1.574,1.647,1,8126
"z[436,4]",-0.226,0.839,-1.581,1.156,1.001,7033
"z[437,4]",-0.208,0.883,-1.675,1.227,1,7419
"z[438,4]",0.28,0.917,-1.231,1.772,1.001,5596
"z[439,4]",0.055,0.909,-1.433,1.548,1.004,1909
"z[440,4]",0.295,0.958,-1.282,1.86,1,6994
"z[441,4]",-0.057,0.767,-1.345,1.202,1,8039
"z[442,4]",0.231,0.984,-1.397,1.84,1.001,8467
"z[443,4]",0.082,0.973,-1.522,1.692,1.001,7788
"z[444,4]",0.021,0.942,-1.507,1.567,1,8276
"z[445,4]",-1.279,0.812,-2.569,0.09,1,5300
"z[446,4]",0.325,0.748,-0.923,1.528,1,7972
"z[447,4]",-0.535,0.793,-1.834,0.77,1.002,2677
"z[448,4]",-0.393,0.981,-1.991,1.227,1.005,1674
"z[449,4]",0.409,0.771,-0.866,1.636,1,8206
"z[450,4]",0.001,0.969,-1.59,1.601,1,8465
"z[451,4]",-0.13,0.85,-1.536,1.264,1,7843
"z[452,4]",0.624,0.861,-0.807,2.019,1,7434
"z[453,4]",-0.702,0.946,-2.25,0.841,1,6982
"z[454,4]",1.446,0.886,-0.016,2.904,1.002,4504
"z[455,4]",-0.587,0.813,-1.932,0.744,1,6825
"z[456,4]",-0.095,0.881,-1.558,1.331,1.002,3205
"z[457,4]",-0.878,0.755,-2.113,0.39,1.002,5796
"z[458,4]",-0.553,0.802,-1.84,0.774,1.003,2814
"z[459,4]",0.143,0.949,-1.417,1.713,1,6925
"z[460,4]",0.797,0.773,-0.492,2.061,1.001,8076
"z[461,4]",0.745,0.843,-0.65,2.113,1.001,7698
"z[462,4]",0.761,0.754,-0.493,1.993,1,7298
"z[463,4]",-0.392,0.956,-1.981,1.183,1,6000
"z[464,4]",0.651,0.744,-0.589,1.857,1,7682
"z[465,4]",0.7,0.918,-0.809,2.206,1.001,5473
"z[466,4]",0.103,0.965,-1.478,1.674,1.001,4137
"z[467,4]",-0.226,0.739,-1.445,0.983,1,7906
"z[468,4]",0.019,0.854,-1.366,1.419,1,7944
"z[469,4]",0.017,0.935,-1.495,1.539,1,8453
"z[470,4]",-0.09,0.975,-1.664,1.555,1.001,6367
"z[471,4]",-0.216,0.954,-1.81,1.359,1.001,7891
"z[472,4]",-0.241,1.039,-1.954,1.478,1.002,2184
"z[473,4]",0.021,0.985,-1.602,1.639,1.001,4903
"z[474,4]",0.345,1.002,-1.291,1.99,1.002,3551
"z[475,4]",-0.933,0.905,-2.391,0.585,1.003,2576
"z[476,4]",-0.092,0.901,-1.55,1.408,1,6788
"z[477,4]",0.386,0.852,-1.033,1.758,1,7524
"z[478,4]",0.636,0.86,-0.788,2.055,1,8218
"z[479,4]",-0.13,0.958,-1.694,1.459,1.002,4111
"z[480,4]",-0.43,0.912,-1.919,1.085,1.001,6269
"z[481,4]",-0.732,0.897,-2.206,0.751,1,7863
"z[482,4]",0.514,0.836,-0.883,1.911,1.001,8058
"z[483,4]",-0.055,0.737,-1.239,1.143,1.001,8100
"z[484,4]",-0.341,0.777,-1.592,0.951,1.002,4970
"z[485,4]",-0.149,0.969,-1.733,1.461,1,8564
"z[486,4]",-0.067,0.986,-1.711,1.529,1.002,3644
"z[487,4]",0.321,0.856,-1.078,1.726,1,7605
"z[488,4]",-0.415,0.897,-1.886,1.03,1,8153
"z[489,4]",0.064,0.954,-1.503,1.624,1.001,6442
"z[490,4]",-0.262,0.934,-1.779,1.27,1,8181
"z[491,4]",-0.529,0.853,-1.907,0.878,1.001,5707
"z[492,4]",-0.073,0.934,-1.611,1.473,1,8112
"z[493,4]",-0.124,0.944,-1.678,1.417,1,6492
"z[494,4]",0.696,0.714,-0.476,1.869,1,8203
"z[495,4]",1.549,0.859,0.104,2.917,1.002,2375
"z[496,4]",0.259,0.898,-1.217,1.747,1,7451
"z[497,4]",0.269,0.862,-1.149,1.682,1,8560
"z[498,4]",-0.46,0.928,-2.004,1.067,1,8389
"z[499,4]",0.053,0.951,-1.501,1.6,1,6818
"z[500,4]",-0.112,1,-1.772,1.531,1.007,1283
"z[501,4]",-0.328,0.763,-1.566,0.94,1.002,4470
"z[502,4]",0.048,0.747,-1.19,1.25,1.001,4833
"z[503,4]",0.773,0.805,-0.583,2.072,1.001,7203
"z[504,4]",-0.034,0.944,-1.589,1.537,1,7626
"z[505,4]",-0.965,0.77,-2.241,0.306,1.002,5131
"z[506,4]",-0.015,0.973,-1.596,1.586,1.001,8599
"z[507,4]",0.074,0.754,-1.173,1.306,1.004,3219
"z[508,4]",-0.467,0.751,-1.708,0.773,1,8051
"z[509,4]",-0.126,0.97,-1.718,1.479,1.002,4077
"z[510,4]",-0.105,0.938,-1.66,1.435,1,8092
"z[511,4]",0.436,0.915,-1.05,1.925,1,8249
"z[512,4]",0.671,0.765,-0.61,1.908,1,6559
"z[513,4]",-0.228,0.935,-1.745,1.303,1.002,6076
"z[514,4]",-0.333,1.015,-1.979,1.349,1.002,2882
"z[515,4]",-0.147,0.958,-1.732,1.453,1,8309
"z[516,4]",-0.181,0.948,-1.753,1.381,1,8190
"z[517,4]",0.122,0.981,-1.477,1.746,1.001,7578
"z[518,4]",-0.038,0.931,-1.565,1.514,1,8610
"z[519,4]",-0.09,0.94,-1.601,1.462,1.002,5021
"z[520,4]",0.008,0.936,-1.561,1.56,1.001,5796
"z[521,4]",-0.55,0.865,-1.979,0.882,1.001,5859
"z[522,4]",0.225,0.931,-1.328,1.734,1,3568
"z[523,4]",-0.088,0.93,-1.609,1.435,1,7700
"z[524,4]",0.581,0.96,-1.002,2.195,1,6691
"z[525,4]",-0.262,1.03,-1.897,1.502,1.004,916
"z[526,4]",0.277,0.884,-1.166,1.747,1,7581
"z[527,4]",0.149,0.811,-1.203,1.473,1,7934
"z[528,4]",-0.114,0.846,-1.5,1.283,1.001,2202
"z[529,4]",0.247,0.924,-1.26,1.772,1,6541
"z[530,4]",0.932,0.97,-0.742,2.453,1.002,1225
"z[531,4]",0.251,0.974,-1.39,1.814,1.001,1792
"z[532,4]",0.719,0.86,-0.742,2.095,1,4847
"z[533,4]",0.197,0.841,-1.186,1.577,1.001,5135
"z[534,4]",-0.921,0.89,-2.346,0.573,1,4493
"z[535,4]",-0.037,0.946,-1.6,1.53,1,1798
"z[536,4]",-0.184,0.844,-1.561,1.205,1,5143
"z[537,4]",0.48,0.854,-0.943,1.896,1.001,4377
"z[538,4]",-0.726,0.923,-2.21,0.842,1.002,1347
"z[539,4]",-0.286,0.934,-1.776,1.285,1,3667
"z[540,4]",-0.04,0.915,-1.549,1.452,1,7813
"z[541,4]",-0.279,0.97,-1.828,1.332,1.001,1939
"z[542,4]",-0.027,0.851,-1.454,1.343,1,4005
"z[543,4]",0.689,1.043,-1.119,2.344,1.001,1316
"z[544,4]",0.107,0.916,-1.388,1.624,1.001,6900
"z[545,4]",0.148,0.967,-1.452,1.736,1.001,4369
"z[546,4]",0.215,0.921,-1.321,1.724,1,6315
"z[547,4]",0.281,0.864,-1.125,1.696,1,4855
"z[548,4]",-0.694,0.931,-2.181,0.874,1.001,1797
"z[549,4]",0.597,0.94,-0.973,2.08,1.003,1375
"z[550,4]",0.287,0.901,-1.216,1.759,1,5980
"z[551,4]",-0.049,0.946,-1.58,1.526,1.002,2558
"z[552,4]",-0.064,0.91,-1.553,1.415,1,6669
"z[553,4]",-0.504,0.843,-1.862,0.884,1.001,5990
"z[554,4]",0.318,1.017,-1.414,1.943,1.001,1782
"z[555,4]",0.643,0.985,-0.98,2.224,1.004,846
"z[556,4]",-0.237,0.882,-1.704,1.233,1.001,5308
"z[557,4]",0.222,0.859,-1.181,1.646,1.001,3059
"z[558,4]",-0.487,0.892,-1.911,0.998,1.002,2441
"z[559,4]",-0.11,0.89,-1.549,1.346,1.002,1810
"z[560,4]",-0.337,0.911,-1.817,1.183,1,7204
"z[561,4]",-0.775,0.866,-2.155,0.69,1.001,3815
"z[562,4]",-0.258,0.817,-1.592,1.084,1,8027
"z[563,4]",0.276,0.954,-1.288,1.834,1.002,1515
"z[564,4]",-0.645,0.841,-1.988,0.785,1,4961
"z[565,4]",0.236,0.947,-1.336,1.79,1,5781
"z[566,4]",0.423,0.867,-1.018,1.836,1,2712
"z[567,4]",0.196,0.937,-1.342,1.733,1,8476
"z[568,4]",0.363,0.85,-1.048,1.739,1,3881
"z[569,4]",-0.366,0.853,-1.747,1.068,1,4000
"z[570,4]",-0.2,0.901,-1.656,1.292,1.002,1482
"z[571,4]",-0.196,0.876,-1.636,1.272,1,3988
"z[572,4]",-0.831,0.892,-2.252,0.693,1.001,3814
"z[573,4]",0.49,0.846,-0.926,1.869,1,4368
"z[574,4]",0.391,0.93,-1.168,1.88,1,5679
"z[575,4]",0.063,0.952,-1.491,1.621,1,7912
"z[576,4]",-0.027,0.838,-1.393,1.368,1.001,4277
"z[577,4]",0.147,0.902,-1.325,1.595,1,7791
"z[578,4]",0.462,0.913,-1.072,1.915,1.001,4247
"z[579,4]",-0.177,0.926,-1.695,1.345,1.001,2179
"z[580,4]",-0.053,0.91,-1.549,1.464,1.001,2748
"z[581,4]",0.294,0.929,-1.268,1.794,1.002,1343
"z[582,4]",-0.511,0.941,-2.026,1.073,1,3870
"z[583,4]",-0.355,0.859,-1.744,1.079,1.001,2247
"z[584,4]",0.266,0.874,-1.186,1.711,1,6896
"z[585,4]",0.585,0.86,-0.9,1.943,1.001,3422
"z[586,4]",0.014,0.945,-1.558,1.545,1,6603
"z[587,4]",0.717,0.904,-0.841,2.156,1.001,1796
"z[588,4]",0.427,0.869,-1.025,1.863,1,3180
"z[589,4]",-0.102,0.823,-1.441,1.272,1,7706
"z[590,4]",0.287,0.86,-1.139,1.693,1,8283
"z[591,4]",-0.248,0.838,-1.616,1.153,1,6805
"z[592,4]",0.055,0.817,-1.272,1.394,1,7948
"z[593,4]",0.082,0.817,-1.269,1.425,1,8088
"z[594,4]",-0.063,0.802,-1.377,1.27,1.001,8166
"z[595,4]",-0.028,0.907,-1.524,1.466,1,7814
"z[596,4]",-0.025,1.525,-2.375,2.632,1.008,448
"z[597,4]",-0.019,0.832,-1.392,1.338,1,8070
"z[598,4]",-0.038,0.863,-1.434,1.411,1.001,2904
"z[599,4]",0.035,0.929,-1.473,1.562,1,7556
"z[600,4]",-0.247,0.992,-1.84,1.406,1.001,2206
"z[601,4]",0.18,0.899,-1.31,1.64,1.001,2270
"z[602,4]",-0.024,0.862,-1.421,1.405,1,8156
"z[603,4]",0.091,0.916,-1.431,1.616,1.001,6552
"z[604,4]",-0.124,0.816,-1.473,1.246,1,5933
"z[605,4]",0.096,0.817,-1.27,1.414,1,7807
"z[606,4]",-0.059,0.991,-1.676,1.601,1.002,1427
"z[607,4]",-0.063,0.841,-1.438,1.309,1,7979
"z[608,4]",0.006,0.922,-1.495,1.527,1.001,3653
"z[609,4]",-0.19,0.953,-1.747,1.394,1,5098
"z[610,4]",0.128,1.09,-1.651,1.9,1.003,1121
"z[611,4]",0.089,0.943,-1.471,1.672,1,8264
"z[612,4]",0.399,0.937,-1.121,1.96,1.001,4694
"z[613,4]",-0.849,0.888,-2.287,0.646,1.001,2925
"z[614,4]",-0.369,1.048,-2.079,1.387,1.002,1128
"z[615,4]",0.013,0.913,-1.506,1.503,1.001,6757
"z[616,4]",-0.362,0.92,-1.865,1.138,1,6959
"z[617,4]",-0.3,0.928,-1.836,1.214,1,6276
"z[618,4]",-0.443,0.825,-1.781,0.915,1,4633
"z[619,4]",-0.017,0.941,-1.569,1.526,1,7595
"z[620,4]",-0.264,0.952,-1.843,1.29,1,7822
"z[621,4]",0.597,1.028,-1.131,2.268,1.003,1022
"z[622,4]",0.255,0.939,-1.285,1.812,1,7727
"z[623,4]",0.022,0.867,-1.395,1.437,1,8091
"z[624,4]",-0.258,0.922,-1.767,1.26,1.001,1855
"z[625,4]",0.181,0.927,-1.334,1.713,1,5989
"z[626,4]",-1.369,0.966,-2.877,0.317,1.001,2529
"z[627,4]",0.816,0.865,-0.625,2.198,1,5599
"z[628,4]",0.225,0.921,-1.298,1.742,1,8224
"z[629,4]",0.243,0.936,-1.272,1.802,1,7658
"z[630,4]",0.316,1.034,-1.434,1.976,1.001,1465
"z[631,4]",0.297,1.031,-1.397,1.967,1.001,1655
"z[632,4]",-0.553,0.97,-2.174,1.007,1.001,5391
"z[633,4]",0.479,0.857,-0.927,1.865,1,6796
"z[634,4]",0.369,0.919,-1.139,1.888,1.001,6347
"z[635,4]",-0.019,0.939,-1.543,1.557,1.002,1767
"z[636,4]",-0.064,0.84,-1.435,1.318,1,8200
"z[637,4]",-0.09,0.917,-1.585,1.433,1.001,3354
"z[638,4]",-0.673,0.893,-2.076,0.836,1.001,2600
"z[639,4]",0.053,0.938,-1.479,1.614,1,4277
"z[640,4]",0.221,0.904,-1.257,1.714,1.001,6784
"z[641,4]",-1.277,0.933,-2.737,0.309,1,2682
"z[642,4]",-0.057,0.863,-1.455,1.343,1,7993
"z[643,4]",-0.169,1.068,-1.923,1.607,1.003,1155
"z[644,4]",0.22,0.974,-1.413,1.801,1,3048
"z[645,4]",-0.008,0.977,-1.602,1.6,1.002,1646
"z[646,4]",0.103,0.914,-1.409,1.587,1,3954
"z[647,4]",0.183,1.029,-1.537,1.834,1.001,1499
"z[648,4]",-0.605,0.849,-1.96,0.827,1,3463
"z[649,4]",-0.383,0.849,-1.742,1.023,1.001,3651
"z[650,4]",0.042,0.958,-1.511,1.623,1,7932
"z[651,4]",0.228,0.915,-1.323,1.715,1.001,3744
"z[652,4]",-0.023,0.824,-1.381,1.323,1.002,4726
"z[653,4]",0.272,1.226,-1.781,2.233,1.005,701
"z[654,4]",0.117,0.863,-1.306,1.538,1,4996
"z[655,4]",-0.525,0.85,-1.891,0.882,1,6333
"z[656,4]",-0.724,0.914,-2.163,0.832,1.001,1623
"z[657,4]",0.55,0.858,-0.885,1.945,1,6545
"z[658,4]",0.164,0.92,-1.339,1.661,1,8117
"z[659,4]",0.025,0.935,-1.486,1.581,1,3665
"z[660,4]",-0.198,1.011,-1.825,1.471,1.002,2003
"z[661,4]",0.562,0.951,-1.031,2.107,1,4929
"z[662,4]",0.19,0.921,-1.332,1.718,1,6478
"z[663,4]",-0.312,0.984,-1.876,1.355,1.001,2872
"z[1,5]",-0.739,0.549,-1.563,0.191,1.002,5729
"z[2,5]",-0.407,0.526,-1.223,0.468,1.002,6924
"z[3,5]",0.01,0.563,-0.919,0.908,1.001,7176
"z[4,5]",-1.394,0.616,-2.302,-0.298,1.001,1980
"z[5,5]",1.703,0.617,0.566,2.567,1.002,1639
"z[6,5]",-0.31,0.529,-1.153,0.573,1.001,7294
"z[7,5]",0.869,0.618,-0.185,1.809,1.001,5048
"z[8,5]",0.127,0.601,-0.869,1.079,1.002,7103
"z[9,5]",-0.175,0.614,-1.161,0.84,1.001,6440
"z[10,5]",1.698,0.599,0.612,2.555,1.002,1740
"z[11,5]",1.456,0.601,0.378,2.315,1.003,1637
"z[12,5]",0.482,0.557,-0.488,1.337,1.001,4984
"z[13,5]",0.016,0.578,-0.934,0.944,1.001,7199
"z[14,5]",-0.139,0.541,-1,0.763,1.001,7447
"z[15,5]",0.006,0.553,-0.916,0.898,1.002,6896
"z[16,5]",-0.434,0.554,-1.308,0.49,1.001,5993
"z[17,5]",-0.482,0.608,-1.447,0.535,1.002,6455
"z[18,5]",-0.021,0.592,-1.015,0.903,1.002,7414
"z[19,5]",1.645,0.724,0.387,2.735,1.001,2475
"z[20,5]",0.725,0.587,-0.28,1.617,1.001,4682
"z[21,5]",0.46,0.589,-0.513,1.405,1.001,6765
"z[22,5]",-0.515,0.595,-1.43,0.496,1.001,6337
"z[23,5]",0.126,0.561,-0.777,1.044,1.001,7098
"z[24,5]",-0.688,0.542,-1.505,0.244,1.001,3914
"z[25,5]",-1.078,0.608,-1.986,-0.023,1.001,3248
"z[26,5]",0.029,0.55,-0.872,0.916,1.001,7358
"z[27,5]",-0.073,0.583,-1.024,0.875,1.001,5526
"z[28,5]",-0.011,0.55,-0.889,0.907,1.001,6704
"z[29,5]",-0.088,0.601,-1.081,0.874,1,7958
"z[30,5]",-0.905,0.578,-1.804,0.089,1.001,3750
"z[31,5]",0.768,0.542,-0.175,1.573,1.002,3939
"z[32,5]",0.234,0.611,-0.807,1.211,1.002,5026
"z[33,5]",-0.027,0.553,-0.922,0.896,1.001,7696
"z[34,5]",1.409,0.649,0.252,2.37,1.001,1940
"z[35,5]",-1.012,0.565,-1.812,0.015,1.001,2977
"z[36,5]",-1.096,0.625,-2.05,-0.02,1.003,2213
"z[37,5]",-1.388,0.59,-2.254,-0.343,1.002,2412
"z[38,5]",-0.177,0.558,-1.089,0.715,1.001,6399
"z[39,5]",-0.243,0.577,-1.148,0.715,1.001,6037
"z[40,5]",-0.761,0.533,-1.561,0.176,1.002,4490
"z[41,5]",0.142,0.562,-0.775,1.029,1.002,6273
"z[42,5]",-0.845,0.555,-1.718,0.107,1.002,4361
"z[43,5]",0.006,0.545,-0.869,0.915,1.001,7150
"z[44,5]",0.686,0.578,-0.302,1.555,1.001,6040
"z[45,5]",-0.064,0.582,-0.987,0.897,1.002,7339
"z[46,5]",0.753,0.542,-0.201,1.542,1.002,3033
"z[47,5]",-0.354,0.613,-1.322,0.686,1.001,5213
"z[48,5]",-0.502,0.562,-1.387,0.44,1.001,5234
"z[49,5]",0.108,0.547,-0.796,0.985,1.004,7661
"z[50,5]",-0.881,0.557,-1.699,0.114,1.001,3423
"z[51,5]",-0.312,0.566,-1.25,0.631,1.002,7257
"z[52,5]",-0.296,0.548,-1.126,0.65,1.001,6627
"z[53,5]",0.059,0.531,-0.799,0.926,1.002,6508
"z[54,5]",0.653,0.55,-0.278,1.517,1.001,5281
"z[55,5]",1.117,0.581,0.103,2.006,1.001,3125
"z[56,5]",-1.073,0.562,-1.886,-0.083,1.001,2998
"z[57,5]",-1.059,0.578,-1.905,-0.011,1.001,2890
"z[58,5]",-0.324,0.533,-1.181,0.523,1.001,7337
"z[59,5]",0.663,0.54,-0.263,1.502,1.001,4676
"z[60,5]",-0.864,0.55,-1.691,0.054,1.002,4353
"z[61,5]",-0.397,0.536,-1.239,0.51,1.001,5600
"z[62,5]",0.69,0.565,-0.291,1.543,1.001,4783
"z[63,5]",-1.133,0.576,-1.959,-0.09,1.002,2781
"z[64,5]",-0.176,0.538,-1.062,0.695,1.001,6356
"z[65,5]",-0.566,0.552,-1.382,0.397,1.001,6612
"z[66,5]",0.764,0.544,-0.171,1.594,1.003,3923
"z[67,5]",0.032,0.563,-0.873,0.957,1.002,7689
"z[68,5]",0.315,0.601,-0.667,1.273,1.001,5301
"z[69,5]",0.487,0.544,-0.449,1.333,1.001,6887
"z[70,5]",-0.638,0.557,-1.502,0.32,1.001,4704
"z[71,5]",-0.573,0.538,-1.389,0.328,1.001,5248
"z[72,5]",0.395,0.573,-0.573,1.291,1.001,7216
"z[73,5]",-0.085,0.543,-0.98,0.789,1.001,5991
"z[74,5]",-0.134,0.556,-1,0.788,1.001,6937
"z[75,5]",0.622,0.581,-0.359,1.521,1.002,4814
"z[76,5]",-1.164,0.591,-2.032,-0.107,1.001,2496
"z[77,5]",-0.562,0.596,-1.505,0.448,1.001,4676
"z[78,5]",-0.748,0.579,-1.613,0.253,1.001,3616
"z[79,5]",0.327,0.56,-0.593,1.214,1.001,6877
"z[80,5]",0.127,0.551,-0.789,1.004,1.001,7073
"z[81,5]",-0.75,0.554,-1.577,0.215,1.001,4436
"z[82,5]",-0.517,0.559,-1.375,0.438,1.001,3884
"z[83,5]",0.377,0.551,-0.555,1.236,1.001,6823
"z[84,5]",0.033,0.537,-0.82,0.917,1.001,6612
"z[85,5]",-0.735,0.55,-1.551,0.203,1.001,5156
"z[86,5]",-0.823,0.561,-1.682,0.147,1,4482
"z[87,5]",0.36,0.549,-0.519,1.241,1.001,6937
"z[88,5]",-0.541,0.545,-1.363,0.405,1,6656
"z[89,5]",-0.882,0.553,-1.718,0.106,1.002,3469
"z[90,5]",-0.42,0.58,-1.301,0.57,1.003,3669
"z[91,5]",-0.047,0.582,-0.995,0.914,1.001,7680
"z[92,5]",-0.523,0.586,-1.413,0.455,1,4282
"z[93,5]",0.208,0.522,-0.671,1.044,1.001,7279
"z[94,5]",-0.874,0.576,-1.733,0.131,1.001,3601
"z[95,5]",1.673,0.608,0.573,2.55,1.001,1725
"z[96,5]",-0.068,0.578,-1.018,0.854,1,7426
"z[97,5]",0.722,0.582,-0.32,1.589,1.001,4016
"z[98,5]",1.732,0.616,0.627,2.604,1.004,1482
"z[99,5]",-0.631,0.551,-1.487,0.313,1.002,5882
"z[100,5]",1.036,0.573,0.037,1.888,1.001,2770
"z[101,5]",-0.826,0.565,-1.68,0.156,1,3849
"z[102,5]",-0.562,0.528,-1.363,0.343,1.001,5302
"z[103,5]",0.094,0.52,-0.737,0.955,1.001,7744
"z[104,5]",0.021,0.554,-0.878,0.93,1.001,7663
"z[105,5]",0.339,0.531,-0.571,1.167,1.001,7515
"z[106,5]",-0.619,0.537,-1.455,0.301,1.001,6015
"z[107,5]",0.456,0.54,-0.449,1.272,1,5911
"z[108,5]",-0.03,0.553,-0.924,0.864,1.001,7457
"z[109,5]",0.461,0.555,-0.465,1.329,1.002,5575
"z[110,5]",0.698,0.556,-0.256,1.557,1.001,4111
"z[111,5]",0.27,0.551,-0.641,1.134,1.002,6627
"z[112,5]",-1.833,0.641,-2.731,-0.659,1.004,1389
"z[113,5]",0.666,0.603,-0.376,1.595,1.001,5042
"z[114,5]",-0.566,0.583,-1.476,0.425,1.001,6547
"z[115,5]",-0.983,0.616,-1.908,0.089,1.002,3299
"z[116,5]",-0.731,0.603,-1.662,0.324,1.001,4657
"z[117,5]",-0.585,0.581,-1.48,0.409,1.001,6063
"z[118,5]",-0.564,0.604,-1.516,0.445,1.001,5472
"z[119,5]",-0.044,0.527,-0.884,0.817,1.001,7369
"z[120,5]",-0.205,0.512,-1.035,0.632,1.002,7005
"z[121,5]",0.738,0.552,-0.228,1.589,1.001,3977
"z[122,5]",-0.755,0.582,-1.669,0.263,1.001,5455
"z[123,5]",0.3,0.556,-0.619,1.181,1.002,7198
"z[124,5]",-1.265,0.607,-2.165,-0.185,1.001,2723
"z[125,5]",-0.169,0.6,-1.147,0.827,1,6691
"z[126,5]",1.79,0.627,0.672,2.687,1.002,1680
"z[127,5]",0.243,0.577,-0.706,1.169,1.001,7545
"z[128,5]",-0.341,0.578,-1.259,0.615,1.001,7078
"z[129,5]",-0.179,0.589,-1.129,0.798,1.001,7479
"z[130,5]",0.043,0.547,-0.826,0.954,1.002,5694
"z[131,5]",-1.16,0.562,-1.972,-0.14,1.003,2898
"z[132,5]",-0.16,0.546,-1.035,0.756,1.001,5346
"z[133,5]",1.272,0.593,0.213,2.146,1,2373
"z[134,5]",-0.227,0.537,-1.085,0.659,1.002,7068
"z[135,5]",1.097,0.598,0.082,2.003,1.002,2941
"z[136,5]",-0.139,0.552,-1.042,0.745,1,7774
"z[137,5]",-0.748,0.572,-1.625,0.248,1,6663
"z[138,5]",-0.324,0.551,-1.206,0.585,1.002,7741
"z[139,5]",-0.088,0.544,-0.959,0.818,1.001,7609
"z[140,5]",-0.199,0.56,-1.096,0.697,1.001,7620
"z[141,5]",1.198,0.629,0.079,2.124,1.002,2314
"z[142,5]",-0.389,0.599,-1.349,0.585,1.001,4719
"z[143,5]",0.807,0.62,-0.255,1.763,1,3709
"z[144,5]",0.762,0.584,-0.243,1.671,1.002,4869
"z[145,5]",0.698,0.659,-0.451,1.669,1.002,2841
"z[146,5]",0.05,0.576,-0.895,0.975,1.001,7890
"z[147,5]",-1.051,0.617,-1.983,0.023,1.001,4013
"z[148,5]",-0.235,0.553,-1.082,0.724,1.001,5412
"z[149,5]",-1.67,0.63,-2.574,-0.523,1.002,1753
"z[150,5]",-0.619,0.555,-1.463,0.338,1.001,4355
"z[151,5]",0.192,0.528,-0.669,1.056,1.002,7281
"z[152,5]",0.752,0.572,-0.233,1.622,1.001,4526
"z[153,5]",0.276,0.56,-0.659,1.168,1,7112
"z[154,5]",-0.85,0.548,-1.672,0.096,1.001,3502
"z[155,5]",0.14,0.537,-0.782,0.991,1.001,7279
"z[156,5]",0.52,0.554,-0.406,1.394,1.001,5995
"z[157,5]",2.049,0.683,0.809,2.993,1.003,1431
"z[158,5]",-0.302,0.559,-1.184,0.629,1.001,6977
"z[159,5]",0.021,0.575,-0.93,0.935,1,7337
"z[160,5]",-0.091,0.54,-0.98,0.766,1.002,7561
"z[161,5]",1.245,0.635,0.093,2.176,1.001,2680
"z[162,5]",0.039,0.568,-0.881,0.961,1.002,6838
"z[163,5]",1.676,0.609,0.517,2.515,1.002,1549
"z[164,5]",-0.406,0.562,-1.316,0.519,1,7741
"z[165,5]",-0.01,0.546,-0.916,0.865,1.001,7637
"z[166,5]",-1.697,0.675,-2.639,-0.48,1.002,1630
"z[167,5]",-0.524,0.595,-1.457,0.492,1.001,6917
"z[168,5]",-0.394,0.577,-1.313,0.588,1.001,6129
"z[169,5]",0.501,0.601,-0.515,1.429,1.001,6522
"z[170,5]",1.149,0.613,0.087,2.064,1.001,3083
"z[171,5]",0.514,0.559,-0.423,1.4,1.002,6043
"z[172,5]",3.556,0.863,1.86,4.64,1.006,703
"z[173,5]",0.713,0.587,-0.298,1.602,1.001,4836
"z[174,5]",0.468,0.599,-0.554,1.376,1.001,6191
"z[175,5]",0.301,0.566,-0.648,1.186,1.001,7061
"z[176,5]",-0.213,0.545,-1.077,0.699,1.001,7157
"z[177,5]",-1.236,0.576,-2.066,-0.201,1.002,2208
