parameter,mean,sd,q05,q95,rhat,ess
"z[88,4]",-0.342,0.863,-1.768,1.097,1,8604
"z[89,4]",0.366,0.868,-1.101,1.788,1,8001
"z[90,4]",-0.329,0.929,-1.857,1.218,1,8653
"z[91,4]",0.049,0.972,-1.547,1.637,1,8325
"z[92,4]",0.473,0.867,-0.978,1.85,1,8479
"z[93,4]",-0.196,0.838,-1.558,1.178,1,8647
"z[94,4]",-0.223,0.88,-1.666,1.24,1,8834
"z[95,4]",-0.519,0.909,-1.998,1,1,8553
"z[96,4]",0.548,0.959,-1.043,2.104,1,7704
"z[97,4]",0.649,0.906,-0.869,2.115,1.001,7581
"z[98,4]",-0.061,0.937,-1.596,1.492,1,7908
"z[99,4]",0.18,0.863,-1.291,1.583,1,8840
"z[100,4]",-0.49,0.864,-1.903,0.959,1,7835
"z[101,4]",-0.697,0.888,-2.113,0.775,1,7744
"z[102,4]",0.181,0.847,-1.208,1.558,1,8823
"z[103,4]",-0.144,0.856,-1.559,1.256,1,8057
"z[104,4]",0.118,0.918,-1.371,1.617,1,7779
"z[105,4]",0.112,0.848,-1.285,1.484,1,8346
"z[106,4]",0.194,0.844,-1.177,1.556,1,8349
"z[107,4]",0.647,0.879,-0.837,2.029,1.001,6957
"z[108,4]",-0.025,0.896,-1.488,1.442,1.001,9433
"z[109,4]",-0.158,0.889,-1.587,1.306,1,8306
"z[110,4]",0.153,0.88,-1.312,1.564,1,8281
"z[111,4]",0.34,0.924,-1.179,1.835,1,8861
"z[112,4]",0.229,0.914,-1.266,1.743,1.001,8446
"z[113,4]",0.007,0.995,-1.623,1.621,1,8208
"z[114,4]",0.086,0.976,-1.501,1.67,1,8788
"z[115,4]",-0.245,0.979,-1.866,1.371,1.001,8166
"z[116,4]",-0.008,0.971,-1.619,1.582,1,7979
"z[117,4]",-0.091,0.971,-1.71,1.487,1,8306
"z[118,4]",-0.002,0.979,-1.63,1.566,1,8367
"z[119,4]",0.353,0.857,-1.079,1.739,1,8258
"z[120,4]",0.039,0.837,-1.34,1.41,1,8612
"z[121,4]",-0.177,0.865,-1.607,1.265,1.001,8641
"z[122,4]",0.18,0.978,-1.429,1.778,1,8166
"z[123,4]",0.168,0.881,-1.289,1.608,1.001,8517
"z[124,4]",0.122,0.952,-1.456,1.662,1,9038
"z[125,4]",-0.067,0.984,-1.694,1.565,1,8501
"z[126,4]",-1.281,0.925,-2.744,0.312,1,5554
"z[127,4]",0.308,0.978,-1.309,1.899,1,8834
"z[128,4]",0.15,0.912,-1.365,1.619,1,8349
"z[129,4]",-0.172,0.955,-1.736,1.411,1,8248
"z[130,4]",-0.369,0.863,-1.77,1.077,1,8376
"z[131,4]",0.165,0.854,-1.251,1.559,1,8434
"z[132,4]",-0.252,0.844,-1.619,1.142,1,8293
"z[133,4]",-0.533,0.912,-1.99,0.996,1,8104
"z[134,4]",0.127,0.88,-1.318,1.577,1,8592
"z[135,4]",-0.362,0.87,-1.776,1.104,1,8757
"z[136,4]",0.166,0.895,-1.301,1.636,1,8573
"z[137,4]",0.107,0.935,-1.436,1.632,1,8590
"z[138,4]",-0.163,0.924,-1.697,1.333,1,9278
"z[139,4]",-0.362,0.898,-1.841,1.121,1,8565
"z[140,4]",0.325,0.902,-1.188,1.799,1,8255
"z[141,4]",0.687,1.011,-1.002,2.337,1,7399
"z[142,4]",1.443,0.966,-0.233,2.939,1,5504
"z[143,4]",0.021,0.987,-1.616,1.648,1,8405
"z[144,4]",-0.13,0.985,-1.753,1.478,1,7967
"z[145,4]",1.968,1.083,0.08,3.648,1.001,4759
"z[146,4]",0.174,0.979,-1.434,1.779,1,8268
"z[147,4]",0.095,0.981,-1.556,1.695,1,9097
"z[148,4]",-0.656,0.875,-2.065,0.806,1,7246
"z[149,4]",-0.058,0.907,-1.546,1.435,1,8129
"z[150,4]",-0.366,0.872,-1.79,1.061,1,8829
"z[151,4]",-0.53,0.872,-1.942,0.94,1,7204
"z[152,4]",0.427,0.906,-1.082,1.897,1,7790
"z[153,4]",-0.193,0.922,-1.729,1.326,1,9196
"z[154,4]",-0.102,0.845,-1.484,1.275,1,8344
"z[155,4]",0.34,0.857,-1.084,1.73,1,8117
"z[156,4]",-0.242,0.903,-1.697,1.261,1,8494
"z[157,4]",0.13,0.993,-1.506,1.753,1,8413
"z[158,4]",0.107,0.929,-1.412,1.648,1,8755
"z[159,4]",0.099,0.976,-1.511,1.686,1,8212
"z[160,4]",0.191,0.894,-1.278,1.696,1,7743
"z[161,4]",0.217,0.993,-1.453,1.864,1,8744
"z[162,4]",0.635,0.945,-0.928,2.165,1,7873
"z[163,4]",-0.362,0.864,-1.79,1.075,1,8312
"z[164,4]",0.343,0.938,-1.211,1.882,1,8202
"z[165,4]",0.112,0.886,-1.344,1.55,1,9021
"z[166,4]",-1.236,0.944,-2.718,0.397,1,6408
"z[167,4]",-0.047,1.007,-1.722,1.585,1.001,8186
"z[168,4]",-0.152,0.98,-1.754,1.473,1,8201
"z[169,4]",0.085,0.987,-1.531,1.729,1,8354
"z[170,4]",0.061,0.972,-1.542,1.653,1,8489
"z[171,4]",-0.656,0.944,-2.22,0.914,1,7547
"z[172,4]",0.247,0.954,-1.335,1.804,1.001,8506
"z[173,4]",0.219,0.955,-1.362,1.787,1.002,8275
"z[174,4]",0.33,0.994,-1.328,1.956,1,8189
"z[175,4]",-0.299,0.874,-1.695,1.15,1,8723
"z[176,4]",-0.227,0.86,-1.637,1.201,1.001,9020
"z[177,4]",0.275,0.852,-1.133,1.655,1,8165
"z[178,4]",0.482,0.886,-0.996,1.936,1,7632
"z[179,4]",0.379,0.857,-1.031,1.751,1,8865
"z[180,4]",0.005,0.985,-1.596,1.606,1.001,8513
"z[181,4]",-0.06,0.925,-1.585,1.444,1,8732
"z[182,4]",0.324,0.924,-1.203,1.828,1,7980
"z[183,4]",0.327,0.87,-1.163,1.733,1,8802
"z[184,4]",-0.446,0.889,-1.898,1.035,1,8199
"z[185,4]",0.069,0.869,-1.374,1.511,1,8703
"z[186,4]",0.238,0.857,-1.179,1.632,1,8839
"z[187,4]",-0.111,0.859,-1.519,1.276,1,8975
"z[188,4]",0.291,0.887,-1.196,1.729,1,8529
"z[189,4]",-0.242,0.912,-1.724,1.269,1,9237
"z[190,4]",0.322,0.924,-1.202,1.838,1,8642
"z[191,4]",0.002,0.993,-1.648,1.611,1,8469
"z[192,4]",0.014,0.984,-1.591,1.642,1,8450
"z[193,4]",-0.151,0.911,-1.617,1.348,1,9117
"z[194,4]",-0.093,0.985,-1.714,1.516,1,8201
"z[195,4]",0.27,0.929,-1.258,1.782,1,7887
"z[196,4]",-0.029,0.914,-1.515,1.486,1,8161
"z[197,4]",0.176,0.884,-1.279,1.603,1,9217
"z[198,4]",-0.279,0.904,-1.74,1.232,1,8630
"z[199,4]",-0.044,0.875,-1.466,1.408,1,8509
"z[200,4]",0.211,0.992,-1.434,1.839,1,8147
"z[201,4]",-0.088,0.957,-1.635,1.486,1,9302
"z[202,4]",-0.261,0.912,-1.749,1.278,1,8804
"z[203,4]",-0.253,0.886,-1.703,1.202,1,8839
"z[204,4]",-0.045,0.953,-1.619,1.531,1,8401
"z[205,4]",-0.032,0.975,-1.615,1.575,1,8841
"z[206,4]",0.223,0.957,-1.346,1.79,1,8305
"z[207,4]",0.025,0.956,-1.557,1.58,1.001,9006
"z[208,4]",-0.797,0.985,-2.413,0.838,1,8140
"z[209,4]",0.967,0.975,-0.674,2.533,1,7199
"z[210,4]",0.173,0.95,-1.383,1.725,1.001,8437
"z[211,4]",-0.183,0.952,-1.773,1.364,1,8902
"z[212,4]",0.076,0.919,-1.416,1.587,1,8974
"z[213,4]",-0.197,0.981,-1.81,1.423,1,8929
"z[214,4]",-0.424,0.987,-2.053,1.184,1,8413
"z[215,4]",-0.018,0.954,-1.592,1.546,1,8737
"z[216,4]",-0.527,0.924,-2.034,1.01,1,8267
"z[217,4]",-0.37,0.975,-1.987,1.224,1,8632
"z[218,4]",0.043,0.95,-1.521,1.614,1,8450
"z[219,4]",-0.024,0.947,-1.609,1.535,1.001,8744
"z[220,4]",-0.023,0.952,-1.589,1.559,1,8758
"z[221,4]",-0.133,1.007,-1.774,1.541,1,8133
"z[222,4]",-0.144,0.942,-1.69,1.413,1,8732
"z[223,4]",-0.208,0.945,-1.774,1.326,1,8169
"z[224,4]",0.019,0.984,-1.631,1.645,1,8428
"z[225,4]",0.509,0.918,-1.027,1.983,1,8186
"z[226,4]",-0.172,0.947,-1.719,1.391,1,8327
"z[227,4]",0.316,0.94,-1.236,1.821,1,8449
"z[228,4]",0.06,0.966,-1.532,1.629,1,9089
"z[229,4]",-0.009,0.973,-1.599,1.576,1,8774
"z[230,4]",-0.054,0.959,-1.622,1.508,1,9306
"z[231,4]",0.763,0.927,-0.775,2.257,1,7942
"z[232,4]",-0.287,0.911,-1.777,1.216,1,8425
"z[233,4]",-0.264,0.916,-1.772,1.26,1,8706
"z[234,4]",-0.102,0.896,-1.592,1.323,1,8681
"z[235,4]",0.018,0.957,-1.54,1.575,1,8010
"z[236,4]",-0.063,0.979,-1.66,1.53,1,8831
"z[237,4]",0.09,0.945,-1.455,1.627,1,9171
"z[238,4]",0.197,0.972,-1.43,1.791,1,8416
"z[239,4]",0.45,0.96,-1.147,2.019,1,7990
"z[240,4]",-0.091,0.972,-1.695,1.52,1,8960
"z[241,4]",-0.386,0.971,-1.986,1.245,1,7480
"z[242,4]",0.054,0.989,-1.561,1.664,1,8461
"z[243,4]",-0.121,0.96,-1.711,1.451,1,8600
"z[244,4]",-0.343,0.959,-1.917,1.202,1,7813
"z[245,4]",-0.131,0.994,-1.796,1.491,1.001,8513
"z[246,4]",0.266,0.968,-1.336,1.838,1,8468
"z[247,4]",0.118,0.957,-1.462,1.719,1,8696
"z[248,4]",0.726,0.993,-0.938,2.337,1,7196
"z[249,4]",0.03,0.896,-1.438,1.519,1,8504
"z[250,4]",0.194,0.989,-1.438,1.859,1,8479
"z[251,4]",-0.102,0.99,-1.708,1.555,1,8421
"z[252,4]",0.087,0.961,-1.461,1.702,1,8444
"z[253,4]",-0.143,0.971,-1.707,1.445,1,8686
"z[254,4]",0.273,0.961,-1.301,1.852,1,8818
"z[255,4]",-0.166,0.93,-1.68,1.381,1,8607
"z[256,4]",-0.293,0.981,-1.91,1.301,1,8208
"z[257,4]",-0.681,1.007,-2.326,0.987,1,7437
"z[258,4]",0.005,1.001,-1.661,1.631,1,8418
"z[259,4]",0.139,0.974,-1.459,1.726,1,8166
"z[260,4]",0.291,0.976,-1.328,1.899,1,8254
"z[261,4]",-0.142,0.973,-1.74,1.483,1,8347
"z[262,4]",-0.504,0.978,-2.096,1.122,1,8277
"z[263,4]",-0.285,0.939,-1.822,1.272,1.001,8585
"z[264,4]",0.394,0.918,-1.134,1.869,1,8250
"z[265,4]",0.157,0.97,-1.459,1.728,1,8855
"z[266,4]",0.324,0.933,-1.207,1.836,1,8560
"z[267,4]",0.087,0.895,-1.381,1.57,1,8584
"z[268,4]",-0.011,0.995,-1.666,1.622,1,8563
"z[269,4]",0.471,0.984,-1.146,2.08,1,8095
"z[270,4]",-0.095,1.01,-1.778,1.56,1,7935
"z[271,4]",0.012,0.994,-1.64,1.648,1,8995
"z[272,4]",0.38,0.967,-1.216,1.94,1,7940
"z[273,4]",-0.001,0.958,-1.585,1.569,1,8568
"z[274,4]",-0.294,0.985,-1.928,1.345,1,8142
"z[275,4]",-0.139,1.006,-1.804,1.496,1,8915
"z[276,4]",0.374,0.958,-1.206,1.925,1,8345
"z[277,4]",0.206,0.953,-1.368,1.796,1,8674
"z[278,4]",-0.259,0.906,-1.761,1.237,1,8396
"z[279,4]",0.072,0.947,-1.47,1.622,1,8502
"z[280,4]",-0.032,0.983,-1.682,1.569,1,9117
"z[281,4]",-0.148,0.931,-1.659,1.368,1,8712
"z[282,4]",0.091,0.985,-1.525,1.719,1,8529
"z[283,4]",-0.495,0.919,-1.981,1.037,1.001,8469
"z[284,4]",1.211,0.99,-0.46,2.762,1,6804
"z[285,4]",0.075,0.891,-1.423,1.545,1.001,8512
"z[286,4]",-0.165,0.898,-1.641,1.314,1,8825
"z[287,4]",-0.253,0.967,-1.836,1.319,1,8822
"z[288,4]",0.313,0.99,-1.329,1.891,1,8576
"z[289,4]",0.067,0.956,-1.512,1.615,1.001,8254
"z[290,4]",-0.056,0.902,-1.528,1.464,1,8068
"z[291,4]",0.038,0.981,-1.574,1.631,1,8857
"z[292,4]",0.055,0.976,-1.57,1.664,1,8659
"z[293,4]",0.283,0.945,-1.306,1.838,1,7973
"z[294,4]",-0.135,0.996,-1.774,1.518,1,8487
"z[295,4]",-0.599,0.936,-2.134,0.978,1,8311
"z[296,4]",-0.026,0.967,-1.604,1.58,1,8573
"z[297,4]",-0.004,0.905,-1.499,1.468,1,8638
"z[298,4]",0.046,0.919,-1.471,1.558,1,8707
"z[299,4]",0.235,0.903,-1.274,1.716,1,8572
"z[300,4]",-0.058,0.975,-1.678,1.545,1,8503
"z[301,4]",0.047,1.002,-1.585,1.697,1.001,8585
"z[302,4]",-0.059,1.007,-1.741,1.606,1,8588
"z[303,4]",-0.14,0.949,-1.713,1.419,1,8442
"z[304,4]",0.011,0.93,-1.525,1.525,1,8576
"z[305,4]",-0.048,0.901,-1.524,1.435,1,8724
"z[306,4]",-0.387,0.961,-1.962,1.198,1,7300
"z[307,4]",0.24,0.991,-1.4,1.856,1.001,9469
"z[308,4]",-0.012,0.941,-1.551,1.507,1,8412
"z[309,4]",-0.584,0.914,-2.056,0.95,1.001,8316
"z[310,4]",-0.301,0.931,-1.841,1.246,1.001,8272
"z[311,4]",-0.291,0.91,-1.77,1.237,1,8341
"z[312,4]",0.381,0.957,-1.209,1.954,1,8512
"z[313,4]",-0.335,0.943,-1.85,1.228,1,8256
"z[314,4]",-0.162,0.962,-1.74,1.417,1,8691
"z[315,4]",-0.612,0.997,-2.227,1.062,1,8176
"z[316,4]",-0.082,0.985,-1.696,1.534,1,8176
"z[317,4]",0.182,0.98,-1.417,1.812,1,8052
"z[318,4]",0.061,0.973,-1.557,1.635,1,8429
"z[319,4]",0.126,0.939,-1.414,1.658,1,8511
"z[320,4]",0.158,0.985,-1.458,1.792,1,8845
"z[321,4]",-0.232,0.942,-1.768,1.323,1,8643
"z[322,4]",0.207,0.969,-1.397,1.82,1,8723
"z[323,4]",0.318,0.943,-1.249,1.86,1.001,8081
"z[324,4]",-0.305,0.996,-1.931,1.353,1,7785
"z[325,4]",0.181,0.947,-1.382,1.706,1,8668
"z[326,4]",-0.244,0.957,-1.818,1.353,1,8302
"z[327,4]",0.011,0.915,-1.464,1.535,1,8831
"z[328,4]",-0.573,0.923,-2.08,0.95,1,8177
"z[329,4]",-0.095,0.929,-1.625,1.431,1.001,8073
"z[330,4]",0.005,0.911,-1.483,1.531,1.001,8574
"z[331,4]",-0.172,0.944,-1.692,1.394,1,8585
"z[332,4]",0.151,0.966,-1.428,1.728,1,8527
"z[333,4]",-0.4,0.942,-1.931,1.173,1.001,8079
"z[334,4]",-0.002,0.991,-1.623,1.63,1.001,9143
"z[335,4]",-0.263,0.949,-1.795,1.311,1,8396
"z[336,4]",-0.003,1,-1.659,1.625,1,8875
"z[337,4]",-0.106,0.937,-1.66,1.446,1,8900
"z[338,4]",-0.196,0.908,-1.676,1.318,1,8619
"z[339,4]",0.099,0.905,-1.417,1.571,1,8515
"z[340,4]",0.278,0.905,-1.203,1.757,1,8398
"z[341,4]",0.304,0.928,-1.223,1.843,1,8781
"z[342,4]",0.464,0.919,-1.091,1.951,1,8083
"z[343,4]",-0.05,0.942,-1.625,1.502,1.001,8573
"z[344,4]",0.284,0.971,-1.317,1.867,1,8758
"z[345,4]",-0.029,0.937,-1.568,1.513,1,8752
"z[346,4]",0.094,0.91,-1.415,1.567,1,8675
"z[347,4]",0.04,0.998,-1.616,1.667,1,8605
"z[348,4]",-0.039,0.942,-1.595,1.5,1,8618
"z[349,4]",-0.045,0.956,-1.656,1.505,1.001,8683
"z[350,4]",0.052,0.899,-1.407,1.553,1.001,8885
"z[351,4]",0.165,0.956,-1.439,1.739,1,8552
"z[352,4]",0.298,0.934,-1.268,1.819,1,8573
"z[353,4]",-0.202,0.931,-1.735,1.308,1,8445
"z[354,4]",-0.124,0.942,-1.655,1.421,1,7846
"z[355,4]",-0.627,0.932,-2.121,0.934,1,8421
"z[356,4]",-0.073,0.939,-1.604,1.466,1,8409
"z[357,4]",0.653,0.923,-0.893,2.136,1,8548
"z[358,4]",0.007,0.994,-1.619,1.634,1.001,8649
"z[359,4]",0.058,0.993,-1.589,1.67,1,8393
"z[360,4]",-0.063,0.988,-1.691,1.553,1,8885
"z[361,4]",-0.484,0.924,-1.956,1.058,1,8555
"z[362,4]",-0.007,0.996,-1.657,1.617,1,8790
"z[363,4]",0.018,0.989,-1.622,1.645,1,9143
"z[364,4]",0.019,1.001,-1.629,1.68,1,7801
"z[365,4]",-0.031,0.897,-1.505,1.442,1,8832
"z[366,4]",0.071,0.893,-1.384,1.564,1,8281
"z[367,4]",0.434,0.891,-1.045,1.875,1,8272
"z[368,4]",0.022,1.003,-1.599,1.67,1,8980
"z[369,4]",0.103,0.916,-1.391,1.634,1,8499
"z[370,4]",-0.03,0.985,-1.641,1.573,1,9317
"z[371,4]",-0.265,0.912,-1.761,1.241,1,8649
"z[372,4]",-0.013,1.004,-1.663,1.618,1,8602
"z[373,4]",0.806,1.005,-0.893,2.417,1.001,6940
"z[374,4]",0.311,0.909,-1.188,1.813,1,8808
"z[375,4]",0.316,0.959,-1.281,1.875,1,9119
"z[376,4]",0.364,0.9,-1.133,1.82,1,8105
"z[377,4]",-0.524,0.955,-2.096,1.046,1,7313
"z[378,4]",0.385,0.996,-1.26,1.996,1,8207
"z[379,4]",-0.057,0.959,-1.653,1.487,1,8618
"z[380,4]",-0.314,0.916,-1.823,1.208,1,8738
"z[381,4]",0.076,0.903,-1.43,1.53,1,8042
"z[382,4]",-0.382,0.946,-1.947,1.178,1,8508
"z[383,4]",0.026,0.936,-1.518,1.584,1,8899
"z[384,4]",-0.126,0.886,-1.599,1.343,1,8229
"z[385,4]",0.278,0.935,-1.273,1.804,1,7932
"z[386,4]",0.13,0.975,-1.436,1.764,1,8377
"z[387,4]",-0.129,0.925,-1.644,1.405,1,9256
"z[388,4]",0.025,0.973,-1.572,1.623,1,8407
"z[389,4]",0.092,0.905,-1.386,1.596,1,8626
"z[390,4]",-0.093,0.953,-1.637,1.44,1.001,9412
"z[391,4]",-0.077,0.944,-1.656,1.483,1,8421
"z[392,4]",0.377,0.963,-1.212,1.966,1,8634
"z[393,4]",0.058,0.895,-1.426,1.533,1,9117
"z[394,4]",0.245,0.912,-1.261,1.738,1,8632
"z[395,4]",-0.172,1,-1.82,1.501,1,8770
"z[396,4]",-0.047,0.981,-1.669,1.572,1,8730
"z[397,4]",0.199,0.986,-1.432,1.794,1,8942
"z[398,4]",-0.028,0.991,-1.65,1.596,1,8179
"z[399,4]",-0.002,0.997,-1.62,1.629,1,8700
"z[400,4]",-0.119,0.989,-1.728,1.513,1.001,8050
"z[401,4]",0.013,0.995,-1.619,1.658,1,8826
"z[402,4]",0.495,0.949,-1.085,2.047,1.001,7677
"z[403,4]",0.032,1.001,-1.61,1.671,1,7934
"z[404,4]",0.381,0.973,-1.219,2.001,1,8260
"z[405,4]",0.147,0.966,-1.421,1.729,1,8379
"z[406,4]",0.225,0.924,-1.298,1.721,1,8251
"z[407,4]",0.686,1.022,-0.989,2.359,1,7432
"z[408,4]",-0.024,0.981,-1.624,1.597,1,8899
"z[409,4]",0.089,0.972,-1.516,1.665,1,7706
"z[410,4]",-0.116,0.952,-1.656,1.449,1,8888
"z[411,4]",-0.096,0.992,-1.735,1.578,1,8883
"z[412,4]",-0.26,0.984,-1.854,1.346,1,7942
"z[413,4]",0.039,0.995,-1.582,1.692,1,8578
"z[414,4]",-0.406,0.909,-1.883,1.102,1,8566
"z[415,4]",-0.025,0.988,-1.656,1.589,1,8516
"z[416,4]",-0.109,0.909,-1.638,1.392,1,9009
"z[417,4]",-0.189,0.914,-1.671,1.32,1,8240
"z[418,4]",-0.232,0.972,-1.841,1.346,1,7531
"z[419,4]",-0.363,0.966,-1.954,1.232,1,8769
"z[420,4]",0.036,0.992,-1.605,1.665,1,9095
"z[421,4]",-0.079,0.974,-1.688,1.499,1,8942
"z[422,4]",-0.249,0.911,-1.693,1.263,1,9201
"z[423,4]",-0.718,0.936,-2.228,0.83,1,7732
"z[424,4]",-0.188,0.895,-1.636,1.29,1,8517
"z[425,4]",-0.419,0.914,-1.895,1.12,1.001,8347
"z[426,4]",-0.186,0.955,-1.734,1.405,1,8739
"z[427,4]",-0.071,0.98,-1.695,1.587,1.001,8238
"z[428,4]",-0.043,0.97,-1.64,1.557,1,8539
"z[429,4]",-0.057,0.917,-1.581,1.453,1.001,8672
"z[430,4]",0.192,0.939,-1.347,1.731,1,8504
"z[431,4]",-0.061,1.009,-1.722,1.638,1,8397
"z[432,4]",0.397,0.924,-1.139,1.896,1,8769
"z[433,4]",0.085,0.998,-1.573,1.725,1,7973
"z[434,4]",0.408,0.971,-1.177,1.981,1,7933
"z[435,4]",0.066,0.999,-1.591,1.713,1,8760
"z[436,4]",-0.392,0.948,-1.948,1.157,1,8679
"z[437,4]",-0.052,0.959,-1.657,1.519,1,8708
"z[438,4]",0.041,0.97,-1.555,1.605,1.001,8455
"z[439,4]",-0.177,0.945,-1.687,1.389,1,8504
"z[440,4]",0.092,0.989,-1.543,1.705,1,8699
"z[441,4]",0.123,0.909,-1.378,1.596,1,8511
"z[442,4]",-0.042,1.01,-1.712,1.599,1,8535
"z[443,4]",0.116,0.985,-1.528,1.707,1,8860
"z[444,4]",-0.158,0.972,-1.757,1.435,1.001,8924
"z[445,4]",-1.33,0.996,-2.91,0.338,1,6394
"z[446,4]",0.336,0.902,-1.181,1.785,1,8784
"z[447,4]",0.307,0.916,-1.226,1.812,1,9002
"z[448,4]",-0.28,0.98,-1.901,1.309,1,8416
"z[449,4]",-0.372,0.924,-1.856,1.134,1,8377
"z[450,4]",0.005,1.003,-1.622,1.655,1.001,8699
"z[451,4]",0.216,0.946,-1.341,1.757,1,8656
"z[452,4]",0.703,0.962,-0.924,2.242,1,7496
"z[453,4]",-0.213,0.999,-1.863,1.442,1,8702
"z[454,4]",0.676,0.98,-0.948,2.256,1,7910
"z[455,4]",-0.372,0.948,-1.894,1.223,1,8088
"z[456,4]",0.111,0.954,-1.469,1.661,1,8498
"z[457,4]",-0.371,0.914,-1.84,1.139,1,8689
"z[458,4]",-0.824,0.934,-2.337,0.729,1,7298
"z[459,4]",0.042,0.992,-1.596,1.689,1,8402
"z[460,4]",0.074,0.921,-1.458,1.585,1.001,8445
"z[461,4]",0.356,0.95,-1.223,1.917,1,8173
"z[462,4]",0.37,0.913,-1.158,1.849,1,8586
"z[463,4]",0.021,0.979,-1.593,1.624,1.001,8654
"z[464,4]",0.562,0.924,-0.958,2.067,1,8187
"z[465,4]",0.044,0.974,-1.541,1.663,1,8482
"z[466,4]",0.034,0.996,-1.585,1.68,1,8297
"z[467,4]",-0.236,0.912,-1.732,1.287,1.001,9200
"z[468,4]",-0.124,0.942,-1.661,1.424,1,8803
"z[469,4]",-0.178,0.983,-1.773,1.444,1,8181
"z[470,4]",-0.081,0.999,-1.715,1.557,1.001,9156
"z[471,4]",-0.131,0.977,-1.721,1.488,1,8415
"z[472,4]",0.296,1,-1.348,1.937,1,8725
"z[473,4]",-0.086,0.988,-1.691,1.526,1,8458
"z[474,4]",0.068,1,-1.547,1.705,1.001,8821
"z[475,4]",-0.13,0.954,-1.702,1.441,1,8647
"z[476,4]",0.073,0.971,-1.52,1.68,1.001,8411
"z[477,4]",0.041,0.964,-1.558,1.653,1,8074
"z[478,4]",0.261,0.96,-1.312,1.839,1,8673
"z[479,4]",-0.04,0.996,-1.687,1.581,1,8506
"z[480,4]",0.019,0.985,-1.593,1.661,1,8678
"z[481,4]",-0.193,0.963,-1.762,1.419,1,8575
"z[482,4]",0.051,0.948,-1.515,1.622,1,8683
"z[483,4]",-0.14,0.909,-1.628,1.352,1,7715
"z[484,4]",-0.216,0.907,-1.701,1.29,1,8685
"z[485,4]",-0.041,0.994,-1.681,1.59,1,8403
"z[486,4]",-0.212,0.995,-1.861,1.4,1,8337
"z[487,4]",0.265,0.951,-1.315,1.831,1,8253
"z[488,4]",-0.308,0.98,-1.905,1.289,1,8738
"z[489,4]",0.054,0.986,-1.58,1.654,1,8730
"z[490,4]",-0.176,0.973,-1.778,1.419,1.001,8258
"z[491,4]",-0.088,0.953,-1.654,1.476,1,8276
"z[492,4]",0.176,1.005,-1.465,1.822,1,8349
"z[493,4]",-0.141,0.989,-1.786,1.477,1,8374
"z[494,4]",0.339,0.892,-1.164,1.781,1,7774
"z[495,4]",0.527,0.95,-1.014,2.096,1.001,8163
"z[496,4]",0.414,0.987,-1.211,2.005,1,8182
"z[497,4]",0.048,0.959,-1.534,1.639,1,8303
"z[498,4]",-0.247,0.984,-1.847,1.383,1,8475
"z[499,4]",-0.016,0.988,-1.639,1.597,1,7991
"z[500,4]",0.252,0.96,-1.332,1.811,1,8465
"z[501,4]",0.394,0.914,-1.122,1.866,1,8938
"z[502,4]",0.328,0.902,-1.146,1.821,1,8253
"z[503,4]",0.116,0.924,-1.43,1.621,1,8573
"z[504,4]",0.017,0.983,-1.596,1.651,1,8689
"z[505,4]",0.06,0.915,-1.438,1.562,1,8811
"z[506,4]",-0.061,0.999,-1.677,1.602,1,8315
"z[507,4]",0.217,0.899,-1.274,1.651,1,8435
"z[508,4]",-0.062,0.893,-1.545,1.382,1.001,8191
"z[509,4]",-0.069,0.987,-1.724,1.539,1,8689
"z[510,4]",-0.088,0.999,-1.724,1.587,1,8562
"z[511,4]",0.194,0.989,-1.384,1.813,1.001,8801
"z[512,4]",0.603,0.928,-0.924,2.097,1,7949
"z[513,4]",-0.181,0.985,-1.805,1.434,1,8913
"z[514,4]",0.003,1,-1.643,1.658,1,8649
"z[515,4]",-0.034,0.985,-1.651,1.587,1.001,8859
"z[516,4]",-0.109,0.991,-1.738,1.504,1,8588
"z[517,4]",-0.03,1.002,-1.684,1.62,1,8889
"z[518,4]",0.059,1.002,-1.604,1.696,1,8924
"z[519,4]",-0.069,0.977,-1.683,1.542,1.001,7909
"z[520,4]",-0.118,0.968,-1.728,1.465,1,8415
"z[521,4]",0.101,0.963,-1.487,1.693,1.001,8739
"z[522,4]",0.059,1.002,-1.615,1.71,1.001,8589
"z[523,4]",0.006,1.002,-1.644,1.641,1,8540
"z[524,4]",-0.117,0.999,-1.754,1.513,1,8430
"z[525,4]",-0.112,0.994,-1.735,1.548,1,7901
"z[526,4]",-0.121,0.996,-1.736,1.527,1,8286
"z[527,4]",0.098,0.975,-1.502,1.71,1,8886
"z[528,4]",-0.162,0.965,-1.756,1.45,1,8003
"z[529,4]",0.088,1.003,-1.582,1.717,1,8229
"z[530,4]",-0,0.983,-1.617,1.633,1.001,8628
"z[531,4]",0.134,1.018,-1.553,1.821,1.001,8693
"z[532,4]",-0.241,0.968,-1.819,1.37,1,8796
"z[533,4]",-0.118,0.961,-1.669,1.479,1,9057
"z[534,4]",-0.266,0.986,-1.913,1.344,1.001,8460
"z[535,4]",0.083,0.983,-1.549,1.692,1,9113
"z[536,4]",-0.033,0.973,-1.647,1.544,1,9013
"z[537,4]",0.08,0.972,-1.507,1.688,1,8170
"z[538,4]",-0.297,0.99,-1.925,1.317,1,8299
"z[539,4]",-0.497,1.05,-2.239,1.228,1.001,7168
"z[540,4]",-0.331,1.004,-1.97,1.313,1.001,7759
"z[541,4]",-0.021,0.998,-1.663,1.614,1,8778
