parameter,mean,sd,q05,q95,rhat,ess
"beta[469,3]",8.534,0.218,8.179,8.894,1,7390
"beta[470,3]",5.82,0.274,5.37,6.266,1.001,6497
"beta[471,3]",7.555,0.287,7.083,8.026,1,4639
"beta[472,3]",10.106,0.335,9.553,10.659,1.001,5007
"beta[473,3]",5.261,0.264,4.816,5.686,1,8056
"beta[474,3]",6.69,0.308,6.186,7.195,1,5444
"beta[475,3]",11.194,0.282,10.74,11.649,1,5028
"beta[476,3]",5.549,0.223,5.18,5.918,1,7342
"beta[477,3]",7.546,0.334,6.995,8.087,1,5002
"beta[478,3]",7.168,0.291,6.675,7.642,1,4714
"beta[479,3]",7.319,0.272,6.882,7.768,1.001,4851
"beta[480,3]",8.938,0.206,8.594,9.273,1,6458
"beta[481,3]",6.739,0.257,6.315,7.16,1,4903
"beta[482,3]",5.51,0.177,5.22,5.795,1,7420
"beta[483,3]",8.022,0.239,7.62,8.41,1,4634
"beta[484,3]",4.379,0.238,3.989,4.777,1.001,4678
"beta[485,3]",6.363,0.259,5.932,6.788,1,7575
"beta[486,3]",5.565,0.318,5.039,6.09,1.001,5381
"beta[487,3]",5.708,0.251,5.286,6.118,1,4623
"beta[488,3]",6.536,0.198,6.208,6.863,1.001,6805
"beta[489,3]",8.697,0.269,8.249,9.137,1,7885
"beta[490,3]",6.856,0.272,6.411,7.304,1,5079
"beta[491,3]",8.956,0.187,8.649,9.262,1,8071
"beta[492,3]",5.938,0.297,5.453,6.427,1,4511
"beta[493,3]",5.165,0.27,4.725,5.616,1.001,7978
"beta[494,3]",7.573,0.233,7.187,7.957,1.001,4618
"beta[495,3]",9.28,0.293,8.799,9.762,1.001,4128
"beta[496,3]",8.614,0.213,8.261,8.963,1,5350
"beta[497,3]",6.49,0.279,6.037,6.952,1.001,4610
"beta[498,3]",7.113,0.215,6.757,7.467,1.001,7658
"beta[499,3]",6.186,0.235,5.799,6.574,1,5946
"beta[500,3]",12.131,0.234,11.744,12.518,1,6349
"beta[501,3]",9.703,0.177,9.417,9.995,1,5863
"beta[502,3]",9.225,0.287,8.748,9.692,1.001,3922
"beta[503,3]",8.041,0.273,7.585,8.493,1.001,4224
"beta[504,3]",4.727,0.274,4.281,5.18,1,5036
"beta[505,3]",9.933,0.247,9.522,10.337,1,4532
"beta[506,3]",6.824,0.339,6.274,7.373,1,5013
"beta[507,3]",8.703,0.248,8.292,9.113,1.001,4232
"beta[508,3]",9.212,0.238,8.814,9.6,1.001,4429
"beta[509,3]",5.981,0.295,5.502,6.464,1,4610
"beta[510,3]",7.616,0.274,7.159,8.06,1,4987
"beta[511,3]",6.753,0.302,6.253,7.255,1,4714
"beta[512,3]",7.641,0.246,7.239,8.049,1,4006
"beta[513,3]",6.381,0.282,5.91,6.842,1,4793
"beta[514,3]",9.329,0.259,8.903,9.75,1,7910
"beta[515,3]",6.432,0.267,5.991,6.872,1,7143
"beta[516,3]",7.68,0.216,7.32,8.036,1,7278
"beta[517,3]",5.346,0.252,4.934,5.761,1,7889
"beta[518,3]",7.639,0.218,7.282,7.992,1,7315
"beta[519,3]",8.757,0.214,8.402,9.106,1,7090
"beta[520,3]",6.87,0.212,6.515,7.219,1,7771
"beta[521,3]",5.989,0.271,5.536,6.431,1.001,4680
"beta[522,3]",5.95,0.366,5.347,6.543,1,5539
"beta[523,3]",7.406,0.367,6.803,8.013,1,5542
"beta[524,3]",5.729,0.242,5.33,6.129,1,7344
"beta[525,3]",9.966,0.237,9.583,10.352,1,6683
"beta[526,3]",4.448,0.389,3.807,5.088,1.001,5652
"beta[527,3]",5.735,0.197,5.405,6.052,1,7248
"beta[528,3]",5.018,0.198,4.697,5.348,1.001,7747
"beta[529,3]",8.249,0.362,7.662,8.849,1,5732
"beta[530,3]",6.002,0.375,5.378,6.612,1,5760
"beta[531,3]",8.228,0.248,7.822,8.632,1,7715
"beta[532,3]",7.381,0.202,7.053,7.72,1,7562
"beta[533,3]",6.766,0.322,6.24,7.29,1,5504
"beta[534,3]",4.506,0.265,4.071,4.947,1,6194
"beta[535,3]",3.362,0.356,2.763,3.944,1,5766
"beta[536,3]",7.125,0.186,6.818,7.427,1,7888
"beta[537,3]",5.955,0.35,5.378,6.533,1,5421
"beta[538,3]",4.076,0.222,3.714,4.446,1,7478
"beta[539,3]",5.031,0.393,4.385,5.678,1,5551
"beta[540,3]",5.787,0.336,5.237,6.335,1,5293
"beta[541,3]",3.571,0.207,3.237,3.913,1,7719
"beta[542,3]",6.695,0.251,6.281,7.108,1.001,6834
"beta[543,3]",9.075,0.391,8.418,9.709,1.001,6180
"beta[544,3]",6.152,0.385,5.505,6.784,1,5642
"beta[545,3]",7.484,0.365,6.892,8.089,1,5949
"beta[546,3]",6.113,0.225,5.741,6.488,1.001,7261
"beta[547,3]",6.184,0.3,5.695,6.678,1,6744
"beta[548,3]",5.922,0.359,5.338,6.523,1,5499
"beta[549,3]",4.078,0.237,3.682,4.472,1,6558
"beta[550,3]",5.281,0.369,4.68,5.89,1,5564
"beta[551,3]",5.578,0.361,4.98,6.169,1,5286
"beta[552,3]",6.143,0.399,5.494,6.804,1.001,5540
"beta[553,3]",5.08,0.326,4.553,5.616,1,5380
"beta[554,3]",7.249,0.401,6.592,7.909,1.001,6002
"beta[555,3]",8.588,0.364,7.983,9.191,1,5133
"beta[556,3]",5.874,0.191,5.567,6.186,1.001,7969
"beta[557,3]",5.768,0.204,5.432,6.103,1.001,7477
"beta[558,3]",6.461,0.267,6.021,6.898,1,7745
"beta[559,3]",4.542,0.335,3.988,5.097,1,5521
"beta[560,3]",5.685,0.251,5.273,6.102,1,7416
"beta[561,3]",4.359,0.22,3.999,4.722,1,8067
"beta[562,3]",6.294,0.247,5.891,6.696,1,6672
"beta[563,3]",5.234,0.334,4.683,5.784,1,5396
"beta[564,3]",4.546,0.194,4.228,4.861,1,7398
"beta[565,3]",6.732,0.254,6.307,7.146,1,7752
"beta[566,3]",6.679,0.326,6.146,7.212,1,5231
"beta[567,3]",7.652,0.207,7.316,7.991,1,8011
"beta[568,3]",6.84,0.288,6.366,7.308,1.001,6355
"beta[569,3]",4.529,0.34,3.971,5.089,1,5542
"beta[570,3]",6.899,0.363,6.296,7.49,1.001,5686
"beta[571,3]",4.372,0.247,3.972,4.785,1.001,7551
"beta[572,3]",4.604,0.371,3.983,5.214,1,5784
"beta[573,3]",8.282,0.212,7.939,8.631,1,6928
"beta[574,3]",8.224,0.363,7.628,8.812,1,5544
"beta[575,3]",4.458,0.373,3.845,5.071,1.001,5587
"beta[576,3]",5.722,0.225,5.351,6.09,1,7257
"beta[577,3]",7.624,0.355,7.048,8.204,1,5496
"beta[578,3]",5.704,0.346,5.139,6.279,1,5950
"beta[579,3]",7.978,0.223,7.605,8.344,1,7993
"beta[580,3]",5.064,0.336,4.518,5.619,1.001,6364
"beta[581,3]",4.29,0.341,3.727,4.856,1,4873
"beta[582,3]",5.393,0.22,5.033,5.755,1,7918
"beta[583,3]",6.775,0.343,6.21,7.341,1,5710
"beta[584,3]",6.463,0.38,5.851,7.088,1,5985
"beta[585,3]",7.875,0.354,7.302,8.456,1,5402
"beta[586,3]",6.845,0.258,6.419,7.271,1,8038
"beta[587,3]",8.133,0.259,7.708,8.565,1,7901
"beta[588,3]",8.782,0.418,8.1,9.478,1.001,5178
"beta[589,3]",6.512,0.208,6.166,6.849,1.001,7151
"beta[590,3]",5.517,0.345,4.945,6.081,1,5689
"beta[591,3]",5.224,0.338,4.667,5.774,1,5357
"beta[592,3]",4.701,0.194,4.383,5.015,1,7512
"beta[593,3]",5.491,0.237,5.102,5.874,1,7162
"beta[594,3]",5.672,0.21,5.33,6.023,1.001,7236
"beta[595,3]",4.327,0.375,3.697,4.95,1,5582
"beta[596,3]",10.402,0.357,9.818,10.992,1.001,6127
"beta[597,3]",4.328,0.19,4.016,4.639,1,6983
"beta[598,3]",4.643,0.323,4.109,5.174,1.001,5454
"beta[599,3]",6.553,0.393,5.924,7.201,1,5406
"beta[600,3]",5.157,0.251,4.748,5.575,1,7689
"beta[601,3]",6.423,0.396,5.774,7.078,1,5717
"beta[602,3]",3.967,0.368,3.351,4.562,1,5815
"beta[603,3]",4.879,0.407,4.196,5.536,1,5338
"beta[604,3]",5.755,0.319,5.232,6.281,1,5705
"beta[605,3]",6.428,0.335,5.875,6.974,1,5409
"beta[606,3]",4.191,0.224,3.821,4.555,1,7743
"beta[607,3]",5.722,0.344,5.159,6.287,1,5585
"beta[608,3]",4.985,0.388,4.353,5.619,1,5447
"beta[609,3]",4.351,0.364,3.757,4.943,1,6224
"beta[610,3]",7.513,0.378,6.889,8.128,1,8009
"beta[611,3]",5.123,0.431,4.429,5.848,1,5743
"beta[612,3]",6.841,0.332,6.301,7.387,1,6678
"beta[613,3]",6.37,0.204,6.041,6.708,1,7052
"beta[614,3]",2.839,0.335,2.294,3.392,1,5679
"beta[615,3]",5.116,0.366,4.522,5.719,1,5760
"beta[616,3]",6.287,0.234,5.911,6.67,1,7263
"beta[617,3]",7.606,0.341,7.058,8.179,1,5237
"beta[618,3]",5.844,0.21,5.498,6.186,1,7549
"beta[619,3]",3.899,0.431,3.181,4.607,1.001,6104
"beta[620,3]",6.418,0.373,5.811,7.027,1,5007
"beta[621,3]",9.866,0.416,9.175,10.561,1,5494
"beta[622,3]",4.951,0.37,4.335,5.548,1,6133
"beta[623,3]",5.929,0.296,5.442,6.406,1.001,6799
"beta[624,3]",5.293,0.338,4.73,5.848,1,5854
"beta[625,3]",5.78,0.303,5.283,6.276,1,6945
"beta[626,3]",4.622,0.214,4.271,4.974,1,7827
"beta[627,3]",7.879,0.381,7.246,8.496,1.001,5676
"beta[628,3]",9.592,0.207,9.255,9.93,1,7097
"beta[629,3]",4.694,0.299,4.207,5.19,1,7080
"beta[630,3]",8.76,0.434,8.056,9.47,1,6803
"beta[631,3]",9.576,0.356,8.994,10.159,1,7881
"beta[632,3]",6.108,0.404,5.438,6.77,1,5954
"beta[633,3]",7.79,0.407,7.132,8.473,1,5599
"beta[634,3]",4.979,0.225,4.608,5.349,1,7332
"beta[635,3]",6.241,0.337,5.688,6.796,1,5638
"beta[636,3]",5.565,0.223,5.2,5.931,1,6758
"beta[637,3]",5.921,0.213,5.569,6.268,1,7670
"beta[638,3]",4.376,0.221,4.017,4.738,1,7674
"beta[639,3]",4.169,0.365,3.574,4.771,1,5716
"beta[640,3]",6.228,0.373,5.611,6.845,1,5759
"beta[641,3]",6.382,0.228,6.005,6.759,1,6826
"beta[642,3]",6.057,0.28,5.597,6.526,1.001,6800
"beta[643,3]",8.216,0.389,7.582,8.862,1,5526
"beta[644,3]",9.293,0.32,8.764,9.82,1,6953
"beta[645,3]",3.528,0.207,3.187,3.863,1,8206
"beta[646,3]",7.719,0.258,7.293,8.146,1,7532
"beta[647,3]",9.273,0.376,8.654,9.892,1,5778
"beta[648,3]",3.952,0.225,3.576,4.319,1,6955
"beta[649,3]",5.782,0.321,5.254,6.312,1.001,5565
"beta[650,3]",5.641,0.481,4.854,6.442,1.001,6008
"beta[651,3]",7.036,0.382,6.407,7.658,1,5685
"beta[652,3]",7.592,0.327,7.052,8.137,1,5403
"beta[653,3]",9.529,0.275,9.077,9.987,1,7772
"beta[654,3]",9.146,0.315,8.616,9.664,1,6348
"beta[655,3]",6.802,0.462,6.043,7.574,1,5359
"beta[656,3]",4.163,0.398,3.514,4.808,1,5934
"beta[657,3]",8.35,0.386,7.721,8.976,1.001,6014
"beta[658,3]",7.235,0.208,6.895,7.574,1.001,8209
"beta[659,3]",7.131,0.254,6.72,7.549,1,6899
"beta[660,3]",4.796,0.295,4.306,5.278,1,6918
"beta[661,3]",9.159,0.397,8.503,9.814,1,5555
"beta[662,3]",5.53,0.233,5.15,5.92,1,6906
"beta[663,3]",5.469,0.259,5.047,5.888,1,7665
"beta[1,4]",-0.044,0.072,-0.161,0.076,1,8620
"beta[2,4]",-0.014,0.071,-0.126,0.106,1,8236
"beta[3,4]",-0.031,0.077,-0.161,0.094,1,8373
"beta[4,4]",-0.123,0.084,-0.267,0.009,1,5126
"beta[5,4]",0.016,0.073,-0.1,0.14,1,8268
"beta[6,4]",-0.043,0.071,-0.16,0.074,1,8515
"beta[7,4]",-0.004,0.092,-0.153,0.153,1,8243
"beta[8,4]",-0.03,0.091,-0.187,0.119,1,7957
"beta[9,4]",-0.184,0.089,-0.337,-0.046,1,7769
"beta[10,4]",-0.008,0.077,-0.14,0.112,1,8008
"beta[11,4]",0.01,0.084,-0.13,0.149,1,6078
"beta[12,4]",0.019,0.075,-0.1,0.148,1,8088
"beta[13,4]",-0.052,0.089,-0.207,0.088,1,8098
"beta[14,4]",-0.067,0.081,-0.207,0.061,1,8119
"beta[15,4]",-0.015,0.081,-0.15,0.122,1,7934
"beta[16,4]",0.02,0.081,-0.1,0.167,1.001,7278
"beta[17,4]",-0.041,0.101,-0.201,0.131,1,7537
"beta[18,4]",0.021,0.093,-0.113,0.191,1,6957
"beta[19,4]",-0.192,0.126,-0.421,-0.017,1.001,4736
"beta[20,4]",-0.012,0.09,-0.157,0.139,1,7647
"beta[21,4]",-0.003,0.09,-0.152,0.148,1,8084
"beta[22,4]",-0.061,0.09,-0.204,0.095,1,8190
"beta[23,4]",-0.034,0.084,-0.173,0.106,1.001,7214
"beta[24,4]",-0.037,0.074,-0.157,0.092,1,7942
"beta[25,4]",-0.029,0.083,-0.164,0.113,1.001,8120
"beta[26,4]",-0.045,0.078,-0.177,0.085,1,8836
"beta[27,4]",-0.102,0.081,-0.242,0.022,1.001,6937
"beta[28,4]",-0.064,0.081,-0.205,0.065,1,8608
"beta[29,4]",-0.047,0.091,-0.196,0.099,1,8112
"beta[30,4]",-0.045,0.079,-0.17,0.09,1,7230
"beta[31,4]",0.017,0.073,-0.106,0.135,1,8009
"beta[32,4]",0.121,0.111,-0.037,0.321,1,5109
"beta[33,4]",-0.06,0.083,-0.201,0.071,1,8384
"beta[34,4]",0.057,0.103,-0.098,0.241,1.001,6950
"beta[35,4]",-0.062,0.073,-0.179,0.062,1.001,8518
"beta[36,4]",-0.071,0.094,-0.223,0.086,1,7024
"beta[37,4]",-0.075,0.076,-0.197,0.051,1,8297
"beta[38,4]",-0.089,0.081,-0.231,0.038,1,8197
"beta[39,4]",-0.055,0.08,-0.197,0.065,1.001,7468
"beta[40,4]",-0.067,0.074,-0.191,0.053,1.001,8600
"beta[41,4]",-0.087,0.078,-0.226,0.03,1,7475
"beta[42,4]",-0.01,0.077,-0.124,0.127,1,7234
"beta[43,4]",-0.077,0.075,-0.209,0.037,1,7603
"beta[44,4]",-0.004,0.089,-0.152,0.144,1,8239
"beta[45,4]",-0.04,0.09,-0.191,0.109,1,8079
"beta[46,4]",0.032,0.075,-0.084,0.161,1.001,8023
"beta[47,4]",-0.013,0.093,-0.153,0.154,1,6916
"beta[48,4]",-0.04,0.082,-0.176,0.098,1,8443
"beta[49,4]",-0.097,0.072,-0.22,0.015,1,7839
"beta[50,4]",-0.068,0.073,-0.188,0.054,1,8238
"beta[51,4]",-0.054,0.072,-0.173,0.066,1,8467
"beta[52,4]",-0.059,0.078,-0.186,0.07,1,8106
"beta[53,4]",-0.042,0.073,-0.165,0.076,1,7885
"beta[54,4]",0.032,0.085,-0.099,0.18,1.001,8196
"beta[55,4]",0.002,0.075,-0.119,0.132,1,8639
"beta[56,4]",-0.065,0.073,-0.186,0.052,1.001,8321
"beta[57,4]",-0.115,0.076,-0.244,0.004,1.001,8218
"beta[58,4]",-0.065,0.071,-0.185,0.052,1,8306
"beta[59,4]",-0.029,0.072,-0.151,0.089,1,8108
"beta[60,4]",-0.04,0.074,-0.154,0.089,1.001,7577
"beta[61,4]",-0.012,0.074,-0.126,0.118,1,7634
"beta[62,4]",-0.009,0.078,-0.138,0.119,1,8523
"beta[63,4]",-0.088,0.072,-0.209,0.026,1,8498
"beta[64,4]",-0.078,0.074,-0.204,0.041,1,8056
"beta[65,4]",-0.045,0.071,-0.165,0.071,1,8329
"beta[66,4]",-0.026,0.074,-0.155,0.09,1,7845
"beta[67,4]",-0.016,0.086,-0.152,0.132,1,7757
"beta[68,4]",-0.011,0.082,-0.132,0.138,1,8302
"beta[69,4]",-0.029,0.075,-0.157,0.089,1,8579
"beta[70,4]",-0.158,0.084,-0.307,-0.033,1,6074
"beta[71,4]",-0.006,0.071,-0.117,0.118,1,7970
"beta[72,4]",0.003,0.089,-0.146,0.145,1,7806
"beta[73,4]",0.037,0.079,-0.077,0.184,1,6457
"beta[74,4]",-0.03,0.079,-0.162,0.1,1.001,7916
"beta[75,4]",-0.115,0.079,-0.253,0.004,1,7063
"beta[76,4]",-0.079,0.083,-0.218,0.057,1,7413
"beta[77,4]",-0.012,0.106,-0.18,0.17,1,6241
"beta[78,4]",-0.14,0.087,-0.292,-0.01,1,7236
"beta[79,4]",-0.022,0.084,-0.161,0.122,1.001,8249
"beta[80,4]",-0.025,0.074,-0.151,0.095,1.001,8175
"beta[81,4]",-0.074,0.078,-0.199,0.056,1,8459
"beta[82,4]",-0.095,0.074,-0.218,0.026,1.001,8163
"beta[83,4]",-0.06,0.078,-0.195,0.061,1,8359
"beta[84,4]",-0.041,0.075,-0.168,0.082,1,7209
"beta[85,4]",-0.021,0.072,-0.135,0.101,1,8079
"beta[86,4]",-0.054,0.082,-0.186,0.083,1,9307
"beta[87,4]",-0.018,0.077,-0.148,0.108,1,8453
"beta[88,4]",-0.08,0.075,-0.209,0.036,1,8294
"beta[89,4]",-0.049,0.077,-0.17,0.085,1,7688
"beta[90,4]",-0.034,0.082,-0.168,0.107,1,7740
"beta[91,4]",-0.037,0.088,-0.18,0.11,1,8845
"beta[92,4]",0.005,0.079,-0.108,0.149,1.001,6081
"beta[93,4]",-0.034,0.072,-0.156,0.081,1,7909
"beta[94,4]",-0.036,0.075,-0.159,0.091,1,7305
"beta[95,4]",-0.029,0.081,-0.171,0.094,1,7758
"beta[96,4]",0.002,0.086,-0.13,0.154,1,8269
"beta[97,4]",0.057,0.085,-0.066,0.21,1,7057
"beta[98,4]",0.02,0.088,-0.126,0.165,1,8080
"beta[99,4]",-0.007,0.075,-0.127,0.121,1,6431
"beta[100,4]",0.006,0.076,-0.12,0.133,1,8523
"beta[101,4]",-0.129,0.079,-0.266,-0.008,1,7058
"beta[102,4]",-0.057,0.071,-0.173,0.063,1,8325
"beta[103,4]",-0.039,0.071,-0.161,0.076,1,8379
"beta[104,4]",-0.011,0.081,-0.14,0.126,1.001,8408
"beta[105,4]",-0.007,0.072,-0.121,0.116,1,8326
"beta[106,4]",-0.017,0.07,-0.131,0.102,1,7873
"beta[107,4]",0.049,0.078,-0.065,0.189,1,6743
"beta[108,4]",0.008,0.08,-0.117,0.144,1,8504
"beta[109,4]",0.001,0.079,-0.128,0.132,1,8704
"beta[110,4]",0.016,0.075,-0.106,0.142,1,8417
"beta[111,4]",0,0.084,-0.134,0.148,1,8009
"beta[112,4]",-0.091,0.089,-0.233,0.063,1,8654
"beta[113,4]",-0.006,0.092,-0.156,0.147,1,8716
"beta[114,4]",-0.057,0.088,-0.203,0.087,1,8479
"beta[115,4]",-0.08,0.091,-0.235,0.067,1.001,7782
"beta[116,4]",-0.041,0.092,-0.191,0.114,1,8622
"beta[117,4]",-0.07,0.089,-0.218,0.076,1,8609
"beta[118,4]",-0.04,0.091,-0.186,0.115,1,8483
"beta[119,4]",0.03,0.076,-0.084,0.165,1,6854
"beta[120,4]",-0.044,0.069,-0.159,0.069,1,7951
"beta[121,4]",-0.01,0.074,-0.134,0.109,1,8510
"beta[122,4]",-0.037,0.089,-0.178,0.117,1,7972
"beta[123,4]",-0.017,0.074,-0.138,0.105,1,8522
"beta[124,4]",-0.079,0.082,-0.22,0.053,1,8212
"beta[125,4]",-0.078,0.094,-0.236,0.073,1,7845
"beta[126,4]",-0.089,0.085,-0.243,0.032,1,6346
"beta[127,4]",-0.002,0.089,-0.141,0.151,1,8515
"beta[128,4]",-0.011,0.085,-0.149,0.131,1,8002
"beta[129,4]",-0.042,0.092,-0.197,0.102,1,8378
"beta[130,4]",-0.018,0.071,-0.136,0.101,1,8279
"beta[131,4]",-0.072,0.073,-0.195,0.05,1,7855
"beta[132,4]",-0.074,0.075,-0.208,0.039,1,7643
"beta[133,4]",-0.012,0.077,-0.138,0.115,1,8211
"beta[134,4]",-0.043,0.073,-0.164,0.077,1,8189
"beta[135,4]",-0.066,0.075,-0.195,0.054,1,7853
"beta[136,4]",-0.015,0.078,-0.141,0.119,1,8564
"beta[137,4]",-0.061,0.084,-0.204,0.076,1,8601
"beta[138,4]",-0.08,0.083,-0.224,0.054,1,8276
"beta[139,4]",-0.06,0.076,-0.189,0.061,1.001,8345
"beta[140,4]",-0.003,0.079,-0.126,0.132,1,7308
"beta[141,4]",0.094,0.102,-0.051,0.272,1,7877
"beta[142,4]",0.103,0.098,-0.037,0.28,1.001,5120
"beta[143,4]",0.023,0.092,-0.126,0.174,1,8390
"beta[144,4]",0.007,0.091,-0.142,0.16,1.001,8497
"beta[145,4]",0.168,0.112,0.007,0.37,1.001,4903
"beta[146,4]",-0.017,0.089,-0.165,0.132,1,8162
"beta[147,4]",-0.082,0.095,-0.237,0.076,1,8372
"beta[148,4]",-0.14,0.081,-0.285,-0.021,1,5718
"beta[149,4]",-0.114,0.084,-0.253,0.024,1,8233
"beta[150,4]",-0.068,0.077,-0.197,0.054,1,7784
"beta[151,4]",-0.102,0.077,-0.237,0.012,1,6709
"beta[152,4]",0.084,0.085,-0.042,0.232,1,7514
"beta[153,4]",-0.03,0.081,-0.169,0.099,1,8039
"beta[154,4]",-0.063,0.074,-0.184,0.056,1,8131
"beta[155,4]",-0.015,0.072,-0.13,0.108,1,7661
"beta[156,4]",-0.038,0.077,-0.171,0.086,1,8388
"beta[157,4]",0.06,0.096,-0.094,0.219,1.001,8457
"beta[158,4]",-0.044,0.081,-0.176,0.091,1,8478
"beta[159,4]",-0.029,0.089,-0.179,0.121,1,7880
"beta[160,4]",0.002,0.079,-0.122,0.137,1,8066
"beta[161,4]",0.053,0.095,-0.098,0.215,1,8354
"beta[162,4]",0.058,0.091,-0.072,0.226,1,7470
"beta[163,4]",-0.031,0.078,-0.17,0.089,1.001,7330
"beta[164,4]",-0.051,0.081,-0.186,0.085,1,8498
"beta[165,4]",0.012,0.077,-0.113,0.14,1.001,7402
"beta[166,4]",-0.24,0.095,-0.404,-0.094,1,5950
"beta[167,4]",-0.056,0.091,-0.204,0.096,1,8422
"beta[168,4]",-0.053,0.092,-0.203,0.101,1,7318
"beta[169,4]",0.002,0.09,-0.144,0.154,1,8459
"beta[170,4]",0.048,0.097,-0.104,0.211,1,8511
"beta[171,4]",-0.079,0.089,-0.241,0.049,1,6681
"beta[172,4]",0.124,0.106,-0.044,0.301,1,8056
"beta[173,4]",0.026,0.089,-0.114,0.175,1.001,8285
"beta[174,4]",0.029,0.093,-0.113,0.192,1,7857
"beta[175,4]",-0.113,0.077,-0.248,0.005,1.001,7851
"beta[176,4]",-0.037,0.073,-0.159,0.084,1.001,8084
"beta[177,4]",-0.069,0.072,-0.188,0.051,1,8680
"beta[178,4]",-0.003,0.081,-0.13,0.138,1.001,7756
"beta[179,4]",-0.007,0.074,-0.126,0.119,1.001,7432
"beta[180,4]",-0,0.091,-0.158,0.148,1,8501
"beta[181,4]",-0.004,0.082,-0.145,0.126,1.001,8083
"beta[182,4]",0.086,0.101,-0.076,0.251,1,6445
"beta[183,4]",-0.016,0.076,-0.138,0.115,1,8347
"beta[184,4]",0.025,0.083,-0.118,0.157,1.001,7861
"beta[185,4]",-0.013,0.074,-0.13,0.116,1,8670
"beta[186,4]",0.034,0.08,-0.081,0.179,1,6371
"beta[187,4]",-0.075,0.072,-0.197,0.042,1.001,7857
"beta[188,4]",-0.019,0.079,-0.145,0.115,1.001,7534
"beta[189,4]",-0.05,0.082,-0.19,0.082,1,8500
"beta[190,4]",-0.084,0.086,-0.222,0.058,1,8480
"beta[191,4]",-0.048,0.093,-0.197,0.106,1,8650
"beta[192,4]",-0.04,0.09,-0.186,0.11,1,8755
"beta[193,4]",-0.063,0.077,-0.192,0.064,1,8240
"beta[194,4]",-0.016,0.089,-0.163,0.125,1,7961
"beta[195,4]",-0.031,0.084,-0.164,0.112,1.001,8524
"beta[196,4]",-0.026,0.081,-0.16,0.104,1.001,8760
"beta[197,4]",-0.085,0.08,-0.215,0.05,1.001,8534
"beta[198,4]",-0.097,0.058,-0.196,-0.007,1.001,7875
"beta[199,4]",-0.129,0.056,-0.223,-0.04,1,8403
"beta[200,4]",-0.094,0.066,-0.193,0.021,1,8094
"beta[201,4]",-0.219,0.092,-0.377,-0.079,1,6317
"beta[202,4]",-0.069,0.054,-0.156,0.021,1,8783
"beta[203,4]",-0.084,0.055,-0.174,0.004,1,8758
"beta[204,4]",-0.088,0.062,-0.188,0.016,1.001,8521
"beta[205,4]",-0.108,0.067,-0.214,0.003,1,8673
"beta[206,4]",-0.08,0.063,-0.18,0.027,1,8222
"beta[207,4]",-0.063,0.062,-0.161,0.039,1,8028
"beta[208,4]",-0.096,0.061,-0.202,-0.002,1,7788
"beta[209,4]",-0.042,0.065,-0.133,0.078,1,7400
"beta[210,4]",-0.003,0.065,-0.102,0.11,1,7909
"beta[211,4]",-0.03,0.064,-0.137,0.076,1,8015
"beta[212,4]",-0.045,0.057,-0.131,0.055,1,7994
"beta[213,4]",-0.139,0.067,-0.251,-0.034,1,8314
"beta[214,4]",-0.178,0.066,-0.294,-0.077,1.001,7486
"beta[215,4]",-0.133,0.064,-0.243,-0.03,1,8680
"beta[216,4]",-0.12,0.053,-0.211,-0.037,1,8446
"beta[217,4]",-0.14,0.062,-0.248,-0.042,1,8421
"beta[218,4]",-0.072,0.062,-0.172,0.03,1,8095
"beta[219,4]",-0.139,0.06,-0.238,-0.043,1,8099
"beta[220,4]",-0.084,0.062,-0.185,0.019,1,8615
"beta[221,4]",-0.104,0.072,-0.222,0.013,1,7971
"beta[222,4]",-0.076,0.059,-0.166,0.026,1,7974
"beta[223,4]",-0.051,0.06,-0.15,0.047,1,8212
"beta[224,4]",-0.089,0.068,-0.197,0.023,1,7946
"beta[225,4]",-0.082,0.054,-0.172,0.008,1,7837
"beta[226,4]",-0.111,0.058,-0.207,-0.016,1,7736
"beta[227,4]",-0.055,0.068,-0.154,0.068,1,7031
"beta[228,4]",-0.17,0.069,-0.283,-0.057,1,8336
"beta[229,4]",-0.117,0.063,-0.221,-0.014,1,8553
"beta[230,4]",-0.159,0.067,-0.267,-0.045,1.001,8682
"beta[231,4]",-0.17,0.057,-0.261,-0.076,1,7538
"beta[232,4]",-0.126,0.054,-0.215,-0.041,1,8309
"beta[233,4]",-0.177,0.057,-0.275,-0.089,1,7777
"beta[234,4]",-0.045,0.056,-0.133,0.049,1,8171
"beta[235,4]",-0.099,0.063,-0.207,0.002,1,7785
"beta[236,4]",-0.115,0.068,-0.231,-0.009,1,7924
"beta[237,4]",-0.036,0.063,-0.14,0.065,1.001,8169
"beta[238,4]",-0.178,0.074,-0.3,-0.061,1,8513
"beta[239,4]",-0.012,0.064,-0.107,0.102,1,8152
"beta[240,4]",-0.133,0.063,-0.235,-0.03,1.001,7840
"beta[241,4]",-0.077,0.065,-0.186,0.028,1.001,8059
"beta[242,4]",-0.146,0.073,-0.266,-0.027,1,8859
"beta[243,4]",-0.192,0.069,-0.311,-0.083,1,8366
"beta[244,4]",-0.1,0.061,-0.204,-0.005,1,8088
"beta[245,4]",-0.091,0.07,-0.207,0.021,1,8513
"beta[246,4]",-0.071,0.061,-0.169,0.032,1,8409
"beta[247,4]",-0.066,0.06,-0.162,0.034,1,8633
"beta[248,4]",-0.003,0.071,-0.106,0.123,1,7833
